ScenarioID,ScenarioName,DungeonMapID,DungeonMapName,StepIndex,StepID,StepDesc,StepTimeout,OnTimeout,RetryCount,NextStep,ActionIndex,ActionType,Text,TemplatesJSON,MapID,NPCID,PosX,PosY,Timeout,Seconds,X,Y,Count,Radius,Desc
SatTinh,Thập Nhị Sát Tinh,111,Lôi Đài Sinh Tử,2,boss_1,,120,retry,,,3,Kill,,"[{""MonsterID"":""13430"",""MinLevel"":""45"",""MaxLevel"":""79""},{""MonsterID"":""13431"",""MinLevel"":""50"",""MaxLevel"":""84""},{""MonsterID"":""13432"",""MinLevel"":""60"",""MaxLevel"":""89""},{""MonsterID"":""13433"",""MinLevel"":""70"",""MaxLevel"":""94""},{""MonsterID"":""13434"",""MinLevel"":""80"",""MaxLevel"":""99""},{""MonsterID"":""13435"",""MinLevel"":""90"",""MaxLevel"":""104""},{""MonsterID"":""13436"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""13437"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""13438"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13439"",""MinLevel"":""45"",""MaxLevel"":""79""},{""MonsterID"":""13440"",""MinLevel"":""50"",""MaxLevel"":""84""},{""MonsterID"":""13441"",""MinLevel"":""60"",""MaxLevel"":""89""},{""MonsterID"":""13442"",""MinLevel"":""70"",""MaxLevel"":""94""},{""MonsterID"":""13443"",""MinLevel"":""80"",""MaxLevel"":""99""},{""MonsterID"":""13444"",""MinLevel"":""90"",""MaxLevel"":""104""},{""MonsterID"":""13445"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""13446"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""13447"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13448"",""MinLevel"":""45"",""MaxLevel"":""79""},{""MonsterID"":""13449"",""MinLevel"":""50"",""MaxLevel"":""84""},{""MonsterID"":""13450"",""MinLevel"":""60"",""MaxLevel"":""89""},{""MonsterID"":""13451"",""MinLevel"":""70"",""MaxLevel"":""94""},{""MonsterID"":""13452"",""MinLevel"":""80"",""MaxLevel"":""99""},{""MonsterID"":""13453"",""MinLevel"":""90"",""MaxLevel"":""104""},{""MonsterID"":""13454"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""13455"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""13456"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13538"",""MinLevel"":""45"",""MaxLevel"":""79""},{""MonsterID"":""13539"",""MinLevel"":""50"",""MaxLevel"":""84""},{""MonsterID"":""13540"",""MinLevel"":""60"",""MaxLevel"":""89""},{""MonsterID"":""13541"",""MinLevel"":""70"",""MaxLevel"":""94""},{""MonsterID"":""13542"",""MinLevel"":""80"",""MaxLevel"":""99""},{""MonsterID"":""13543"",""MinLevel"":""90"",""MaxLevel"":""104""},{""MonsterID"":""13544"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""13545"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""13546"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13457"",""MinLevel"":""45"",""MaxLevel"":""999""},{""MonsterID"":""13458"",""MinLevel"":""50"",""MaxLevel"":""999""},{""MonsterID"":""13459"",""MinLevel"":""60"",""MaxLevel"":""999""},{""MonsterID"":""13460"",""MinLevel"":""70"",""MaxLevel"":""999""},{""MonsterID"":""13461"",""MinLevel"":""80"",""MaxLevel"":""999""},{""MonsterID"":""13462"",""MinLevel"":""90"",""MaxLevel"":""999""},{""MonsterID"":""13463"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""13464"",""MinLevel"":""110"",""MaxLevel"":""999""},{""MonsterID"":""13465"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13466"",""MinLevel"":""45"",""MaxLevel"":""79""},{""MonsterID"":""13467"",""MinLevel"":""50"",""MaxLevel"":""84""},{""MonsterID"":""13468"",""MinLevel"":""60"",""MaxLevel"":""89""},{""MonsterID"":""13469"",""MinLevel"":""70"",""MaxLevel"":""94""},{""MonsterID"":""13470"",""MinLevel"":""80"",""MaxLevel"":""99""},{""MonsterID"":""13471"",""MinLevel"":""90"",""MaxLevel"":""104""},{""MonsterID"":""13472"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""13473"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""13474"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13709"",""MinLevel"":""45"",""MaxLevel"":""999""},{""MonsterID"":""13710"",""MinLevel"":""50"",""MaxLevel"":""999""},{""MonsterID"":""13711"",""MinLevel"":""60"",""MaxLevel"":""999""},{""MonsterID"":""13712"",""MinLevel"":""70"",""MaxLevel"":""999""},{""MonsterID"":""13713"",""MinLevel"":""80"",""MaxLevel"":""999""},{""MonsterID"":""13714"",""MinLevel"":""90"",""MaxLevel"":""999""},{""MonsterID"":""13715"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""13716"",""MinLevel"":""110"",""MaxLevel"":""999""},{""MonsterID"":""13717"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13475"",""MinLevel"":""45"",""MaxLevel"":""999""},{""MonsterID"":""13476"",""MinLevel"":""50"",""MaxLevel"":""999""},{""MonsterID"":""13477"",""MinLevel"":""60"",""MaxLevel"":""999""},{""MonsterID"":""13478"",""MinLevel"":""70"",""MaxLevel"":""999""},{""MonsterID"":""13479"",""MinLevel"":""80"",""MaxLevel"":""999""},{""MonsterID"":""13480"",""MinLevel"":""90"",""MaxLevel"":""999""},{""MonsterID"":""13481"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""13482"",""MinLevel"":""110"",""MaxLevel"":""999""},{""MonsterID"":""13483"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13484"",""MinLevel"":""45"",""MaxLevel"":""999""},{""MonsterID"":""13485"",""MinLevel"":""50"",""MaxLevel"":""999""},{""MonsterID"":""13486"",""MinLevel"":""60"",""MaxLevel"":""999""},{""MonsterID"":""13487"",""MinLevel"":""70"",""MaxLevel"":""999""},{""MonsterID"":""13488"",""MinLevel"":""80"",""MaxLevel"":""999""},{""MonsterID"":""13489"",""MinLevel"":""90"",""MaxLevel"":""999""},{""MonsterID"":""13490"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""13491"",""MinLevel"":""110"",""MaxLevel"":""999""},{""MonsterID"":""13492"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13493"",""MinLevel"":""45"",""MaxLevel"":""999""},{""MonsterID"":""13494"",""MinLevel"":""50"",""MaxLevel"":""999""},{""MonsterID"":""13495"",""MinLevel"":""60"",""MaxLevel"":""999""},{""MonsterID"":""13496"",""MinLevel"":""70"",""MaxLevel"":""999""},{""MonsterID"":""13497"",""MinLevel"":""80"",""MaxLevel"":""999""},{""MonsterID"":""13498"",""MinLevel"":""90"",""MaxLevel"":""999""},{""MonsterID"":""13499"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""13500"",""MinLevel"":""110"",""MaxLevel"":""999""},{""MonsterID"":""13501"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13502"",""MinLevel"":""45"",""MaxLevel"":""999""},{""MonsterID"":""13503"",""MinLevel"":""50"",""MaxLevel"":""999""},{""MonsterID"":""13504"",""MinLevel"":""60"",""MaxLevel"":""999""},{""MonsterID"":""13505"",""MinLevel"":""70"",""MaxLevel"":""999""},{""MonsterID"":""13506"",""MinLevel"":""80"",""MaxLevel"":""999""},{""MonsterID"":""13507"",""MinLevel"":""90"",""MaxLevel"":""999""},{""MonsterID"":""13508"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""13509"",""MinLevel"":""110"",""MaxLevel"":""999""},{""MonsterID"":""13510"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13511"",""MinLevel"":""45"",""MaxLevel"":""999""},{""MonsterID"":""13512"",""MinLevel"":""50"",""MaxLevel"":""999""},{""MonsterID"":""13513"",""MinLevel"":""60"",""MaxLevel"":""999""},{""MonsterID"":""13514"",""MinLevel"":""70"",""MaxLevel"":""999""},{""MonsterID"":""13515"",""MinLevel"":""80"",""MaxLevel"":""999""},{""MonsterID"":""13516"",""MinLevel"":""90"",""MaxLevel"":""999""},{""MonsterID"":""13517"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""13518"",""MinLevel"":""110"",""MaxLevel"":""999""},{""MonsterID"":""13519"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13520"",""MinLevel"":""45"",""MaxLevel"":""999""},{""MonsterID"":""13521"",""MinLevel"":""50"",""MaxLevel"":""999""},{""MonsterID"":""13522"",""MinLevel"":""60"",""MaxLevel"":""999""},{""MonsterID"":""13523"",""MinLevel"":""70"",""MaxLevel"":""999""},{""MonsterID"":""13524"",""MinLevel"":""80"",""MaxLevel"":""999""},{""MonsterID"":""13525"",""MinLevel"":""90"",""MaxLevel"":""999""},{""MonsterID"":""13526"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""13527"",""MinLevel"":""110"",""MaxLevel"":""999""},{""MonsterID"":""13528"",""MinLevel"":""120"",""MaxLevel"":""999""},{""MonsterID"":""13529"",""MinLevel"":""45"",""MaxLevel"":""999""},{""MonsterID"":""13530"",""MinLevel"":""50"",""MaxLevel"":""999""},{""MonsterID"":""13531"",""MinLevel"":""60"",""MaxLevel"":""999""},{""MonsterID"":""13532"",""MinLevel"":""70"",""MaxLevel"":""999""},{""MonsterID"":""13533"",""MinLevel"":""80"",""MaxLevel"":""999""},{""MonsterID"":""13534"",""MinLevel"":""90"",""MaxLevel"":""999""},{""MonsterID"":""13535"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""13536"",""MinLevel"":""110"",""MaxLevel"":""999""},{""MonsterID"":""13537"",""MinLevel"":""120"",""MaxLevel"":""999""}]",,,,,,,,,100,1000,
SatTinh,Thập Nhị Sát Tinh,111,Lôi Đài Sinh Tử,3,finish,hoàn thành,30,skip,,,1,Notify,Hoàn thành Thập Nhị Sát Tinh!,,,,,,,,,,,,
PMVL,Yến Tử Ô,105,Yến Tử Ô,1,enter,Yến Tử Ô,6,retry,,,1,GoToNPC,,,25,721,2200,6400,,,,,,,
PMVL,Yến Tử Ô,105,Yến Tử Ô,1,enter,Yến Tử Ô,6,retry,,,2,SelectDialog,Thảo phạt Yến Tử Ô,,,,,,6,,,,,,
PMVL,Yến Tử Ô,105,Yến Tử Ô,1,enter,Yến Tử Ô,6,retry,,,3,WaitMapChange,,,105,,,,3,,,,,,
PMVL,Yến Tử Ô,105,Yến Tử Ô,1,enter,Yến Tử Ô,6,retry,,,4,Wait,,,,,,,,1,,,,,
PMVL,Yến Tử Ô,105,Yến Tử Ô,2,Step1,,1,retry,,,1,UsePortal,,,,,5670,1090,,,,,,100,
PMVL,Yến Tử Ô,105,Yến Tử Ô,3,Step2,,120,retry,,,1,GoTo,,,,,,,,,2660,1520,,,
PMVL,Yến Tử Ô,105,Yến Tử Ô,3,Step2,,120,retry,,,2,Kill,,"[{""MonsterID"":""9340"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9341"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9342"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9343"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9344"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9345"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9346"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9347"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9348"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9349"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9350"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9351"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9352"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9353"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9354"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9355"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9356"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9357"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9358"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9359"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9330"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9331"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9332"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9333"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9334"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9335"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9336"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9337"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9338"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9339"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9320"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9321"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9322"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9323"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9324"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9325"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9326"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9327"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9328"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9329"",""MinLevel"":""100"",""MaxLevel"":""999""}]",,,,,,,,,10,1000,
PMVL,Yến Tử Ô,105,Yến Tử Ô,4,Step3,,1,retry,,,1,UsePortal,,,,,2080,1420,,,,,,100,
PMVL,Yến Tử Ô,105,Yến Tử Ô,5,Step4,,120,retry,,,1,GoTo,,,,,,,,,7300,2400,,,
PMVL,Yến Tử Ô,105,Yến Tử Ô,5,Step4,,120,retry,,,2,Kill,,"[{""MonsterID"":""9360"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9361"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9362"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9363"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9364"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9365"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9366"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9367"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9368"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9369"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9370"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9371"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9372"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9373"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9374"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9375"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9376"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9377"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9378"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9379"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9380"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9381"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9382"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9383"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9384"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9385"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9386"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9387"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9388"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9389"",""MinLevel"":""100"",""MaxLevel"":""999""}]",,,,,,,,,10,1000,
PMVL,Yến Tử Ô,105,Yến Tử Ô,6,Step5,,1,retry,,,1,UsePortal,,,,,5830,5400,,,,,,100,
PMVL,Yến Tử Ô,105,Yến Tử Ô,7,Step6,,120,retry,,,1,GoTo,,,,,,,,,4800,5500,,,
PMVL,Yến Tử Ô,105,Yến Tử Ô,7,Step6,,120,retry,,,2,Kill,,"[{""MonsterID"":""9390"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9391"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9392"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9393"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9394"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9395"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9396"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9397"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9398"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9399"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9400"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9401"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9402"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9403"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9404"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9405"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9406"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9407"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9408"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9409"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9410"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9411"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9412"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9413"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9414"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9415"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9416"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9417"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9418"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9419"",""MinLevel"":""100"",""MaxLevel"":""999""}]",,,,,,,,,10,1000,
PMVL,Yến Tử Ô,105,Yến Tử Ô,8,Step7,,120,retry,,,1,GoTo,,,,,,,,,2000,4600,,,
