ScenarioID,ScenarioName,DungeonMapID,DungeonMapName,StepIndex,StepID,StepDesc,StepTimeout,OnTimeout,RetryCount,NextStep,ActionIndex,ActionType,Text,TemplatesJSON,MapID,NPCID,PosX,PosY,Timeout,Seconds,X,Y,Count,Radius,Desc
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,Trân Long Kỳ Cuộc,3,boss,Viễn Cổ Kỳ Hồn,180,retry,,,2,Kill,,"[{""MonsterID"":""1850"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""1851"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""1852"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""1853"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""1854"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""1855"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""1856"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""1857"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""1858"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""1859"",""MinLevel"":""100"",""MaxLevel"":""999""}]",,,,,,,,,1,800,Viễn Cổ Kỳ Hồn
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,Trân Long Kỳ Cuộc,4,finish,hoàn thành,30,skip,,,1,Notify,Hoàn thành Trân Long Kỳ Cuộc!,,,,,,,,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,1,GoToNPC,,,5,384,5200,7700,,,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,2,InteractNPC,,,,384,,,,,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,3,SelectDialog,Lâu Lan Tầm Bảo (thường),,,,,,10,,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,4,WaitMapChange,,,101,,,,30,,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,5,Wait,,,,,,,,2,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,2,zone1,Tiêu diệt bảo sương,120,retry,,,1,Wait,,,,,,,,25,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,2,zone1,Tiêu diệt bảo sương,120,retry,,,2,GoTo,,,,,,,,,2016,1504,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,2,zone1,Tiêu diệt bảo sương,120,retry,,,3,Kill,,"[{""MonsterID"":""12102"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12103"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12104"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12105"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12106"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12107"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12108"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12109"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12110"",""MinLevel"":""150"",""MaxLevel"":""999""},{""MonsterID"":""12111"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12112"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12113"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12114"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12115"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12116"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12117"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12118"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12119"",""MinLevel"":""150"",""MaxLevel"":""999""},{""MonsterID"":""12120"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12121"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12122"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12123"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12124"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12125"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12126"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12127"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12128"",""MinLevel"":""150"",""MaxLevel"":""999""},{""MonsterID"":""12129"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12130"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12131"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12132"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12133"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12134"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12135"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12136"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12137"",""MinLevel"":""150"",""MaxLevel"":""999""}]",,,,,,,,,200,800,Tiêu diệt bảo sương
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,3,boss,Trấn Bảo Long Vương,180,retry,,,1,GoTo,,,,,,,,,2048,2048,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,3,boss,Trấn Bảo Long Vương,180,retry,,,2,Kill,,"[{""MonsterID"":""12138"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12139"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12140"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12141"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12142"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12143"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12144"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12145"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12146"",""MinLevel"":""150"",""MaxLevel"":""999""}]",,,,,,,,,1,800,Trấn Bảo Long Vương
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,Lâu Lan Bảo Tàng Động,4,finish,hoàn thành,30,skip,,,1,Notify,Hoàn thành Lâu Lan Tầm Bảo!,,,,,,,,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,1,GoToNPC,,,5,384,5200,7700,,,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,2,InteractNPC,,,,384,,,,,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,3,SelectDialog,Lâu Lan Tầm Bảo (nhanh),,,,,,10,,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,4,WaitMapChange,,,101,,,,30,,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,5,Wait,,,,,,,,2,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,2,zone1,Tiêu diệt bảo sương,120,retry,,,1,Wait,,,,,,,,25,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,2,zone1,Tiêu diệt bảo sương,120,retry,,,2,GoTo,,,,,,,,,2016,1504,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,2,zone1,Tiêu diệt bảo sương,120,retry,,,3,Kill,,"[{""MonsterID"":""12102"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12103"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12104"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12105"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12106"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12107"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12108"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12109"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12110"",""MinLevel"":""150"",""MaxLevel"":""999""},{""MonsterID"":""12111"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12112"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12113"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12114"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12115"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12116"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12117"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12118"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12119"",""MinLevel"":""150"",""MaxLevel"":""999""},{""MonsterID"":""12120"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12121"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12122"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12123"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12124"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12125"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12126"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12127"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12128"",""MinLevel"":""150"",""MaxLevel"":""999""},{""MonsterID"":""12129"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12130"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12131"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12132"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12133"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12134"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12135"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12136"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12137"",""MinLevel"":""150"",""MaxLevel"":""999""}]",,,,,,,,,200,800,Tiêu diệt bảo sương
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,3,boss,Trấn Bảo Long Vương,180,retry,,,1,GoTo,,,,,,,,,2048,2048,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,3,boss,Trấn Bảo Long Vương,180,retry,,,2,Kill,,"[{""MonsterID"":""12138"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12139"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12140"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12141"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12142"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12143"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12144"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12145"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12146"",""MinLevel"":""150"",""MaxLevel"":""999""}]",,,,,,,,,1,800,Trấn Bảo Long Vương
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,Lâu Lan Bảo Tàng Động,4,finish,hoàn thành,30,skip,,,1,Notify,Hoàn thành Lâu Lan Tầm Bảo!,,,,,,,,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,1,GoToNPC,,,5,384,5200,7700,,,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,2,InteractNPC,,,,384,,,,,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,3,SelectDialog,Lâu Lan Tầm Bảo (siêu tốc),,,,,,10,,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,4,WaitMapChange,,,101,,,,30,,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,1,enter,Vào Lâu Lan Tầm Bảo,6,retry,,,5,Wait,,,,,,,,2,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,2,zone1,Tiêu diệt bảo sương,120,retry,,,1,Wait,,,,,,,,25,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,2,zone1,Tiêu diệt bảo sương,120,retry,,,2,GoTo,,,,,,,,,2016,1504,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,2,zone1,Tiêu diệt bảo sương,120,retry,,,3,Kill,,"[{""MonsterID"":""12102"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12103"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12104"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12105"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12106"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12107"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12108"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12109"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12110"",""MinLevel"":""150"",""MaxLevel"":""999""},{""MonsterID"":""12111"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12112"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12113"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12114"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12115"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12116"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12117"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12118"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12119"",""MinLevel"":""150"",""MaxLevel"":""999""},{""MonsterID"":""12120"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12121"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12122"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12123"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12124"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12125"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12126"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12127"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12128"",""MinLevel"":""150"",""MaxLevel"":""999""},{""MonsterID"":""12129"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12130"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12131"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12132"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12133"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12134"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12135"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12136"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12137"",""MinLevel"":""150"",""MaxLevel"":""999""}]",,,,,,,,,200,800,Tiêu diệt bảo sương
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,3,boss,Trấn Bảo Long Vương,180,retry,,,1,GoTo,,,,,,,,,2048,2048,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,3,boss,Trấn Bảo Long Vương,180,retry,,,2,Kill,,"[{""MonsterID"":""12138"",""MinLevel"":""75"",""MaxLevel"":""79""},{""MonsterID"":""12139"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""12140"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""12141"",""MinLevel"":""100"",""MaxLevel"":""109""},{""MonsterID"":""12142"",""MinLevel"":""110"",""MaxLevel"":""119""},{""MonsterID"":""12143"",""MinLevel"":""120"",""MaxLevel"":""129""},{""MonsterID"":""12144"",""MinLevel"":""130"",""MaxLevel"":""139""},{""MonsterID"":""12145"",""MinLevel"":""140"",""MaxLevel"":""149""},{""MonsterID"":""12146"",""MinLevel"":""150"",""MaxLevel"":""999""}]",,,,,,,,,1,800,Trấn Bảo Long Vương
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,Lâu Lan Bảo Tàng Động,4,finish,hoàn thành,30,skip,,,1,Notify,Hoàn thành Lâu Lan Tầm Bảo!,,,,,,,,,,,,
TucCau_1,Túc Cầu (thường),103,Mẫu Đan Uyển,1,enter,Túc Cầu,6,retry,,,1,GoToNPC,,,4,718,9300,9170,,,,,,,
TucCau_1,Túc Cầu (thường),103,Mẫu Đan Uyển,1,enter,Túc Cầu,6,retry,,,2,InteractNPC,,,,718,,,,,,,,,
TucCau_1,Túc Cầu (thường),103,Mẫu Đan Uyển,1,enter,Túc Cầu,6,retry,,,3,SelectDialog,Tham gia Túc Cầu (thường),,,,,,3,,,,,,
TucCau_1,Túc Cầu (thường),103,Mẫu Đan Uyển,1,enter,Túc Cầu,6,retry,,,4,WaitMapChange,,,103,,,,6,,,,,,
TucCau_1,Túc Cầu (thường),103,Mẫu Đan Uyển,1,enter,Túc Cầu,6,retry,,,5,Wait,,,,,,,,2,,,,,
TucCau_1,Túc Cầu (thường),103,Mẫu Đan Uyển,2,zone1,Tiêu diệt túc cầu,120,retry,,,1,Wait,,,,,,,,25,,,,,
TucCau_1,Túc Cầu (thường),103,Mẫu Đan Uyển,2,zone1,Tiêu diệt túc cầu,120,retry,,,2,GoTo,,,,,,,,,1312,3072,,,
