ID,Name,ItemLevel,RequireLevel,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ScriptID,TypeDesc
20107010,Đại Bì Mao,5,5,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20107011,Chân Bì Cách,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20107012,Chân Bì Mao,6,6,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20107013,Hậu Bì Cách,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20107014,Hậu Bì Mao,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20107015,Trọng Bì Cách,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20107016,Trọng Bì Mao,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20107017,Lân Bì Cách,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20107018,Lân Bì Mao,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20107019,Thần Bì Mao,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108001,Hoại Trạo Đao Bỉnh,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108002,Tàn Khuyết Đao Bỉnh,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108003,Phá Tổn Đao Bỉnh,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108004,Phá Cựu Đao Bỉnh,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108005,Hoàn Hảo Đao Bỉnh,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108006,Phổ Thông Đao Bỉnh,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108007,Phát Quang Đao Bỉnh,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108008,Hoàn Mỹ Đao Bỉnh,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108009,Thiểm Lượng Đao Bỉnh,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108010,Thất Thái Đao Bỉnh,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108011,Vô Hà Đao Bỉnh,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108012,Chí Tôn Đao Bỉnh,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108013,Hoại Trạo Thương Cán,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108014,Tàn Khuyết Thương Cán,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108015,Phá Tổn Thương Cán,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108016,Phá Cựu Thương Cán,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108017,Hoàn Hảo Thương Cán,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108018,Phổ Thông Thương Cán,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108019,Phát Quang Thương Cán,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108020,Hoàn Mỹ Thương Cán,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108021,Thiểm Lượng Thương Cán,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108022,Thất Thái Thương Cán,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108023,Vô Hà Thương Cán,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108024,Chí TônThương Cán,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108025,Hoại Trạo Kiếm Sao,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108026,Tàn Khuyết Kiếm Sao,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108027,Phá Tổn Kiếm Sao,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108028,Phá Cựu Kiếm Sao,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108029,Hoàn Hảo Kiếm Sao,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108030,Phổ Thông Kiếm Sao,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108031,Phát Quang Kiếm Sao,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108032,Hoàn Mỹ Kiếm Sao,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108033,Thiểm Lượng Kiếm Sao,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108034,Thất Thái Kiếm Sao,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108035,Vô Hà Kiếm Sao,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108036,Chí Tôn Kiếm Sao,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108037,Hoại Trạo Song Côn,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108038,Tàn Khuyết Song Côn,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108039,Phá Tổn Song Côn,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108040,Phá Cựu Song Côn,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108041,Hoàn Hảo Song Côn,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108042,Phổ Thông Song Côn,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108043,Phát Quang Song Côn,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108044,Hoàn Mỹ Song Côn,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108045,Thiểm Lượng Song Côn,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108046,Thất Thái Song Côn,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108047,Vô Hà Song Côn,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108048,Chí Tôn Song Côn,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108049,Hoại Trạo Phiến Cốt,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108050,Tàn Khuyết Phiến Cốt,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108051,Phá Tổn Phiến Cốt,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108052,Phá Cựu Phiến Cốt,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108053,Hoàn Hảo Phiến Cốt,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108054,Phổ Thông Phiến Cốt,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108055,Phát Quang Phiến Cốt,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108056,Hoàn Mỹ Phiến Cốt,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108057,Thiểm Lượng Phiến Cốt,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108058,Thất Thái Phiến Cốt,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108059,Vô Hà Phiến Cốt,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108060,Chí Tôn Phiến Cốt,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108061,Hoại Trạo Hoàn Phiến,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108062,Tàn Khuyết Hoàn Phiến,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108063,Phá Tổn Hoàn Phiến,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108064,Phá Cựu Hoàn Phiến,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108065,Hoàn Hảo Hoàn Phiến,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108066,Phổ Thông Hoàn Phiến,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108067,Phát Quang Hoàn Phiến,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108068,Hoàn Mỹ Hoàn Phiến,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108069,Thiểm Lượng Hoàn Phiến,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108070,Thất Thái Hoàn Phiến,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108071,Vô Hà Hoàn Phiến,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108072,Chí Tôn Hoàn Phiến,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu đúc khuôn
20108073,Hoại Trạo Thiên Nhãn,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108074,Tàn Khuyết Thiên Nhãn,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108075,Phá Tổn Thiên Nhãn,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108076,Phá Cựu Thiên Nhãn,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108077,Hoàn Hảo Thiên Nhãn,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108078,Phổ Thông Thiên Nhãn,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108079,Phát Quang Thiên Nhãn,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108080,Hoàn Mỹ Thiên Nhãn,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108081,Thiểm Lượng Thiên Nhãn,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108082,Thất Thái Thiên Nhãn,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108083,Vô Hà Thiên Nhãn,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108084,Chí TônThiên Nhãn,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108085,Hoại Trạo Địa Tâm,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108086,Tàn Khuyết Địa Tâm,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108087,Phá Tổn Địa Tâm,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108088,Phá Cựu Địa Tâm,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108089,Hoàn Hảo Địa Tâm,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108090,Phổ Thông Địa Tâm,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108091,Phát Quang Địa Tâm,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108092,Hoàn Mỹ Địa Tâm,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108093,Thiểm Lượng Địa Tâm,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108094,Thất Thái Địa Tâm,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108095,Vô Hà Địa Tâm,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108096,Chí Tôn Địa Tâm,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108097,Hoại Trạo Huyền Ty,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108098,Tàn Khuyết Huyền Ty,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108099,Phá Tổn Huyền Ty,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108100,Phá Cựu Huyền Ty,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108101,Hoàn Hảo Huyền Ty,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108102,Phổ Thông Huyền Ty,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108103,Phát Quang Huyền Ty,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108104,Hoàn Mỹ Huyền Ty,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108105,Thiểm Lượng Huyền Ty,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108106,Thất Thái Huyền Ty,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108107,Vô Hà Huyền Ty,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108108,Chí Tôn Huyền Ty,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108109,Hoại Trạo Hoàng Cốt,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108110,Tàn Khuyết Hoàng Cốt,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108111,Phá Tổn Hoàng Cốt,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108112,Phá Cựu Hoàng Cốt,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108113,Hoàn Hảo Hoàng Cốt,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108114,Phổ Thông Hoàng Cốt,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108115,Phát Quang Hoàng Cốt,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108116,Hoàn Mỹ Hoàng Cốt,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108117,Thiểm Lượng Hoàng Cốt,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108118,Thất Thái Hoàng Cốt,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108119,Vô Hà Hoàng Cốt,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108120,Chí Tôn Hoàng Cốt,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu may mặc
20108121,Hoại Trạo Băng Cơ,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108122,Tàn Khuyết Băng Cơ,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108123,Phá Tổn Băng Cơ,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108124,Phá Cựu Băng Cơ,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108125,Hoàn Hảo Băng Cơ,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108126,Phổ Thông Băng Cơ,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108127,Phát Quang Băng Cơ,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108128,Hoàn Mỹ Băng Cơ,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108129,Thiểm Lượng Băng Cơ,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108130,Thất Thái Băng Cơ,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108131,Vô Hà Băng Cơ,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108132,Chí Tôn Băng Cơ,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108133,Hoại Trạo Tuyết Phách,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108134,Tàn Khuyết Tuyết Phách,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108135,Phá Tổn Tuyết Phách,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108136,Phá Cựu Tuyết Phách,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108137,Hoàn Hảo Tuyết Phách,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108138,Phổ Thông Tuyết Phách,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108139,Phát Quang Tuyết Phách,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108140,Hoàn Mỹ Tuyết Phách,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108141,Thiểm Lượng Tuyết Phách,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108142,Thất Thái Tuyết Phách,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108143,Vô Hà Tuyết Phách,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108144,Chí Tôn Tuyết Phách,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108145,Hoại Trạo Hàn Vân,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108146,Tàn Khuyết Hàn Vân,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108147,Phá Tổn Hàn Vân,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108148,Phá Cựu Hàn Vân,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108149,Hoàn Hảo Hàn Vân,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108150,Phổ Thông Hàn Vân,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108151,Phát Quang Hàn Vân,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108152,Hoàn Mỹ Hàn Vân,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108153,Thiểm Lượng Hàn Vân,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108154,Thất Thái Hàn Vân,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108155,Vô Hà Hàn Vân,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108156,Chí Tôn Hàn Vân,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu công nghệ
20108157,Kỳ Đặc Vị Tuyến,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108158,Quái Vị Nhục,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108159,Tàn Khuyết Nội Đan,3,3,22,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108160,Hoàn Chỉnh Nội Đan,4,4,41,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108161,Phát Quang Nội Đan,5,5,63,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108162,Hoàn Mỹ Nội Đan,6,6,63,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108163,Thiểm Lượng Nội Đan,7,7,70,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108164,Vô Hà Nội Đan,8,8,70,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108165,Thú Đan,9,9,70,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108166,Yêu Đan,10,10,70,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108167,Yêu Thú Đan,11,11,70,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108168,Yêu Tiên Đan,12,12,70,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108169,Lục Sắc Dịch Thể,1,1,8,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
20108170,Hồng Sắc Dịch Thể,2,2,9,true,true,false,15000,-1,-1,-1,Vật liệu chế dược
