ID,Level,Type,Icon,Name,BasePrice,SellPrice,IsUniversal,Description
50102007,1,2,Gem1_2_13,Thuần Tịnh Hồng Tinh Thạch (Cấp 1),300000,2000,false,"Hồng Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color>"
50102008,1,2,Gem1_2_6,Thuần Tịnh Lục Tinh Thạch (Cấp 1),300000,2000,false,"Lục Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color>"
50102009,1,2,LiJinGem3_1_3,Hoàng Tinh Thạch - Thông Bảo (Cấp 1),100000,1000,true,"Tinh Thạch Vàng, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50102010,1,2,LiJinGem3_1_4,Lam Tinh Thạch - Thông Bảo (Cấp 1),100000,1000,true,"Tinh Thạch Lam, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50102011,1,2,LiJinGem3_1_5,Hồng Tinh Thạch - Thông Bảo (Cấp 1),100000,1000,true,"Tinh Thạch Đỏ, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50102012,1,2,LiJinGem3_1_6,Lục Tinh Thạch - Thông Bảo (Cấp 1),100000,1000,true,"Tinh Thạch Lục, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50102013,1,2,LiJinGem3_2_5,Thuần Tịnh Hoàng Tinh Thạch - Thông Bảo (Cấp 1),300000,2000,true,"Hoàng Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50102014,1,2,LiJinGem3_2_9,Thuần Tịnh Lam Tinh Thạch - Thông Bảo (Cấp 1),300000,2000,true,"Lam Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50102015,1,2,LiJinGem3_2_13,Thuần Tịnh Hồng Tinh Thạch - Thông Bảo (Cấp 1),300000,2000,true,"Hồng Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50102016,1,2,LiJinGem3_2_6,Thuần Tịnh Lục Tinh Thạch - Thông Bảo (Cấp 1),300000,2000,true,"Lục Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50103001,1,3,Gem1_1_2,Tử Ngọc (Cấp 1),100000,1000,false,"Bảo Thạch Tím, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị."
50103002,1,3,LiJinGem3_1_2,Tử Ngọc - Thông Bảo (Cấp 1),100000,1000,true,"Bảo Thạch Tím, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50104002,1,4,Gem1_1_8,Biến Thạch (Cấp 1),100000,1000,false,"Bảo thạch có thể đổi màu theo ánh sáng, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị."
50104003,1,4,LiJinGem3_1_8,Biến Thạch - Thông Bảo (Cấp 1),100000,1000,true,"Bảo thạch có thể đổi màu theo ánh sáng, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50111001,1,11,Gem1_1_9,Thạch Lựu Thạch (Cấp 1),100000,1000,false,"Bảo thạch trông rất giống hạt lựu, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị."
50111002,1,11,Gem1_1_12,Tiêm Tinh Thạch (Cấp 1),100000,1000,false,"Bảo Thạch quý hiếm, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị."
50111003,1,11,LiJinGem3_1_9,Thạch Lựu Thạch - Thông Bảo (Cấp 1),100000,1000,true,"Bảo thạch trông rất giống hạt lựu, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50111004,1,11,LiJinGem3_1_12,Tiêm Tinh Thạch - Thông Bảo (Cấp 1),100000,1000,true,"Bảo Thạch quý hiếm, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50112001,1,12,Gem1_1_11,Hoàng Ngọc (Cấp 1),100000,1000,false,"Bảo Thạch Vàng, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color>"
50112002,1,12,Gem1_1_10,Hạo Thạch (Cấp 1),100000,1000,false,"Bảo Thạch phát sáng, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color>"
50112003,1,12,Gem1_1_13,Nguyệt Quang Thạch (Cấp 1),100000,1000,false,"Bảo thạch sáng như ánh trăng, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color>"
50112004,1,12,Gem1_2_1,Bích Tỷ (Cấp 1),100000,1000,false,"Bảo Thạch quý hiếm, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color>"
50112005,1,12,Gem1_2_10,Thuần Tịnh Hoàng Ngọc (Cấp 1),300000,2000,false,"Hoàng Ngọc tinh khiết, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị."
50112006,1,12,Gem1_2_14,Thuần Tịnh Hạo Thạch (Cấp 1),300000,2000,false,"Hạo Thạch tinh khiết, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị."
50112007,1,12,Gem1_2_11,Thuần Tịnh Dạ Quang Thạch (Cấp 1),300000,2000,false,"Nguyệt Quang Thạch tinh khiết, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị."
50112008,1,12,Gem1_2_15,Thuần Tịnh Bích Tỷ (Cấp 1),300000,2000,false,"Bích Tỉ tinh khiết, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị."
50112009,1,12,LiJinGem3_1_11,Hoàng Ngọc - Thông Bảo (Cấp 1),100000,1000,true,"Bảo Thạch Vàng, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50112010,1,12,LiJinGem3_1_10,Hạo Thạch - Thông Bảo (Cấp 1),100000,1000,true,"Bảo Thạch phát sáng, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50112011,1,12,LiJinGem3_1_13,Nguyệt Quang Thạch - Thông Bảo (Cấp 1),100000,1000,true,"Bảo thạch sáng như ánh trăng, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
50112012,1,12,LiJinGem3_2_1,Bích Tỷ - Thông Bảo (Cấp 1),100000,1000,true,"Bảo Thạch quý hiếm, có thể khảm lên trang bị phòng ngự <color=#FFFF00>Y Phục, Hộ Thủ, Mão, Hộ Kiên, Hài, Yêu Đai, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại phòng ngự <color=#FFFF00>Khôi, Giáp, Hoàn</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>"
