ID,Name,Icon,ItemLevel,RequireLevel,BoundMoney,BasePrice,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ExtraHint,ScriptID,TypeDesc,Description,IDFamily10M
20101011,Đỗ Trọng,Herbal1_11,5,5,true,1375,50,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị ngọt hơi cay, ôn, chủ trị đau lưng, mỏi gối, v.v. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101012,Thương Thuật,Herbal1_4,5,5,true,1375,50,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị rất cay, tính ôn mà khô, có tác dụng trị cảm lạnh, sáng mắt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101013,Phục Linh,Herbal2_14,5,5,true,1625,50,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị ngọt, tính bình, có tác dụng an thần. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101014,Phòng Phong,Herbal1_13,6,6,true,1625,60,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Rễ có vị cay, ngọt, tính ôn, có tác dụng làm toát mồ hôi, trị cảm lạnh. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101015,Hương Nhu,Herbal2_3,6,6,true,1625,60,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị cay, tính ôn, làm ra mồ hôi, điều hòa khí huyết. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101016,Hoàng Liên,Herbal2_9,6,6,true,1875,60,true,true,false,15000,-1,-1,,-1,Trung cấp dược tài,"Vị đắng, hàn, có tác dụng giải độc, thanh nhiệt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101017,Đương Qui,Herbal2_6,7,7,true,1875,70,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị ngọt, cay, tính ôn, có tác dụng bổ khí huyết, điều hòa kinh mạch, giảm đau. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101018,Quế Tâm,Herbal1_5,7,7,true,1875,70,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị đắng, cay, bổ khí huyết, sáng mắt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101019,Hương Phụ,Herbal2_1,7,7,true,2125,70,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị cay, hơi đắng, hơi ngọt, tính bình, có tác dụng giảm đau. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101020,Hoắc Hương,Herbal1_7,8,8,true,2125,80,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị cay, tính ôn, giúp tinh thần tỉnh táo. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101021,Hồi Thần Thảo,Herbal2_4,8,8,true,2125,80,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Thực vật có mùi hương kỳ diệu. Có tác dụng thanh nhiệt giải độc. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101022,Thủ Ô,Herbal2_7,8,8,true,2375,80,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Rễ đắng, chát, tính ôn, có tác dụng bổ gan thận, ích huyết, cường cân cốt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101023,Đông Trùng Hạ Thảo,Herbal1_15,9,9,true,2375,90,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Đông Trùng Hạ Thảo không phải là thực vật mà là hợp thể của nấm và côn trùng, được tìm thấy trên vùng núi tuyết của cao nguyên Thanh Tạng. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101024,Long Quì Tử,Herbal1_5,9,9,true,2625,90,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Trên vỏ có hoa văn hình rồng. Vị đắng, tính hàn, hơi độc, có tác dụng thanh nhiệt giải độc. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101025,Tượng Bối,Herbal1_14,10,10,true,2625,100,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị đắng, tính hàn, chủ trị ho do cảm lạnh, đau phổi, v.v. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101026,Nhân Sâm,Herbal2_10,10,10,true,2625,100,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Thảo dược trân quý. Vị ngọt, hơi đắng, tính ôn, bổ nguyên khí, an thần. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101027,Linh Chi,Herbal2_11,11,11,true,2875,110,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị ngọt, tính bình, không độc, có tác dụng bổ khí huyết, giúp tâm trí tỉnh táo,sáng suốt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101028,Tuân Thảo,Herbal1_16,11,11,true,2875,110,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Lá giống cây lan, quả màu đỏ, làm sáng mắt, dưỡng máu bổ huyết, chủ trị đau đầu chóng mặt, gân cốt mệt mỏi. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101029,Liên Tử,Herbal2_6,12,12,true,3125,120,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Vị ngọt, chát, tính bình, có tác dụng ích khí, ngăn chảy mồ hôi, giúp tinh thần phấn chấn. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20101030,Khô Mộc Xuân,Herbal1_16,12,12,true,3125,120,true,true,false,15000,-1,-1,,-1,Cao cấp dược tài,"Thảo dược vô sắc vô vị, cho vào nước nấu sơ sẽ tan ra. Có tác dụng giải độc, cải tử hoàn sinh. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102001,Thảo Ngư,Fish_1,1,1,true,38,9,true,true,false,15000,-1,-1,,-1,Sơ cấp ngư,"Chủ yếu ăn cỏ nên còn có tên là cá trắm cỏ, có hai màu là xanh và trắng, loại màu trắng ăn ngon. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102002,Tức Ngư,Fish_3,2,2,true,42,10,true,true,false,15000,-1,-1,,-1,Sơ cấp ngư,"Còn gọi là cá Hỷ Đầu, rất khỏe, ăn tạp, thích sống thành đàn, thường nghỉ ngơi ở chỗ cỏ tạp. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102003,Liên Ngư,Fish_9,3,3,true,102,25,true,true,false,15000,-1,-1,,-1,Sơ cấp ngư,"Còn gọi là Bạch Liên, thân dẹt, lưng có màu xanh xám, hai bên và bụng có màu trắng, đầu lớn, mắt nằm ở rất thấp. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102004,Bình Ngư,Fish_8,4,4,true,184,46,true,true,false,15000,-1,-1,,-1,Trung cấp ngư,"Cá biển thân dẹt, ít xương, thịt mềm. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102005,Thiện Ngư,Fish_5,5,5,true,282,70,true,true,false,15000,-1,-1,,-1,Trung cấp ngư,"Khi nhiệt độ giảm xuống, nó không ăn cũng không cử động, rơi vào trạng thái ngủ đông, hấp thu vi lượng để sống. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102006,Hắc Ngư,Fish_10,6,6,true,402,100,true,true,false,15000,-1,-1,,-1,Trung cấp ngư,"Còn gọi là Hắc Ngư Bổng Tử, thuộc loại cá ăn thịt, là loài có hại đối với ngành nuôi cá. Loại cá này sinh nhiều mau lớn, tính tình hung dữ, nếu biết cách có thể câu được nó dễ dàng. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102007,Đấu Ngư,Fish_6,7,7,true,554,138,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Thân hình thoi, màu xanh nhạt, có vằn đen, vây dài. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102008,Xương Ngư,Fish_2,8,8,true,702,175,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Còn gọi là Bạch Xương, sống ở gần biển. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102009,Ngân Ngư,Fish_11,9,9,true,864,216,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Cá nước ngọt, thân dài hơi tròn, mềm và trong suốt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102010,Khuê Ngư,Fish_7,10,10,true,1054,263,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Đa số ăn thịt, có thể săn mồi theo đàn hoặc mai phục trong thủy tảo, đợi cá và các động vật khác lại gần. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102011,Cốt Thiệt Ngư,Fish_4,11,11,true,1060,265,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Thân dẹt, sống ở chỗ nước ngọt. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102012,Lục Tuyến Ngư,Fish_12,12,12,true,1176,294,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Thân dài và dẹt, đầu to, mắt nhỏ. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102013,Thanh Ngư,Fish2_1,1,1,true,38,9,true,true,false,15000,-1,-1,,-1,Sơ cấp ngư,"Còn gọi là Ô Thanh, sống ở tầng nước phía dưới, sinh trưởng nhanh, thịt ngon. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102014,Tiễn Ngư,Fish2_3,2,2,true,42,10,true,true,false,15000,-1,-1,,-1,Sơ cấp ngư,"Còn gọi là Thanh Tiễn Ngư. Vì phần trên miệng của nó nhô ra như cây kiếm nên có tên như vậy. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102015,Lư Ngư,Fish2_9,3,3,true,102,25,true,true,false,15000,-1,-1,,-1,Sơ cấp ngư,"Cá Lô thịt màu trắng, chắc thịt, không chỉ giá trị dinh dưỡng cao mà còn rất ngon. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102016,Biển Đầu Ngư,Fish2_8,4,4,true,184,46,true,true,false,15000,-1,-1,,-1,Trung cấp ngư,"Đầu, đuôi, bụng dẹt, lưng có vằn, màu bạc, sống ở tầng nước phía trên gần biển. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102017,Đầu Lực Ngư,Fish2_5,5,5,true,282,70,true,true,false,15000,-1,-1,,-1,Trung cấp ngư,"Thon nhỏ, mềm, thịt ngon, toàn thân có màu nhạt, bụng có hoa văn màu đậm. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102018,Thu Đao Ngư,Fish2_10,6,6,true,402,100,true,true,false,15000,-1,-1,,-1,Trung cấp ngư,"Thân dẹt, vảy nhỏ, toàn thân màu bạc, thịt ngon, giá trị dinh dưỡng cao. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102019,Soa Ngư,Fish2_6,7,7,true,554,138,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Đầu ngắn và rộng, vảy rất lớn, lưng có màu xanh xám, bụng màu xám nhạt, vảy hai bên có vạch màu đen. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102020,Quang Bối Ngư,Fish2_2,8,8,true,702,175,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Vây bụng giống cái màn cửa, kéo dài từ ngực đến đuôi. Bong bóng cá có tác dụng như phổi, vì vậy thường nổi lên mặt nước để thở, miệng có thể mở to. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102021,Câu Ngư,Fish2_11,9,9,true,864,216,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Sống ở chỗ nước biển và nước ngọt hòa lẫn vào nhau, quần cư, cá trưởng thành có chỗ u trên đầu. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102022,Bãi Kỳ Ngư,Fish2_7,10,10,true,1054,263,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Thân dài, hơi dẹt, màu xanh nâu, có đốm màu xám trắng. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102023,Trân Châu Ngư,Fish2_4,11,11,true,1060,265,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Toàn thân phủ đầy các chấm bạc, khi bơi những chấm bạc óng ánh rất đẹp, vì vậy có tên là Trân Châu Ngư. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20102024,Văn Xương Ngư,Fish2_12,12,12,true,1176,294,true,true,false,15000,-1,-1,,-1,Cao cấp ngư,"Thân không lớn, toàn thân nửa trong suốt, đầy và đuôi nhọn, là ngư phẩm cao cấp, thịt mềm ngon. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Dược Liệu Thô]</color>.",2
20103001,Đồng Khoáng Thạch,Ore_1,1,1,true,375,10,true,true,false,15000,-1,-1,,-1,Sơ cấp khoáng thạch,"Đồng Khoáng Thạch, rất đẹp, nung chảy lấy đồng, khai thác từ núi đồng, chua, hàn, hơi độc. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Mảnh Tinh Thiết]</color>, <color=#FFFF00>[Mảnh Bí Ngân]</color>.",2
20103002,Thiết Khoáng Thạch,Ore_2,2,2,true,625,20,true,true,false,15000,-1,-1,,-1,Sơ cấp khoáng thạch,"Thiết Khoáng Thạch, sản lượng cực lớn, chủng loại đa dạng. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Mảnh Tinh Thiết]</color>, <color=#FFFF00>[Mảnh Bí Ngân]</color>.",2
20103003,Ngân Khoáng Thạch,Ore_3,3,3,true,875,30,true,true,false,15000,-1,-1,,-1,Sơ cấp khoáng thạch,"Ngân Khoáng Thạch, độ dẻo và khả năng dát mỏng tốt, dễ đánh bóng và tạo hình. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Mảnh Tinh Thiết]</color>, <color=#FFFF00>[Mảnh Bí Ngân]</color>.",2
20103004,Hàn Thiết Khoáng Thạch,Ore_4,4,4,true,1125,40,true,true,false,15000,-1,-1,,-1,Trung cấp khoáng thạch,"Hàn Thiết Khoáng Thạch, lấy từ trong thâm sơn Hàn Than, cứng chắc.	Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Mảnh Tinh Thiết]</color>, <color=#FFFF00>[Mảnh Bí Ngân]</color>.",2
20103005,Kim Khoáng Thạch,Ore_5,5,5,true,1375,50,true,true,false,15000,-1,-1,,-1,Trung cấp khoáng thạch,"Kim Khoáng Thạch, ánh vàng lấp lánh, khả năng dát mỏng cực cao.	Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Mảnh Tinh Thiết]</color>, <color=#FFFF00>[Mảnh Bí Ngân]</color>.",2
20103006,Huyền Thiết Khoáng Thạch,Ore_9,6,6,true,1625,60,true,true,false,15000,-1,-1,,-1,Trung cấp khoáng thạch,"Huyền Thiết Khoáng Thạch, một loại kim loại hiếm có, cứng nhất trong số các kim loại, không bị rỉ sét. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Mảnh Tinh Thiết]</color>, <color=#FFFF00>[Mảnh Bí Ngân]</color>.",2
20103007,Thủy Tinh Khoáng Thạch,Ore_11,7,7,true,1875,70,true,true,false,15000,-1,-1,,-1,Cao cấp khoáng thạch,"Thủy tinh khoáng thạch, một loại khoáng vật có linh tính, ẩn tàng sức mạnh thần kỳ.	Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Mảnh Tinh Thiết]</color>, <color=#FFFF00>[Mảnh Bí Ngân]</color>.",2
20103008,Phỉ Thúy Khoáng Thạch,Ore_8,8,8,true,2125,80,true,true,false,15000,-1,-1,,-1,Cao cấp khoáng thạch,"Phỷ thúy khoáng thạch, trong suốt, long lanh đẹp đẽ, cứng nhưng không giòn, được xưng tụng là Ngọc Trung Chi Vương. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Mảnh Tinh Thiết]</color>, <color=#FFFF00>[Mảnh Bí Ngân]</color>.",2
20103009,Chấn Vũ Khoáng Thạch,Ore_6,9,9,true,2375,90,true,true,false,15000,-1,-1,,-1,Cao cấp khoáng thạch,"Chân Võ Khoáng Thạch, tương truyền do linh hồn Chân Võ Đại Đế hóa thành, chứa đầy linh khí. Có thể thông qua kỹ năng <color=#00FF00>Gia công nguyên liệu thô</color>, kết hợp nguyên liệu rơi ra từ quái vật để chế tạo thành <color=#FFFF00>[Mảnh Tinh Thiết]</color>, <color=#FFFF00>[Mảnh Bí Ngân]</color>.",2
