ID,Name,ItemLevel,RequireLevel,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ScriptID,TypeDesc
30308010,Bí tịch: Ngũ Độc Kỳ Kinh,1,35,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái
30308011,Bí tịch: Tam Viên Đấu Số Kinh,1,35,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái
30308012,Bí tịch: Truyền Tập Lục - Thủy Thệ,1,35,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái
30308013,Bí tịch: Thị Hoa Lục,1,35,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái
30308014,Bí tịch: Dữ Tâm Thư - Phản Chế,1,35,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái
30308015,Bí tịch: Vô Tận Quyết,1,35,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái
30308050,Bí tịch: Huyền Cương Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308051,Bí tịch: Thiên Thần Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308052,Bí tịch: Địa Vẫn Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308053,Bí tịch: Trụ Khung Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308054,Bí tịch: Hỗn Mang Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308055,Bí tịch: Hoang Lũy Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308056,Bí tịch: Hoàng Sầm Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308057,Bí tịch: Hồng Tinh Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308058,Bí tịch: Vũ Cực Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308059,Bí tịch: Độn Dân Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308060,Bí tịch: Huyễn Nhật Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308061,Bí tịch: Thần Túc Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308062,Bí tịch: Quan Hồ Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308063,Bí tịch: Truân Mân Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308064,Bí tịch: Tu Viễn Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308065,Bí tịch: Thiên Mệnh Điển Bí,1,80,1000,true,true,false,15000,-1,-1,9999997,Bí tịch môn phái thất truyền
30308100,Yếu quyết: Đảo Chuyển Càn Khôn,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308101,Yếu quyết: Cự Hoả Thiêu Thiên,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308102,Yếu quyết: Bát Thảo Tầm Xà,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308103,Yếu quyết: Không Minh Thức,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308104,Yếu quyết: Cửu Âm Độc Long Công,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308105,Yếu quyết: Hoá Huyết Thần Độc,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308106,Yếu quyết: Thiếu Xung Kiếm Pháp,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308107,Yếu quyết: Thiên Địa Hàn Băng,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308108,Yếu quyết: Diên Động Thương Minh,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308109,Yếu quyết: Cô Tô Kiếm Khách,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308110,Yếu quyết: Ảnh Tử Thích Khách,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308111,Yếu quyết: Thái Cực Thần Công,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308112,Yếu quyết: Tiêu Kiếm Chi Âm,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308113,Yếu quyết: Ngự Cầm Phiêu Hoa,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308114,Yếu quyết: Phán Chỉ Âm Dương,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308115,Yếu quyết: Loạn Tâm Nhẫn,1,35,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308150,Yếu quyết: Điệu Hổ Ly Sơn,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308151,Yếu quyết: Phong Hỏa Liên Thành,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308152,Yếu quyết: Bổng Đả Cẩu Đầu,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308153,Yếu quyết: Tiên Phong Đạo Cốt,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308154,Yếu quyết: Thanh Tâm Phổ Thiện Chú,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308155,Yếu quyết: Hàm Tiếu Bán Bộ Diên,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308156,Yếu quyết: Thương Dương Kiếm,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308157,Yếu quyết: Thiên Địa Minh Diệt,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308158,Yếu quyết: Định Hải Thần Châm,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308159,Yếu quyết: Phá Thiên Thức,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308160,Yếu quyết: Khổng Tước Linh,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308161,Yếu quyết: Súc Địa Thành Thốn,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308162,Yếu quyết: Khổ Trú Đoạn,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308163,Yếu quyết: Vấn Hoa - Vô Kế Lưu Xuân,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308164,Yếu quyết: Quân Nhập Úng,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308165,Yếu quyết: Sinh Tử Do Ngã,1,45,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308170,Yếu quyết: Dịch Cân Đoạn Cốt,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308171,Yếu quyết: Thuần Dương Vô Cực,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308172,Yếu quyết: Thiên Hạ Vô Cẩu,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308173,Yếu quyết: Thiên Ngoại Phi Tiên,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308174,Yếu quyết: Cửu Âm Thần Trảo,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308175,Yếu quyết: Hoá Cốt Miên Chưởng,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308176,Yếu quyết: Thiếu Trạch Kiếm,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308177,Yếu quyết: Đồng Sinh Cộng Tử,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308178,Yếu quyết: Côn Dược Bắc Minh,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308179,Yếu quyết: Hóa Khí Thức,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308180,Yếu quyết: Khôi Lỗi Hương,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308181,Yếu quyết: Tuyệt Tinh Trận - Thất Sát,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308182,Yếu quyết: Khuyến Quân Tửu,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308183,Yếu quyết: Huyền Lộng Hoa Ảnh,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308184,Yếu quyết: Bách Luyện Thối Nhận,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308185,Yếu quyết: Chỉ Thiên Mạ Địa,1,65,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308200,Yếu quyết: Từ Hàng Phổ Độ,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308201,Yếu quyết: Nộ Hỏa Liên Trảm,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308202,Yếu quyết: Hoành Tảo Càn Khôn,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308203,Yếu quyết: Thất Tinh Tụ Thủ,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308204,Yếu quyết: Xuân Hoa Thu Nguyệt,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308205,Yếu quyết: Nhất Nhật Tang Mệnh Tán,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308206,Yếu quyết: Trung Xung Kiếm,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308207,Yếu quyết: Băng Ngưng Sương Hoa,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308208,Yếu quyết: Bộ Bộ Sinh Hoa,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308209,Yếu quyết: Lăng Thần Thức,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308210,Yếu quyết: Thập Phương Câu Diệt,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308211,Yếu quyết: Tuyệt Tinh Trận - Tham Lang,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308212,Yếu quyết: Bách Xuyên Nhập Hải,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308213,Yếu quyết: Phi Hoa - Loạn Hồng Thâm Xứ,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308214,Yếu quyết: Dữ Hổ Mưu Bì,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308215,Yếu quyết: Hồn Ly Phách Tán,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308250,Yếu quyết: Diệt Thử Triều Thực,1,30,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308251,Yếu quyết: Kim Châm Độ Kiếp,1,30,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308252,Yếu quyết: Liễu Ám Hoa Minh,1,30,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308253,Yếu quyết: Phi Hành Viễn Khứ,1,30,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết môn phái
30308300,Yếu quyết: Huyền Ấn Ngộ Phật,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308301,Yếu quyết: Thiên Hỏa Nhiên Khung,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308302,Yếu quyết: Địa Trầm Hãm Ngân,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308303,Yếu quyết: Trụ Diệu Thất Tinh,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308304,Yếu quyết: Hỗn Giang Phá Nhai,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308305,Yếu quyết: Hoang Dã U Hồn,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308306,Yếu quyết: Hoàng Long Nộ Minh,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308307,Yếu quyết: Hồng Đào Bích Lãng,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308308,Yếu quyết: Vũ Việt Tinh Hiện,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308309,Yếu quyết: Độn Dị Triều Lạc,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308310,Yếu quyết: Lạc Nhật Truy Tinh,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308311,Yếu quyết: Vạn Túc Thần Quang,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308312,Yếu quyết: Lương Dạ Du,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308313,Yếu quyết: Phi Hoa Diệu Du,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308314,Yếu quyết: Dung Hải Xuyên,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308315,Yếu quyết: Phệ Hồn Cửu Thối,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308350,Yếu quyết: Từ Tâm Bi Mẫn,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308351,Yếu quyết: Phần Diễm Nhiễu Thân,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308352,Yếu quyết: Liệt Thổ Lao Lung,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308353,Yếu quyết: Bát Quái Ánh Vi,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308354,Yếu quyết: U Tuyền Thẩm Châu,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308355,Yếu quyết: Ảm Phiên Khốn Linh,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308356,Yếu quyết: Long Bàn Đẩu Lý,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308357,Yếu quyết: Tứ Thuỷ Vi Thành,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308358,Yếu quyết: Tử Vụ Nhiễu Tâm,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308359,Yếu quyết: Toái Châu Nhập Uyên,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308360,Yếu quyết: Lục Hợp Cấm Vực,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308361,Yếu quyết: Bộ Canh Đạp Đẩu,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308362,Yếu quyết: Hồ Sinh Vân Diệt,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308363,Yếu quyết: Tán Hoa Vấn Khúc,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308364,Yếu quyết: Ý Trường Lưu,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308365,Yếu quyết: Phọc Hồn Cuồng Liêm,1,80,1000,true,true,false,15000,-1,-1,9999997,Yếu quyết thất truyền
30308400,Yếu quyết: Lạc Mã Tiễn,1,40,1,true,true,false,15000,-1,-1,9999997,Yếu quyết giang hồ
30308401,Yếu quyết: Xuyên Vân Tiễn,1,40,1,true,true,false,15000,-1,-1,9999997,Yếu quyết giang hồ
30308501,Tào Vận Ngân Phiếu,1,1,0,false,false,true,1,-1,-1,-1,Tào Vận Ngân Phiếu
30311001,Vân Dao Thượng Thuỷ Kiếm,1,75,1000,true,true,true,1,-1,-1,-1,<color=#00d000>Bí Tịch Sơ Cấp
30311002,Bạch Hồng Chưởng,1,75,1000,true,true,true,1,-1,-1,-1,<color=#00d000>Bí Tịch Sơ Cấp
30311003,Đoạt Mệnh Liên Hoàn Tam Tiên Kiếm,1,75,1000,true,true,true,1,-1,-1,-1,<color=#00d000>Bí Tịch Sơ Cấp
30311004,Độc Kinh,1,75,1000,true,true,true,1,-1,-1,-1,<color=#00d000>Bí Tịch Sơ Cấp
30311005,Đạt Ma Quyền,1,75,1000,true,true,true,1,-1,-1,-1,<color=#00d000>Bí Tịch Sơ Cấp
30311006,Hàn Băng Chân Khí,2,75,1000,true,true,true,1,-1,-1,-1,<color=#2980ff>Bí Tịch Hy Hữu
30311007,Hàm Cốc Bát Tuyệt,2,75,1000,true,true,true,1,-1,-1,-1,<color=#2980ff>Bí Tịch Hy Hữu
30311008,Vân Vũ Thập Tam Kiếm,2,75,1000,true,true,true,1,-1,-1,-1,<color=#2980ff>Bí Tịch Hy Hữu
30311009,Ngũ Độc Mật Truyền,2,75,1000,true,true,true,1,-1,-1,-1,<color=#2980ff>Bí Tịch Hy Hữu
30311010,Thuỵ Mộng La Hán Quyền,2,75,1000,true,true,true,1,-1,-1,-1,<color=#2980ff>Bí Tịch Hy Hữu
30311011,Thái „t Huyền Môn Kiếm,3,75,1000,true,true,true,1,-1,-1,-1,<color=#cc33cc>Truyền Thế Bí Tịch
30311012,Cửu Dương Chân Kinh,3,75,1000,true,true,true,1,-1,-1,-1,<color=#cc33cc>Truyền Thế Bí Tịch
30311013,Long Tượng Bán Nhược Kinh,3,75,1000,true,true,true,1,-1,-1,-1,<color=#cc33cc>Truyền Thế Bí Tịch
30311014,Độc Cô cửu kiếm,4,75,1000,true,true,true,1,-1,-1,-1,<color=#ff6600>Bí Tịch Tuyệt Thế
30311015,Cửu Âm Chân Kinh,4,75,1000,true,true,true,1,-1,-1,-1,<color=#ff6600>Bí Tịch Tuyệt Thế
30311016,Thần Chiếu Kinh,4,75,1000,true,true,true,1,-1,-1,-1,<color=#ff6600>Bí Tịch Tuyệt Thế
30311205,Đạt Ma Quyền,1,75,1000,false,false,true,1,-1,-1,-1,<color=#00d000>Bí Tịch Sơ Cấp
30311210,Thuỵ Mộng La Hán Quyền,2,75,1000,true,true,true,1,-1,-1,-1,<color=#2980ff>Bí Tịch Hy Hữu
30501001,Môn phái triệu tập lệnh,1,10,100,true,true,true,20,-1,-1,21003,Tạp Vật
30501004,Thông dụng truyền tống phù,1,20,250,true,true,false,1,1,-1,20010,Tạp Vật
30501005,Thông dụng truyền tống phù,1,20,250,true,true,false,1,10,-1,20010,Tạp Vật
30501006,Thông dụng truyền tống phù,1,20,250,true,true,false,1,100,-1,20010,Tạp Vật
30501017,Hồng Sắc Định Vị Phù,1,10,1,true,false,false,1,13,-1,21004,Tạp Vật
30501018,Lam sắc định vị phù,1,10,1,true,false,false,1,50,-1,21004,Tạp Vật
30501019,Bạch sắc định vị phù,1,10,1,true,false,false,1,20,-1,21004,Tạp Vật
30501020,Lục sắc định vị phù,1,10,1,true,false,false,1,100,-1,21004,Tạp Vật
30501021,Hoàng sắc định vị phù,1,10,1,true,false,false,1,8,-1,21004,Tạp Vật
30501022,Tử sắc định vị phù,1,10,1,true,false,false,1,150,-1,21004,Tạp Vật
30501023,Hồng Sắc Định Vị Phù,2,10,1,true,false,false,1,13,-1,21004,Tạp Vật
30501024,Lam sắc định vị phù,2,10,1,true,false,false,1,50,-1,21004,Tạp Vật
30501025,Bạch sắc định vị phù,2,10,1,true,false,false,1,20,-1,21004,Tạp Vật
30501026,Lục sắc định vị phù,2,10,1,true,false,false,1,100,-1,21004,Tạp Vật
30501027,Hoàng sắc định vị phù,2,10,1,true,false,false,1,8,-1,21004,Tạp Vật
30501028,Tử sắc định vị phù,2,10,1,true,false,false,1,150,-1,21004,Tạp Vật
30501029,Hồng Sắc Định Vị Phù,3,10,1,true,false,false,1,13,-1,21004,Tạp Vật
30501030,Lam sắc định vị phù,3,10,1,true,false,false,1,50,-1,21004,Tạp Vật
30501031,Bạch sắc định vị phù,3,10,1,true,false,false,1,20,-1,21004,Tạp Vật
30501032,Lục sắc định vị phù,3,10,1,true,false,false,1,100,-1,21004,Tạp Vật
30501033,Hoàng sắc định vị phù,3,10,1,true,false,false,1,8,-1,21004,Tạp Vật
30501034,Tử sắc định vị phù,3,10,1,true,false,false,1,150,-1,21004,Tạp Vật
30501036,Kim nguyên bảo phiếu,1,1,1,false,false,false,1,-1,-1,-1,Kim nguyên bảo phiếu
30501037,Hồng Sắc Định Vị Phù,4,10,1,true,false,false,1,13,-1,21004,Tạp Vật
30501038,Lam sắc định vị phù,4,10,1,true,false,false,1,50,-1,21004,Tạp Vật
30501039,Bạch sắc định vị phù,4,10,1,true,false,false,1,20,-1,21004,Tạp Vật
30501040,Lục sắc định vị phù,4,10,1,true,false,false,1,100,-1,21004,Tạp Vật
30501041,Hoàng sắc định vị phù,4,10,1,true,false,false,1,8,-1,21004,Tạp Vật
30501042,Tử sắc định vị phù,4,10,1,true,false,false,1,150,-1,21004,Tạp Vật
30501201,Tàn Khuyết Thần Tiết (Cấp 1),42,42,1,false,false,true,1,-1,-1,22010,Đạo cụ Thần Khí
30501202,Tàn Khuyết Thần Tiết (Cấp 2),52,52,1,false,false,true,1,-1,-1,22010,Đạo cụ Thần Khí
30501203,Tàn Khuyết Thần Tiết (Cấp 3),62,62,1,false,false,true,1,-1,-1,22010,Đạo cụ Thần Khí
30501204,Tàn Khuyết Thần Tiết (Cấp 4),72,72,1,false,false,true,1,-1,-1,22010,Đạo cụ Thần Khí
30501205,Tàn Khuyết Thần Tiết (Cấp 5),82,82,1,false,false,true,1,-1,-1,22010,Đạo cụ Thần Khí
30501206,Tàn Khuyết Thần Tiết (Cấp 6),92,92,1,false,false,true,1,-1,-1,22010,Đạo cụ Thần Khí
30501207,Tàn Khuyết Thần Tiết (Cấp 7),102,102,1,false,false,true,1,-1,-1,22010,Đạo cụ Thần Khí
30501221,Liên Nhung Thần Tiết (Cấp 1),42,42,1,false,false,true,1,-1,-1,-1,Đạo cụ Thần Khí
30501222,Liên Nhung Thần Tiết (Cấp 2),52,52,1,false,false,true,1,-1,-1,-1,Đạo cụ Thần Khí
30501223,Liên Nhung Thần Tiết (Cấp 3),62,62,1,false,false,true,1,-1,-1,-1,Đạo cụ Thần Khí
30501224,Liên Nhung Thần Tiết (Cấp 4),72,72,1,false,false,true,1,-1,-1,-1,Đạo cụ Thần Khí
30501225,Liên Nhung Thần Tiết (Cấp 5),82,82,1,false,false,true,1,-1,-1,-1,Đạo cụ Thần Khí
30501226,Liên Nhung Thần Tiết (Cấp 6),92,92,1,false,false,true,1,-1,-1,-1,Đạo cụ Thần Khí
30501227,Liên Nhung Thần Tiết (Cấp 7),102,102,1,false,false,true,1,-1,-1,-1,Đạo cụ Thần Khí
30501231,Quái Vật Đồ Tường (Cấp 1),42,42,1,false,false,false,15000,-1,-1,-1,Đạo cụ Thần Khí
30501232,Quái Vật Đồ Tường (Cấp 2),52,52,1,false,false,false,15000,-1,-1,-1,Đạo cụ Thần Khí
30501233,Quái Vật Đồ Tường (Cấp 3),62,62,1,false,false,false,15000,-1,-1,-1,Đạo cụ Thần Khí
