EdgeType,FromMapID,FromX,FromY,ToMapID,ToX,ToY,FromMapName,ToMapName
NPC,5,9060,5910,143,8180,8060,Lâu Lan,Tuyệt Tình Cốc
NPC,6,2970,1940,1,4882,6388,Thiếu Lâm Tự,Phụng Minh Trấn
NPC,6,2970,1940,2,8260,6340,Thiếu Lâm Tự,Đại Lý
NPC,6,2970,1940,3,10460,7570,Thiếu Lâm Tự,Lạc Dương
NPC,6,2970,1940,3,7570,6090,Thiếu Lâm Tự,Lạc Dương
NPC,6,2970,1940,3,6930,5380,Thiếu Lâm Tự,Lạc Dương
NPC,6,2970,1940,4,10600,8780,Thiếu Lâm Tự,Tô Châu
NPC,6,2970,1940,4,6160,8100,Thiếu Lâm Tự,Tô Châu
NPC,6,2970,1940,5,9260,5910,Thiếu Lâm Tự,Lâu Lan
NPC,6,2970,1940,7,2840,2300,Thiếu Lâm Tự,Cái Bang Tổng Đà
NPC,6,2970,1940,8,3120,820,Thiếu Lâm Tự,Quang Minh Điện
NPC,6,2970,1940,9,2860,1660,Thiếu Lâm Tự,Nga My Sơn
NPC,6,2970,1940,10,3000,2110,Thiếu Lâm Tự,Thiên Long Tự
NPC,6,2970,1940,11,2050,1510,Thiếu Lâm Tự,Lăng Ba Động 
NPC,6,2970,1940,12,3000,1340,Thiếu Lâm Tự,Tinh Túc Hải
NPC,6,2970,1940,13,3050,2310,Thiếu Lâm Tự,Thiên Sơn
NPC,6,2970,1940,14,3255,2725,Thiếu Lâm Tự,Núi Võ Đang
