EdgeType,FromMapID,FromX,FromY,ToMapID,ToX,ToY,FromMapName,ToMapName
NPC,18,8050,4400,2,8260,6340,Đào Hoa,Đại Lý
NPC,18,8050,4400,3,10460,7570,Đào Hoa,Lạc Dương
NPC,18,8050,4400,3,7570,6090,Đào Hoa,Lạc Dương
NPC,18,8050,4400,3,6930,5380,Đào Hoa,Lạc Dương
NPC,18,8050,4400,4,10600,8780,Đào Hoa,Tô Châu
NPC,18,8050,4400,4,6160,8100,Đào Hoa,Tô Châu
NPC,18,8050,4400,5,9260,5910,Đào Hoa,Lâu Lan
NPC,18,8050,4400,6,2970,2140,Đào Hoa,Thiếu Lâm Tự
NPC,18,8050,4400,7,2840,2300,Đào Hoa,Cái Bang Tổng Đà
NPC,18,8050,4400,8,3120,820,Đào Hoa,Quang Minh Điện
NPC,18,8050,4400,9,2860,1660,Đào Hoa,Nga My Sơn
NPC,18,8050,4400,10,3000,2110,Đào Hoa,Thiên Long Tự
NPC,18,8050,4400,11,2050,1510,Đào Hoa,Lăng Ba Động 
NPC,18,8050,4400,12,3000,1340,Đào Hoa,Tinh Túc Hải
NPC,18,8050,4400,13,3050,2310,Đào Hoa,Thiên Sơn
NPC,18,8050,4400,14,3255,2725,Đào Hoa,Núi Võ Đang
NPC,18,8050,4400,15,920,1650,Đào Hoa,Mộ Dung
NPC,18,8050,4400,16,3100,1100,Đào Hoa,Quỷ Cốc
NPC,18,8050,4400,17,4000,3800,Đào Hoa,Đường Môn
NPC,18,8050,4400,137,4317,2128,Đào Hoa,Mạn Đà Sơn Trang
NPC,18,8050,4400,143,8180,8060,Đào Hoa,Tuyệt Tình Cốc
NPC,137,4391,3262,1,4882,6388,Mạn Đà Sơn Trang,Phụng Minh Trấn
NPC,137,4391,3262,2,8260,6340,Mạn Đà Sơn Trang,Đại Lý
NPC,137,4391,3262,3,10460,7570,Mạn Đà Sơn Trang,Lạc Dương
NPC,137,4391,3262,3,7570,6090,Mạn Đà Sơn Trang,Lạc Dương
NPC,137,4391,3262,3,6930,5380,Mạn Đà Sơn Trang,Lạc Dương
NPC,137,4391,3262,4,10600,8780,Mạn Đà Sơn Trang,Tô Châu
NPC,137,4391,3262,4,6160,8100,Mạn Đà Sơn Trang,Tô Châu
NPC,137,4391,3262,5,9260,5910,Mạn Đà Sơn Trang,Lâu Lan
NPC,137,4391,3262,6,2970,2140,Mạn Đà Sơn Trang,Thiếu Lâm Tự
NPC,137,4391,3262,7,2840,2300,Mạn Đà Sơn Trang,Cái Bang Tổng Đà
NPC,137,4391,3262,8,3120,820,Mạn Đà Sơn Trang,Quang Minh Điện
NPC,137,4391,3262,9,2860,1660,Mạn Đà Sơn Trang,Nga My Sơn
NPC,137,4391,3262,10,3000,2110,Mạn Đà Sơn Trang,Thiên Long Tự
NPC,137,4391,3262,11,2050,1510,Mạn Đà Sơn Trang,Lăng Ba Động 
NPC,137,4391,3262,12,3000,1340,Mạn Đà Sơn Trang,Tinh Túc Hải
NPC,137,4391,3262,13,3050,2310,Mạn Đà Sơn Trang,Thiên Sơn
NPC,137,4391,3262,14,3255,2725,Mạn Đà Sơn Trang,Núi Võ Đang
NPC,137,4391,3262,15,920,1650,Mạn Đà Sơn Trang,Mộ Dung
NPC,137,4391,3262,16,3100,1100,Mạn Đà Sơn Trang,Quỷ Cốc
NPC,137,4391,3262,17,4000,3800,Mạn Đà Sơn Trang,Đường Môn
NPC,137,4391,3262,18,8400,5000,Mạn Đà Sơn Trang,Đào Hoa
NPC,137,4391,3262,143,8180,8060,Mạn Đà Sơn Trang,Tuyệt Tình Cốc
NPC,143,7699,8393,1,4882,6388,Tuyệt Tình Cốc,Phụng Minh Trấn
NPC,143,7699,8393,2,8260,6340,Tuyệt Tình Cốc,Đại Lý
NPC,143,7699,8393,3,10460,7570,Tuyệt Tình Cốc,Lạc Dương
NPC,143,7699,8393,3,7570,6090,Tuyệt Tình Cốc,Lạc Dương
NPC,143,7699,8393,3,6930,5380,Tuyệt Tình Cốc,Lạc Dương
NPC,143,7699,8393,4,10600,8780,Tuyệt Tình Cốc,Tô Châu
NPC,143,7699,8393,4,6160,8100,Tuyệt Tình Cốc,Tô Châu
NPC,143,7699,8393,5,9260,5910,Tuyệt Tình Cốc,Lâu Lan
NPC,143,7699,8393,6,2970,2140,Tuyệt Tình Cốc,Thiếu Lâm Tự
NPC,143,7699,8393,7,2840,2300,Tuyệt Tình Cốc,Cái Bang Tổng Đà
NPC,143,7699,8393,8,3120,820,Tuyệt Tình Cốc,Quang Minh Điện
NPC,143,7699,8393,9,2860,1660,Tuyệt Tình Cốc,Nga My Sơn
NPC,143,7699,8393,10,3000,2110,Tuyệt Tình Cốc,Thiên Long Tự
NPC,143,7699,8393,11,2050,1510,Tuyệt Tình Cốc,Lăng Ba Động 
NPC,143,7699,8393,12,3000,1340,Tuyệt Tình Cốc,Tinh Túc Hải
NPC,143,7699,8393,13,3050,2310,Tuyệt Tình Cốc,Thiên Sơn
NPC,143,7699,8393,14,3255,2725,Tuyệt Tình Cốc,Núi Võ Đang
NPC,143,7699,8393,15,920,1650,Tuyệt Tình Cốc,Mộ Dung
NPC,143,7699,8393,16,3100,1100,Tuyệt Tình Cốc,Quỷ Cốc
NPC,143,7699,8393,17,4000,3800,Tuyệt Tình Cốc,Đường Môn
NPC,143,7699,8393,18,8400,5000,Tuyệt Tình Cốc,Đào Hoa
NPC,87,560,1290,1,4882,6388,Địa Phủ,Phụng Minh Trấn
NPC,87,560,1290,2,8260,6340,Địa Phủ,Đại Lý
NPC,87,560,1290,3,10460,7570,Địa Phủ,Lạc Dương
NPC,87,560,1290,3,7570,6090,Địa Phủ,Lạc Dương
NPC,87,560,1290,3,6930,5380,Địa Phủ,Lạc Dương
NPC,87,560,1290,4,10600,8780,Địa Phủ,Tô Châu
NPC,87,560,1290,4,6160,8100,Địa Phủ,Tô Châu
NPC,87,560,1290,5,9260,5910,Địa Phủ,Lâu Lan
NPC,87,560,1290,6,2970,2140,Địa Phủ,Thiếu Lâm Tự
NPC,87,560,1290,7,2840,2300,Địa Phủ,Cái Bang Tổng Đà
NPC,87,560,1290,8,3090,720,Địa Phủ,Quang Minh Điện
NPC,87,560,1290,9,2860,1660,Địa Phủ,Nga My Sơn
NPC,87,560,1290,10,3000,2110,Địa Phủ,Thiên Long Tự
NPC,87,560,1290,11,2050,1510,Địa Phủ,Lăng Ba Động 
NPC,87,560,1290,12,3000,1340,Địa Phủ,Tinh Túc Hải
NPC,87,560,1290,13,3050,2310,Địa Phủ,Thiên Sơn
NPC,87,560,1290,14,3255,2725,Địa Phủ,Núi Võ Đang
NPC,87,560,1290,15,920,1650,Địa Phủ,Mộ Dung
NPC,87,560,1290,16,3100,1100,Địa Phủ,Quỷ Cốc
NPC,87,560,1290,17,4000,3800,Địa Phủ,Đường Môn
NPC,87,560,1290,18,8400,5000,Địa Phủ,Đào Hoa
NPC,87,560,1290,137,4317,2128,Địa Phủ,Mạn Đà Sơn Trang
NPC,87,560,1290,143,8180,8060,Địa Phủ,Tuyệt Tình Cốc
