RowIndex,Tag,ID,CooldownGroup,Name,ShortDescription,Description,Icon,ActionID,PrecastActionID,FinishActionID,PrecastFx,CastFx,FlyFx,ExplodeFx,BuffFx,ChainingSourceFx,ChainingTargetFx,ChainingFx,Type,Style,FactionID,BookID,CanDirectlyStudy,RequireLevel,RequireWeapon,IsDamageSkill,CastRange,AttackRadius,AnimationDuration,TargetType,ProgressTime,MissileSpeed,MissileCount,FixedHitRate,FixedCritRate,ShowSkillNameWhenUse,Property,Tag,ProgressFluction,Text,ChildrenJSON
1512,,50082,-1,Tứ Tượng Quy Nhất - Huyền (Cấp 2),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Huyền của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_xuan_lv2,,20,,
1513,,50083,-1,Tứ Tượng Quy Nhất - Huyền (Cấp 3),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Huyền của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_xuan_lv3,,20,,
1514,,50084,-1,Tứ Tượng Quy Nhất - Huyền (Cấp 4),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Huyền của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_xuan_lv4,,20,,
1515,,50085,-1,Tứ Tượng Quy Nhất - Huyền (Cấp 5),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Huyền của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_xuan_lv5,,20,,
1516,,50086,-1,Tứ Tượng Quy Nhất - Huyền (Cấp 6),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Huyền của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_xuan_lv6,,20,,
1517,,50087,-1,Tứ Tượng Quy Nhất - Huyền (Cấp 7),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Huyền của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_xuan_lv7,,20,,
1518,,50088,-1,Tứ Tượng Quy Nhất - Huyền (Cấp 8),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Huyền của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_xuan_lv8,,20,,
1519,,50089,-1,Tứ Tượng Quy Nhất - Huyền (Cấp 9),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Huyền của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_xuan_lv9,,20,,
1520,,5008011,-1,Tứ Tượng Quy Nhất - Huyền - Quy Nhất (Cấp 1),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_xuan_child_lv1,,20,,
1521,,5008012,-1,Tứ Tượng Quy Nhất - Huyền - Quy Nhất (Cấp 2),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_xuan_child_lv2,,20,,
1522,,5008013,-1,Tứ Tượng Quy Nhất - Huyền - Quy Nhất (Cấp 3),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_xuan_child_lv3,,20,,
1523,,5008014,-1,Tứ Tượng Quy Nhất - Huyền - Quy Nhất (Cấp 4),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_xuan_child_lv4,,20,,
1524,,5008015,-1,Tứ Tượng Quy Nhất - Huyền - Quy Nhất (Cấp 5),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_xuan_child_lv5,,20,,
1525,,5008016,-1,Tứ Tượng Quy Nhất - Huyền - Quy Nhất (Cấp 6),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_xuan_child_lv6,,20,,
1526,,5008017,-1,Tứ Tượng Quy Nhất - Huyền - Quy Nhất (Cấp 7),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_xuan_child_lv7,,20,,
1527,,5008018,-1,Tứ Tượng Quy Nhất - Huyền - Quy Nhất (Cấp 8),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_xuan_child_lv8,,20,,
1528,,5008019,-1,Tứ Tượng Quy Nhất - Huyền - Quy Nhất (Cấp 9),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_xuan_child_lv9,,20,,
1529,,50091,-1,Tứ Tượng Quy Nhất - Độc (Cấp 1),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Độc của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_du_lv1,,20,,
1530,,50092,-1,Tứ Tượng Quy Nhất - Độc (Cấp 2),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Độc của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_du_lv2,,20,,
1531,,50093,-1,Tứ Tượng Quy Nhất - Độc (Cấp 3),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Độc của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_du_lv3,,20,,
1532,,50094,-1,Tứ Tượng Quy Nhất - Độc (Cấp 4),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Độc của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_du_lv4,,20,,
1533,,50095,-1,Tứ Tượng Quy Nhất - Độc (Cấp 5),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Độc của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_du_lv5,,20,,
1534,,50096,-1,Tứ Tượng Quy Nhất - Độc (Cấp 6),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Độc của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_du_lv6,,20,,
1535,,50097,-1,Tứ Tượng Quy Nhất - Độc (Cấp 7),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Độc của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_du_lv7,,20,,
1536,,50098,-1,Tứ Tượng Quy Nhất - Độc (Cấp 8),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Độc của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_du_lv8,,20,,
1537,,50099,-1,Tứ Tượng Quy Nhất - Độc (Cấp 9),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Độc của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_du_lv9,,20,,
1538,,5009011,-1,Tứ Tượng Quy Nhất - Độc - Quy Nhất (Cấp 1),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_du_child_lv1,,20,,
1539,,5009012,-1,Tứ Tượng Quy Nhất - Độc - Quy Nhất (Cấp 2),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_du_child_lv2,,20,,
1540,,5009013,-1,Tứ Tượng Quy Nhất - Độc - Quy Nhất (Cấp 3),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_du_child_lv3,,20,,
1541,,5009014,-1,Tứ Tượng Quy Nhất - Độc - Quy Nhất (Cấp 4),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_du_child_lv4,,20,,
1542,,5009015,-1,Tứ Tượng Quy Nhất - Độc - Quy Nhất (Cấp 5),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_du_child_lv5,,20,,
1543,,5009016,-1,Tứ Tượng Quy Nhất - Độc - Quy Nhất (Cấp 6),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_du_child_lv6,,20,,
1544,,5009017,-1,Tứ Tượng Quy Nhất - Độc - Quy Nhất (Cấp 7),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_du_child_lv7,,20,,
1545,,5009018,-1,Tứ Tượng Quy Nhất - Độc - Quy Nhất (Cấp 8),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_du_child_lv8,,20,,
1546,,5009019,-1,Tứ Tượng Quy Nhất - Độc - Quy Nhất (Cấp 9),,Kích hoạt trạng thái quy nhất của Lệnh bài.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_sixiangguiyi_du_child_lv9,,20,,
1547,,50101,-1,Khí Định Thần Nhàn (Cấp 1),Bị động,Tấn công có xác suất giúp bản thân tăng Hội thủ trong thời gian ngắn.,Buff16_2,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_qidingshenxian_lv1,,20,,
1548,,50102,-1,Khí Định Thần Nhàn (Cấp 2),Bị động,Tấn công có xác suất giúp bản thân tăng Hội thủ trong thời gian ngắn.,Buff16_2,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_qidingshenxian_lv2,,20,,
1549,,50103,-1,Khí Định Thần Nhàn (Cấp 3),Bị động,Tấn công có xác suất giúp bản thân tăng Hội thủ trong thời gian ngắn.,Buff16_2,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_qidingshenxian_lv3,,20,,
1550,,50104,-1,Khí Định Thần Nhàn (Cấp 4),Bị động,Tấn công có xác suất giúp bản thân tăng Hội thủ trong thời gian ngắn.,Buff16_2,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_qidingshenxian_lv4,,20,,
1551,,50105,-1,Khí Định Thần Nhàn (Cấp 5),Bị động,Tấn công có xác suất giúp bản thân tăng Hội thủ trong thời gian ngắn.,Buff16_2,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_qidingshenxian_lv5,,20,,
1552,,50106,-1,Khí Định Thần Nhàn (Cấp 6),Bị động,Tấn công có xác suất giúp bản thân tăng Hội thủ trong thời gian ngắn.,Buff16_2,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_qidingshenxian_lv6,,20,,
1553,,50107,-1,Khí Định Thần Nhàn (Cấp 7),Bị động,Tấn công có xác suất giúp bản thân tăng Hội thủ trong thời gian ngắn.,Buff16_2,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_qidingshenxian_lv7,,20,,
1554,,50108,-1,Khí Định Thần Nhàn (Cấp 8),Bị động,Tấn công có xác suất giúp bản thân tăng Hội thủ trong thời gian ngắn.,Buff16_2,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_qidingshenxian_lv8,,20,,
1555,,50109,-1,Khí Định Thần Nhàn (Cấp 9),Bị động,Tấn công có xác suất giúp bản thân tăng Hội thủ trong thời gian ngắn.,Buff16_2,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_qidingshenxian_lv9,,20,,
1556,,5010011,-1,Khí Định Thần Nhàn - Hội Thủ (Cấp 1),,Tăng Hội thủ cho bản thân.,Buff16_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_qidingshenxian_child_lv1,,20,,
1557,,5010012,-1,Khí Định Thần Nhàn - Hội Thủ (Cấp 2),,Tăng Hội thủ cho bản thân.,Buff16_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_qidingshenxian_child_lv2,,20,,
1558,,5010013,-1,Khí Định Thần Nhàn - Hội Thủ (Cấp 3),,Tăng Hội thủ cho bản thân.,Buff16_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_qidingshenxian_child_lv3,,20,,
1559,,5010014,-1,Khí Định Thần Nhàn - Hội Thủ (Cấp 4),,Tăng Hội thủ cho bản thân.,Buff16_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_qidingshenxian_child_lv4,,20,,
1560,,5010015,-1,Khí Định Thần Nhàn - Hội Thủ (Cấp 5),,Tăng Hội thủ cho bản thân.,Buff16_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_qidingshenxian_child_lv5,,20,,
1561,,5010016,-1,Khí Định Thần Nhàn - Hội Thủ (Cấp 6),,Tăng Hội thủ cho bản thân.,Buff16_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_qidingshenxian_child_lv6,,20,,
1562,,5010017,-1,Khí Định Thần Nhàn - Hội Thủ (Cấp 7),,Tăng Hội thủ cho bản thân.,Buff16_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_qidingshenxian_child_lv7,,20,,
1563,,5010018,-1,Khí Định Thần Nhàn - Hội Thủ (Cấp 8),,Tăng Hội thủ cho bản thân.,Buff16_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_qidingshenxian_child_lv8,,20,,
1564,,5010019,-1,Khí Định Thần Nhàn - Hội Thủ (Cấp 9),,Tăng Hội thủ cho bản thân.,Buff16_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_qidingshenxian_child_lv9,,20,,
1565,,50111,-1,Lực Phá Càn Khôn (Cấp 1),Bị động,Tấn công có xác suất gây sát thương phạm vi lên mục tiêu và các đơn vị xung quanh.,Buff9_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lipoqiankun_lv1,,20,,
1566,,50112,-1,Lực Phá Càn Khôn (Cấp 2),Bị động,Tấn công có xác suất gây sát thương phạm vi lên mục tiêu và các đơn vị xung quanh.,Buff9_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lipoqiankun_lv2,,20,,
1567,,50113,-1,Lực Phá Càn Khôn (Cấp 3),Bị động,Tấn công có xác suất gây sát thương phạm vi lên mục tiêu và các đơn vị xung quanh.,Buff9_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lipoqiankun_lv3,,20,,
1568,,50114,-1,Lực Phá Càn Khôn (Cấp 4),Bị động,Tấn công có xác suất gây sát thương phạm vi lên mục tiêu và các đơn vị xung quanh.,Buff9_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lipoqiankun_lv4,,20,,
1569,,50115,-1,Lực Phá Càn Khôn (Cấp 5),Bị động,Tấn công có xác suất gây sát thương phạm vi lên mục tiêu và các đơn vị xung quanh.,Buff9_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lipoqiankun_lv5,,20,,
1570,,50116,-1,Lực Phá Càn Khôn (Cấp 6),Bị động,Tấn công có xác suất gây sát thương phạm vi lên mục tiêu và các đơn vị xung quanh.,Buff9_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lipoqiankun_lv6,,20,,
1571,,50117,-1,Lực Phá Càn Khôn (Cấp 7),Bị động,Tấn công có xác suất gây sát thương phạm vi lên mục tiêu và các đơn vị xung quanh.,Buff9_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lipoqiankun_lv7,,20,,
1572,,50118,-1,Lực Phá Càn Khôn (Cấp 8),Bị động,Tấn công có xác suất gây sát thương phạm vi lên mục tiêu và các đơn vị xung quanh.,Buff9_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lipoqiankun_lv8,,20,,
1573,,50119,-1,Lực Phá Càn Khôn (Cấp 9),Bị động,Tấn công có xác suất gây sát thương phạm vi lên mục tiêu và các đơn vị xung quanh.,Buff9_13,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lipoqiankun_lv9,,20,,
1574,,5011011,-1,Lực Phá Càn Khôn - Phạm Vi (Cấp 1),,Gây sát thương Ngoại công phạm vi xung quanh mục tiêu.,Buff9_13,-1,-1,-1,,,,,,,,,Auto,MultipleTargetsAroundTarget,-1,-1,false,1,false,true,20,5,0,Enemy,0,300,1,100,-1,false,heroicorder_lipoqiankun_child_lv1,,20,,
1575,,5011012,-1,Lực Phá Càn Khôn - Phạm Vi (Cấp 2),,Gây sát thương Ngoại công phạm vi xung quanh mục tiêu.,Buff9_13,-1,-1,-1,,,,,,,,,Auto,MultipleTargetsAroundTarget,-1,-1,false,1,false,true,20,5,0,Enemy,0,300,1,100,-1,false,heroicorder_lipoqiankun_child_lv2,,20,,
1576,,5011013,-1,Lực Phá Càn Khôn - Phạm Vi (Cấp 3),,Gây sát thương Ngoại công phạm vi xung quanh mục tiêu.,Buff9_13,-1,-1,-1,,,,,,,,,Auto,MultipleTargetsAroundTarget,-1,-1,false,1,false,true,20,5,0,Enemy,0,300,1,100,-1,false,heroicorder_lipoqiankun_child_lv3,,20,,
1577,,5011014,-1,Lực Phá Càn Khôn - Phạm Vi (Cấp 4),,Gây sát thương Ngoại công phạm vi xung quanh mục tiêu.,Buff9_13,-1,-1,-1,,,,,,,,,Auto,MultipleTargetsAroundTarget,-1,-1,false,1,false,true,20,5,0,Enemy,0,300,1,100,-1,false,heroicorder_lipoqiankun_child_lv4,,20,,
