path,size_bytes,compressed_bytes,crc32,sha256,zip_mtime,compression
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/il2cpp_data/Resources/Newtonsoft.Json.dll-resources.dat,900,320,c1c26f60,531de49e73ddea25554c9f656f54da2a665946f3fec57048e0cfe3b9e49b03f8,2026-06-28 18:56:52,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/il2cpp_data/Resources/System.Data.dll-resources.dat,93718,7609,6622a023,98a7950ec6de3242c2e190dfa630188dfa32511a125542b94baa952d1c757d49,2026-06-28 18:56:52,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/il2cpp_data/Resources/System.Drawing.dll-resources.dat,25453,9685,296392f1,7c33aa707bc3fdc83991b81a97d6fc622b140762a767300f08f616c2c0a91255,2026-06-28 18:56:52,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/il2cpp_data/Resources/System.ServiceModel.dll-resources.dat,9749,1959,446ac7bf,15c25a909b3ad28265bf09d5899532625631e1a877aca496144a17fbb7fe168b,2026-06-28 18:56:52,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/Plugins/x86_64/FGClientTool_Windows.dll,107520,54137,a7d3df1d,cab5148fa70ae231e7245d62d8448b7881c16ed64bd8c84558f68e21d6ecd9a0,2026-06-28 18:55:34,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/Plugins/x86_64/lib_burst_generated.dll,377856,173476,82da6e8e,3a89bb748dce68e36380286a87f03dcb3725e4e9b97bca4b596c8005a37c9975,2026-06-28 18:56:56,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/Plugins/x86_64/livekit_ffi.dll,24392704,10234115,a2e80347,9985b5efb8ba884d79acec6af981bcf726ae23ca8ff8ab70582978f99b5229a8,2026-06-28 18:55:34,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/Resources/unity default resources,5883780,904791,9fe67a12,776d63d5d172cc1903a8086214e540819ca487b790d81f85607755211d604948,2026-06-28 18:55:34,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/RuntimeInitializeOnLoads.json,4527,767,51605a11,e1a042308946bf9c6c2a1fabe7b93df339ee6c61458f583e6ddff5afae4abd28,2026-06-28 18:55:34,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/ScriptingAssemblies.json,5020,1055,dfb66c75,ecdce956b7f2100772f5e439050e93bdaccdaaa8a9352e76ee26a3050c18328e,2026-06-28 18:55:34,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/Config.unity3d,1361714,1361924,3b858f48,bb895bc6e89381173c3b9b8f194ec731bfd334d84792d66da256f3965df94608,2026-06-30 09:16:36,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/Interface/LoadingResources.unity3d,1565175,1565415,de17c3d3,6b213926d63cae45cea52aaf46b2aaa652e61a1f7f2f7814973247979766dea9,2026-06-25 13:34:34,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/Interface/Logo.unity3d,205891,205926,ad028a15,89da23e04abe8935c0930cd2269aca8590af9839222187c1426e04927607790d,2026-06-25 13:34:34,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/Interface/Shared.unity3d,943319,943464,76dd719b,e1ff17888409883cfdf08a194cb90795acf176ab5b17de75fc362f477f01333a,2026-06-26 10:20:46,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/Interface/Shared_2.unity3d,643746,643846,bd1ed3e3,89f31dc5c5655ee0b9f7201f5538c8393d8d8d7ed1e5518b48194277666efc21,2026-06-26 10:20:46,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/Interface.unity3d,578379,578469,36dbf664,9b594c653edd3c0eefa11e3b600a3aa2b5e58718e0aff330effb4f9f9c994fe2,2026-06-30 09:16:52,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/Translations.unity3d,1827488,1827768,6a2d76ac,5044a63df5d5b62a35e729cf1f76314f505e9cb6a498889f8bad799ea902e395,2026-06-30 09:16:44,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/UnityServicesProjectConfiguration.json,1214,352,8473a677,7e660ca7931d7d1b1f17b535bc54c026d9e297fb0f700e0cd9739742c2b8d002,2026-05-27 08:46:04,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/UpdateList.xml,30,23,6d7a5c66,25d13f4915610a6fbe57c60ea91f8c452fbd90e61beba98914ece6fb542d4fe3,2026-05-27 08:46:04,deflate
ThanLongMobile_PC/Game/Thần Long  Mobile_Data/StreamingAssets/Version.xml,1422,634,2912125d,29af57c5e054e5aa89e85206aae1544bdb5b2441b6cdaa954c036b31b5d85990,2026-05-27 08:48:28,deflate
ThanLongMobile_PC/Game/UnityCrashHandler64.exe,1609128,495926,32951f67,88f00de95a3c954ecbc36713c8d882763bfe8fe8aaaf47b953827a0771b89f6d,2026-06-28 18:55:34,deflate
ThanLongMobile_PC/Game/UnityPlayer.dll,35718568,15579066,184340a5,9feedb4527a30fae4762bff45d204f8e85b90851b2c8ae8d24f436f7d474667b,2026-06-28 18:55:34,deflate
ThanLongMobile_PC/Host.exe,209920,201072,6b40f0ed,1d2db2590f48535d74b94343b380774fecdc72732934b30911748e16624c8698,2026-05-14 10:48:32,deflate
ThanLongMobile_PC/Host.exe.config,189,140,63e8d557,47e5a0f101af4151d7f13d2d6bfa9b847d5b5e4a98d1f4674b7c015772746cdf,2026-03-01 09:38:48,deflate
ThanLongMobile_PC/Host.pdb,50688,7089,9e68387d,c02271df547623feb4150b33d7de200064aadbb7f0ec448ce3360d24ab3842ff,2026-05-14 10:48:32,deflate
ThanLongMobile_PC/Launcher.exe,2213888,2067813,9d50bf03,c4c1c49198799f2a6d1a1de93f40a48b6c382d901cc1bb09c42e2bb8ce4fe5f7,2026-07-09 09:58:38,deflate
ThanLongMobile_PC/Launcher.exe.config,189,140,63e8d557,47e5a0f101af4151d7f13d2d6bfa9b847d5b5e4a98d1f4674b7c015772746cdf,2026-07-09 09:58:36,deflate
ThanLongMobile_PC/Launcher.pdb,368128,87040,fee96381,5db27f46029c0b1079ffeaae62f8e1a5af5ceec902e421af2d6da169243dc77b,2026-05-14 10:48:32,deflate
ThanLongMobile_PC/Manifest.xml,129,118,cc37495d,b3d8c421d61cab03fcbc272ab46551ecea1f62ba0cc8bc59b4547ceec9d28731,2026-07-23 10:02:46,deflate
