RowIndex,Tag,ID,GroupID,TaskType,TaskRule,FactionID,Name,OfferDialog,CompleteDialog,RequireLevel,NextTaskID,CopySceneScriptID,Text,ChildrenJSON
99,Task,10225001,10225,1,0,-1,Thử Luyện Võ Nghệ,"Các hạ, nghị lực, nhẫn nại, trí tuệ của các hạ đều được thí luyện.<br>  Bây giờ ta cần thử võ nghệ của các hạ.<br>  Đi tiêu diệt <color=#1cab2a>5 con<color=#b029ff> Đạo Mộ Tiểu Tặc<color=#473115>.",Quá trình thử luyện của các hạ đã được thông qua.,15,10226,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10224""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""50"",""NPCID"":""3""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""50"",""NPCID"":""3""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""50""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""1166"",""Count"":""10""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""2910""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
100,Task,10226001,10226,0,0,-1,Thử Luyện Sự Tin Cậy,"Các hạ, dưới sự giúp đỡ của các hạ, chúng ta tìm được 1 món kho báu.<br>  Chính là cái hộp này, ở trong là gì thì ta không biết. Chúng ta không biết mở bảo vật này.<br>  Các hạ hãy giao cho <color=#b029ff>Dương Văn Quảng<color=#473115>, tất nhiên, các hạ cũng có thể chọn giữ lại hộp này.","Trong Động Kho Báu có rất nhiều bảo vật, nhưng kho báu thật sự chính là nhân tài! Là nhân tài có đủ nghị lực, kiên nhẫn, trí tuệ, võ nghệ và uy tín.",15,10227,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10225""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""50"",""NPCID"":""3""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""22"",""NPCID"":""157""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""22"",""NPCID"":""157""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""2910""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
101,Task,10227001,10227,0,0,-1,Chiến Tranh,"Nhưng tại hạ chỉ muốn báo thù cho Vương Nữ, vì đại nghĩa gì chứ.<br>  Nhờ các hạ mang vật này giao cho <color=#b029ff>Tào Diên Huệ<color=#473115>.<br>  <Chu Vương Lễ cầm chuỗi trân châu, lặng lẽ ngồi nhìn, giọt nước mắt rơi xuống hạt châu><br>  Nhờ ông ta bảo quản. Nàng ta tốt như thế không nên xông pha trận mạc thế này...", ,15,10228,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10226""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""22"",""NPCID"":""157""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""22"",""NPCID"":""168""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""22"",""NPCID"":""168""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""2910""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
102,Task,10228001,10228,0,0,-1,Chôn Vùi,"Ngọc Môn Quan đã không giữ được nữa.<br>Tuy ta làm thái thủ ở Đôn Hoàng đã 30 năm, hơn nữa lại làm thái thủ Ngọc Môn Quan 5 năm, nhưng về bản chất ta lại là một nhà nghệ thuật.<br><Tào Diên Huệ rơi nước mắt. ><br>các hạ! Sao các hạ lại muốn cười? Các hạ hãy xem các tác phẩm nghệ thuật mà ta cất giữ, các hạ sẽ không cười nữa đâu. Những tác phẩm nghệ thuật vĩ đại này, đều sẽ bị thiêu hủy bởi chiến tranh ở Ngọc Môn Quan này. Ta chết không đáng tiếc, nhưng nếu những tác phẩm nghệ thuật này bị thiêu hủy thì quả là tai họa của nhân loại...<br>Ta đã sớm phát hiện một nơi ở Đôn Hoàng, nơi đó gọi là Thiên Phật Động, là một thạch động do hoàng đế của Bắc Ngụy đã hạ lệnh trùng tu, có một số bích họa và tượng rất tinh vi và sắc sảo. Ta dự định đem những vật phẩm mà ta đang cất giữ đến đó, sau đó chôn dấu, để cho con cháu đời sau khai quật.<br>Tào Diên Huệ có thể chết, nhưng nghệ thuật vĩnh viễn không thể bị mai một.<br>Hãy chuyển lời của ta đến Dương Văn Quảng tướng quân.","Các hạ, trải qua biến cố lần này, nguyên khí của Tây Hạ Quân bị tổn thương nặng, không thể trong thời gian ngắn lại khai chiến. Ta lập tức bố trí người thông báo cho Chu Vương Lễ và Triệu Hành Đức về tin Hồi Cốt Vương Nữ chưa chết.",16,10229,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10227""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""22"",""NPCID"":""168""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""22"",""NPCID"":""157""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""22"",""NPCID"":""157""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""3330""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
103,Task,10229001,10229,0,0,-1,Gặp Gỡ Châu Thiên Sư,"Sự viện ở Nhạn Môn Quan đã tạm thời đã được giải quyết, Các hạ thật phi phàm, hãy giúp ta chuyển tin tức cho <color=#473115>Châu Thiên Sư<color=#b029ff> ở thành Lạc Dương","Các hạ là người đưa tin của Dương tướng quân? Các hạ là người Dương tướng quân tin tưởng, ắt hẳn có thân thủ phi phàm.<br> Tung Sơn đang cần người như Các hạ giúp đỡ để giải quyết cục diện ở đó.",16,10230,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10228""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""22"",""NPCID"":""157""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""3"",""NPCID"":""477""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""3"",""NPCID"":""477""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""3330""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
104,Task,10230001,10230,0,0,-1,Sức Chiến Đấu,"Cục diện ở Ngọc Môn Quan đã thay đổi.<br>  Đều nhờ công lao của các hạ, các hạ, tại hạ còn một việc cần nhờ các hạ, Binh Dũng không có tư duy, nhưng hỗ trợ tốt cho binh sĩ tác chiến.<br>  Tại hạ có một bằng hữu, tên là <color=#b029ff>Sài Tiến<color=#473115>, hiện đang ở <color=#1cab2a>Tung Sơn<color=#473115>. Hắn ta có kể <color=#b029ff>Tung Sơn Di Khí Mộc Nhân<color=#473115> cho tại hạ nghe.<br>   Các hạ có thể đến đó hỏi xem, cứ đi về phía Nam sẽ đến <color=#1cab2a>Tung Sơn<color=#473115>.","Cái gì Mộc Nhân, ta không biết!",16,10231,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10229""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""3"",""NPCID"":""477""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""3330""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
105,Task,10231001,10231,0,0,-1,Tiếp Đón,"Các hạ,Bây giờ tâm trạng ta rất rối.<br>  Ta biết các hạ là anh hùng, việc của các hạ đã lan truyền khắp Vô Lượng Sơn, Kiếm Các, Đôn Hoàng, Dương Văn Quảng đại sư có nhắc đến tên các hạ với ta. Bây giờ các hạ đã đến Tung Sơn rồi.<br>  Nhưng bây giờ ta rất rối, đứng ngồi không yên, ngủ không được, ta sắp phát điên rồi, ta không được nói chuyện với ai, thậm chí khó chung 1 môn võ với ai!<br>  Hãy đi tìm <color=#b029ff>Tiêu Nhượng<color=#473115> Tiên sinh, ông ấy sẽ tiếp đón các hạ.","Chào mừng các hạ đến Thư Viện Tung Dương. Gần đây Thư Viện Tung Dương không yên ổn lắm, lòng người bất an, xin hành động cẩn thận.",16,10232,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10230""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""3330""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
106,Task,10232001,10232,1,0,-1,Xua Đuổi Ác Viên,"Các hạ, ta rất xin lỗi.<br>  Những ngày các hạ ở Thư viện Tung Dương, chúng ta tiếp đãi không nhiệt tình.<br>  Nhưng ta vẫn muốn đưa ra 1 thỉnh cầu, Các hạ có thể giúp chúng ta tiêu diệt <color=#1cab2a>16 con<color=#b029ff>Ác Viên<color=#473115>?<br>  <color=#1cab2a>Ky Sơn Ba<color=#473115> là tài sản của Thư Viện, bây giờ đã bị Ác Viên phá hoại thành thế này.","Xong rồi, sau chuyện này, những con<color=#b029ff> Ác Viên<color=#473115> đó sẽ không dám đến nữa.",17,10233,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10231""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""615""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""23""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""928"",""Count"":""8""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""3880""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
107,Task,10233001,10233,0,0,-1,Học Hỏi,"Ta từ Ngọc Khê đến Tung Sơn. Có 1 lần nghe Thúc Thúc nói đến,<color=#1cab2a>Thư viện Tung Dương<color=#473115> có 1 vị Sài Tiến đại nhân, người này hào phóng, trượng nghĩa, nên ta mới vượt ngàn dặm đến Tung Sơn, muốn diện kiến phong sắc của đại nhân.<br>  Ta đã đến Tung Sơn, nhưng ở đây đi đến đâu cũng thấy lạ, ta không dám đi nữa rồi. Các hạ có thể giúp ta đem <color=#ff7b00>Tự Thiếp<color=#473115> làm quà tặng cho <color=#b029ff>Sách Lâm<color=#473115> không?","Sách Lâm? Là cháu gái của Tiêu Mỗ Lạp các hạ ta? Đưa ta xem thiệp của cô ta... Uhm, bản phỏng theo Lan đình tập tự này quả là xuất sắc!",17,10234,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10232""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""615""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""3880""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
108,Task,10234001,10234,0,0,-1,Ngọn Nguồn,"Năm đó Sài Lão Thái Gia qua đời, Sài Đại Quan Nhân còn trẻ, lại lâm bệnh. Vài ngày trước, Lục Ngưng Sương-tiểu muội của Lục Lang Trung Sương, sau khi nhìn thấy ánh đèn trong thư khố, Sài Đại Quan Nhân mở cửa vào xem và hét lớn xông ra. Khi chạy ra, ông hồn bay phách lạc.<br>  Đi tìm <color=#b029ff>Lục Tùng<color=#473115> Lục Lang Trung, kê <color=#ff7b00>Thuốc An Thần<color=#473115> cho Sài Đại Quan Nhân.","Là Tiêu Tiên Sinh bảo các hạ đến gặp ta? Tốt lắm, xin các hạ đợi một lát, bây giờ ta sẽ pha cho các hạ <color=#ff7b00>Thuốc An Thần <color=#473115>",17,10235,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10233""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""613""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""23"",""NPCID"":""613""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""3880""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
109,Task,10235001,10235,0,0,-1,An Thần Dược,"Đây là <color=#ff7b00>Thuốc An Thần<color=#473115> do Lục Gia ta lưu truyền lại, hãy giao cho <color=#b029ff>Sài Đại Quan Nhân<color=#473115>.<br>  À, Sài Đại Quan Nhân quả là may mắn, vừa có tiền vừa có thế, từ đời Sài Lão Thái Gia bắt đầu, Sài Gia được Hoàng Thượng ngự phong là Đan Thư Thiết Khoán, miễn cho các tội lớn nhỏ, các hạ nói xem Sài Đại Quan Nhân còn sợ gì chứ?<br>  Các hạ nhìn Lục Tùng kìa, năm 8 tuổi cha mẹ mất, ngheo khổ cùng cực, làm trâu làm ngựa cho Sài Gia, không biết sợ là gì.",Thuốc này ... có công dụng thật không?,17,10236,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10234""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""613""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""3880""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
110,Task,10236001,10236,1,0,-1,Bạch Ngạch Hổ,"Hy vọng thuốc này có hiệu quả, gần đây mỗi khi nhắm mắt lại, tại hạ luôn nhìn thấy Bạch Ngạch Hổ, Dĩnh Thủy Lang đang xông thẳng tới. Tại hạ còn nhìn thấy tổ phụ đứng bên cạnh cười với tại hạ.<br>  Cầu xin các hạ hãy giúp tại hạ diệt trừ <color=#1cab2a>16 <color=#b029ff>Bạch Ngạch Hổ<color=#473115>.","Trong ác mộng sau này, có thể sẽ không bao giờ có Bạch Ngạch Hổ xuất hiện.",18,10237,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10235""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""23""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""941"",""Count"":""8""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""4560""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
111,Task,10237001,10237,1,0,-1,Di Khí Mộc Nhân,"Các hạ, thành thật xin lỗi.<br>  Thời gian các hạ ở Thư Viện Tung Dương, ta chiêu đãi không được chu đáo lắm.<br>  Nhưng tại hạ vẫn có một thỉnh cầu, các hạ thiếu hiệp có thể giúp ta diệt trừ <color=#1cab2a>5 <color=#b029ff>Di Khí Mộc Nhân<color=#473115>?<br>  <color=#1cab2a>Bắc Tung Sơn<color=#473115> vốn dĩ là tài sản của thư viện, hiện bị Di Khí Mộc Nhân tàn phá không còn gì nữa.",Đa tạ các hạ tiêu diệt Di Khí Mộc Nhân.,18,10238,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10236""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""23""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""942"",""Count"":""8""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""4560""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
112,Task,10238001,10238,1,0,-1,Dĩnh Thủy Lang,"Hy vọng thuốc này có hiệu quả, gần đây mỗi khi nhắm mắt lại, tại hạ luôn nhìn thấy Bạch Ngạch Hổ, Dĩnh Thủy Lang đang xông thẳng tới. Tại hạ còn nhìn thấy tổ phụ đã qua đời đứng bên cạnh cười với tại hạ.<br> Trong lòng tại hạ không khỏi kinh hãi.<br>  Cầu xin các hạ hãy giúp tại hạ diệt trừ <color=#1cab2a>5 <color=#b029ff>Dĩnh Thủy Lang<color=#473115>.","Trong ác mộng sau này, có thể sẽ không còn thấy sói Dĩnh Thủy xuất hiện.",18,10239,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10237""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""23""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""944"",""Count"":""8""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""4560""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
113,Task,10239001,10239,0,0,-1,Hồi Tuyệt,"Các hạ, thuốc các hạ mang đến quả nhiên rất tốt, tâm trạng tại hạ đã đỡ nhiều rồi.<br>  Nhưng vẫn cần nghỉ ngơi thêm.<br>  Tại hạ đã hứa với tiểu muội của Lục Lang Trung <color=#b029ff>Lục Ngưng Sương<color=#473115>, hôm nay dẫn nàng ta đến Thiếu Lâm Tự dạo chơi, hiện tại tại hạ không khỏe, nhờ các hạ giúp tại hạ từ chối nàng ta vậy.<br>  Tại hạ không thể chịu thêm sợ hãi nữa.","Ta từ nhỏ đã nghe Ca ca kể qua truyền kỳ xử án của Địch Nhân Kiệt, ta nghĩ ta cũng có thể mở ra bí mật xảy ra ở Thư viện Tung Dương ở Tung Sơn.",18,10240,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10238""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""609""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""612""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""23"",""NPCID"":""612""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""4560""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
114,Task,10240001,10240,2,0,-1,Người Cởi Chuông,"Hic...<br>  Bệnh tình của Sài Đại Quan Nhân là do tại hạ gây ra, nếu không phải đêm đó tại hạ nhìn thấy ánh đèn trong Thư Khố, sự việc sẽ không đến nông nổi như vậy.<br>  Tại hạ nghe Tiêu tiên sinh kể rằng, sau khi Sài Đại Quan Nhân xông ra thư khố, đã bảo gia đinh khóa cửa lại, vứt chìa Khóa xuống Thiếu Thất Sơn. Tại hạ biết <color=#1cab2a>Thiếu Thất Sơn<color=#473115> có người tên là <color=#b029ff>Môn Đôn<color=#473115> Lư Nhai Đồng Nhân, là Đồng Nhân mạnh nhất, nếu đoán không nhầm chìa khóa ở chỗ hắn ta.","A..., đúng rồi, là cái <color=#ff7b00> Chìa Khóa<color=#473115> này đó, tại hạ vào Thư khố xem xem bên trong xảy ra việc gì.",19,10241,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10239""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""612""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""612""}},{""Tag"":""LootItemFromMonster"",""Attributes"":{""MapID"":""23""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""507"",""ItemID"":""40002128"",""Rate"":""100"",""Quantity"":""1""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""5390""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
115,Task,10241001,10241,2,0,-1,Dấu Vết Chứng Cứ Lờ Mờ,"Tại hạ nghe tỳ nữ của Sài Đại Quan Nhân nói rằng do hiếu kỳ, lén nhìn vào trong thư khố, không phát hiện bất kỳ vết tích nào.<br>  Trong thư khố không có dụng cụ quét dọn nào, nếu có người quét dọn thư khố, nhất định đã vứt dụng cụ quét dọn rồi... có thể đã vứt xuống Thác Lư Nhai.<br>  Hãy đến <color=#1cab2a>Thác Lư Nhai<color=#473115> lân cận diệt trừ <color=#b029ff>Lư Nhai Đồng Nhân<color=#473115>, tìm <color=#ff7b00>cây chổi màu đỏ<color=#473115>.",Trong này quả nhiên là có vấn đề,19,10242,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10240""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""612""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""612""}},{""Tag"":""LootItemFromMonster"",""Attributes"":{""MapID"":""23""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""742"",""ItemID"":""40002136"",""Rate"":""100"",""Quantity"":""1""}},{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""742"",""ItemID"":""40002137"",""Rate"":""100"",""Quantity"":""1""}},{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""742"",""ItemID"":""40002138"",""Rate"":""100"",""Quantity"":""1""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""5390""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
116,Task,10242001,10242,0,0,-1,Họa Từ Tiêu Nhượng,"Trong này quả nhiên là có vấn đề!<br>  Đa tạ, các hạ! Bệnh tình Sài Đại Quan Nhân nếu được cứu, công lao thuộc về các hạ.<br>  Nhưng... trong Thư Viện Tung Dương, người có thể vào thư khố... chỉ có thể là Tiêu tiên sinh... Nhưng Tiêu Tiên sinh là người tốt mà! Tại hạ không biết phải làm gì đây, các hạ mang sự việc này báo cho <color=#b029ff>Lục Tùng<color=#473115> đi.","<color=#b029ff>Ngưng Sương<color=#473115> quả là đứa trẻ thông minh. Không sai, việc này có liên quan đến Tiêu Nhượng Tiên sinh.",19,10243,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10241""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""612""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""5390""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
117,Task,10243001,10243,0,0,-1,Kim Ty Hương Nang,"Ngưng Sương thật là một đứa trẻ thông minh, đúng, sự việc này có quan hệ rất lớn đối với ta.<br>Nhưng ta muốn biết các hạ, cái kết luận đó không trị khỏi cho tâm bệnh Sài đại quan nhân, bởi vì những chuyện đó anh ta sớm đã rất rõ, cái mà anh ta sợ không phải là quỷ, mà là người! Rõ ràng người đã chết đi lại sống lại!<br>Người đó còn mang đi đơn thư thiết khoán mãi vinh hoa của Sài gia, còn nói là, bây giờ tính mệnh của toàn gia Sài thị không còn được bảo đảm.<br><Lúc Tiêu Nhượng nhắc đến người đó, mắt lộ ra cái thần sắc sợ hãi không thể nào diễn tả được. ><br>Sự việc này đến đây là hết, ta nói với Ngưng Sương, không muốn lại truy cứu nữa.<br>Ta Lục Tùng bí mật nói sang việc liên quan đến Ngưng Sương, chúng tôi luôn cảm thấy quan hệ giữa cô ta và Sài đại quan nhân có gì đó tế nhị mà không có lợi đối với ai cả. Đó là tiền","Cũng may Tiêu tiên sinh là người sáng suốt, không thì Ngưng Sương, con nha đầu này kiếp này sẽ nếm mùi đau khổ rồi. Các hạ cũng là người sáng suốt, hãy cứu lấy chung thân của Ngưng Sương đi. Lục Tùng ta cảm tạ các hạ đó!",19,10244,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10242""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""613""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""23"",""NPCID"":""613""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""5390""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""405""}}]"
118,Task,10244001,10244,2,0,-1,Tung Dương Đoạn Trường Thảo,"Thực ra chuyện của Sài Đại Quan Nhân chẳng đáng để bận tâm, chẳng qua là nha đầu Ngưng Sương không biết thân biết phận, tối ngày mơ tưởng...<br>  Tại hạ có kê đơn thuốc, Tuyệt Tình Đơn? Cần phải có Tung Dương Đoạn Trường Thảo bào chế.<br>  Khắp <color=#1cab2a>Tung Sơn<color=#473115> chỉ có trên người Di Khí Đồng Nhân hung dữ nhất-<color=#b029ff>Đồng Quỹ<color=#473115> mới có <color=#ff7b00>Tung Dương Đoạn Trường Thảo<color=#473115>.",Bệnh của con nha đầu này sẽ khỏi nhanh thôi,20,10245,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10243""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""613""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""LootItemFromMonster"",""Attributes"":{""MapID"":""23""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""508"",""ItemID"":""40002139"",""Rate"":""100"",""Quantity"":""1""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""8500""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""700""}}]"
119,Task,10245001,10245,1,0,-1,Xua Đuổi Đồng Nhân,"Ta vẫn muốn đưa ra 1 thỉnh cầu, các hạ có thể giúp chúng ta tiêu diệt <color=#1cab2a>20 con<color=#b029ff>Di Khí Đồng Nhân<color=#473115>? Lân cận <color=#1cab2a>Thiếu Thất Sơn<color=#473115> đáng lẽ có trại gia, bây giờ đã bị Di Khí Đồng Nhân phá hoại thành thế này.","Xong rồi, sau chuyện này, những <color=#b029ff>Di Khí Đồng Nhân<color=#473115> đó sẽ không dám đến nữa.",20,10246,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10244""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""23"",""NPCID"":""611""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""23""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""946"",""Count"":""8""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""8500""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""700""}}]"
