ScenarioID,ScenarioName,DungeonMapID,StepIndex,StepID,StepDesc,ActionIndex,ActionType,MapID,NPCID,X,Y,PosX,PosY,Count,Radius,Text,Timeout,Seconds,NextStep
Q1_ToChau,Biên Giới Tống Liêu,93,1,enter,Biên Giới Tống Liêu,3,SelectDialog,,,,,,,,,Một tên cũng không thể thoát,10,,
Q1_ToChau,Biên Giới Tống Liêu,93,1,enter,Biên Giới Tống Liêu,4,WaitMapChange,93,,,,,,,,,3,,
Q1_ToChau,Biên Giới Tống Liêu,93,1,enter,Biên Giới Tống Liêu,5,Wait,,,,,,,,,,,2,
Q1_ToChau,Biên Giới Tống Liêu,93,2,quai1,Ngụy Tống Binh,1,GoTo,,,1735,2478,,,,,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,2,quai1,Ngụy Tống Binh,2,Kill,,,,,,,50,800,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,3,boss1,Ngụy Tống Quân Đô Thống,1,GoTo,,,1760,1984,,,,,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,3,boss1,Ngụy Tống Quân Đô Thống,2,Kill,,,,,,,1,800,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,4,quai10,Đào Thoán Phỉ Loại,1,GoTo,,,1352,1348,,,,,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,4,quai10,Đào Thoán Phỉ Loại,2,Kill,,,,,,,10,800,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,5,boss2,Ngụy Tống Quân Phó Đô Thống,1,GoTo,,,2354,2351,,,,,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,5,boss2,Ngụy Tống Quân Phó Đô Thống,2,Kill,,,,,,,1,800,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,6,boss3,Dư Độc,1,GoTo,,,1861,1865,,,,,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,6,boss3,Dư Độc,2,Kill,,,,,,,1,800,,,,
Q1_ToChau,Biên Giới Tống Liêu,93,7,Wait,,1,Wait,,,,,,,,,,,10,
Q1_ToChau,Biên Giới Tống Liêu,93,8,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành chiến trường tống liêu!,,,
Q2_ToChau,Trúc Lâm,94,1,enter,Vào Trúc Lâm,1,GoToNPC,4,707,,,11300,9890,,,,,,
Q2_ToChau,Trúc Lâm,94,1,enter,Vào Trúc Lâm,2,InteractNPC,,707,,,,,,,,,,
Q2_ToChau,Trúc Lâm,94,1,enter,Vào Trúc Lâm,3,SelectDialog,,,,,,,,,Trừ hại,3,,
Q2_ToChau,Trúc Lâm,94,1,enter,Vào Trúc Lâm,4,WaitMapChange,94,,,,,,,,,6,,
Q2_ToChau,Trúc Lâm,94,1,enter,Vào Trúc Lâm,5,Wait,,,,,,,,,,,2,
Q2_ToChau,Trúc Lâm,94,2,zone1,Dã Hùng,1,GoTo,,,2113,485,,,,,,,,
Q2_ToChau,Trúc Lâm,94,2,zone1,Dã Hùng,2,Kill,,,,,,,80,800,,,,
Q2_ToChau,Trúc Lâm,94,3,boss,Hồng Hùng Vương,1,GoTo,,,1461,2970,,,,,,,,
Q2_ToChau,Trúc Lâm,94,3,boss,Hồng Hùng Vương,2,Kill,,,,,,,1,800,,,,
Q2_ToChau,Trúc Lâm,94,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Trúc Lâm!,,,
Q3_ToChau,Dã Ngoại Trại Phỉ,95,1,enter,Vào Dã Ngoại Trại Phỉ,1,GoToNPC,4,674,,,4400,8090,,,,,,
Q3_ToChau,Dã Ngoại Trại Phỉ,95,1,enter,Vào Dã Ngoại Trại Phỉ,2,InteractNPC,,674,,,,,,,,,,
Q3_ToChau,Dã Ngoại Trại Phỉ,95,1,enter,Vào Dã Ngoại Trại Phỉ,3,SelectDialog,,,,,,,,,Doanh trại của phỉ,3,,
Q3_ToChau,Dã Ngoại Trại Phỉ,95,1,enter,Vào Dã Ngoại Trại Phỉ,4,WaitMapChange,95,,,,,,,,,6,,
Q3_ToChau,Dã Ngoại Trại Phỉ,95,1,enter,Vào Dã Ngoại Trại Phỉ,5,Wait,,,,,,,,,,,2,
Q3_ToChau,Dã Ngoại Trại Phỉ,95,2,boss,Cát Vinh,1,GoTo,,,1856,2208,,,,,,,,
Q3_ToChau,Dã Ngoại Trại Phỉ,95,2,boss,Cát Vinh,2,Kill,,,,,,,1,800,,,,
Q3_ToChau,Dã Ngoại Trại Phỉ,95,3,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Dã Ngoại Trại Phỉ!,,,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,1,enter,Trân Long Kỳ Cuộc,1,GoToNPC,4,717,,,8600,8600,,,,,,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,1,enter,Trân Long Kỳ Cuộc,2,InteractNPC,,717,,,,,,,,,,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,1,enter,Trân Long Kỳ Cuộc,3,SelectDialog,,,,,,,,,Trân Long Kỳ Cuộc (thường),3,,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,1,enter,Trân Long Kỳ Cuộc,4,WaitMapChange,77,,,,,,,,,6,,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,1,enter,Trân Long Kỳ Cuộc,5,Wait,,,,,,,,,,,2,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,2,zone1,Tiêu diệt quân cờ,1,Wait,,,,,,,,,,,25,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,2,zone1,Tiêu diệt quân cờ,2,GoTo,,,1704,2503,,,,,,,,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,2,zone1,Tiêu diệt quân cờ,3,Kill,,,,,,,200,800,,,,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,3,boss,Viễn Cổ Kỳ Hồn,1,GoTo,,,2016,2080,,,,,,,,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,3,boss,Viễn Cổ Kỳ Hồn,2,Kill,,,,,,,1,800,,,,
DanhCo1,Trân Long Kỳ Cuộc (thường),77,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Trân Long Kỳ Cuộc!,,,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,1,enter,Trân Long Kỳ Cuộc,1,GoToNPC,4,717,,,8600,8600,,,,,,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,1,enter,Trân Long Kỳ Cuộc,2,InteractNPC,,717,,,,,,,,,,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,1,enter,Trân Long Kỳ Cuộc,3,SelectDialog,,,,,,,,,Trân Long Kỳ Cuộc (nhanh),3,,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,1,enter,Trân Long Kỳ Cuộc,4,WaitMapChange,77,,,,,,,,,6,,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,1,enter,Trân Long Kỳ Cuộc,5,Wait,,,,,,,,,,,2,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,2,zone1,Tiêu diệt quân cờ,1,Wait,,,,,,,,,,,25,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,2,zone1,Tiêu diệt quân cờ,2,GoTo,,,1704,2503,,,,,,,,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,2,zone1,Tiêu diệt quân cờ,3,Kill,,,,,,,200,800,,,,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,3,boss,Viễn Cổ Kỳ Hồn,1,GoTo,,,2016,2080,,,,,,,,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,3,boss,Viễn Cổ Kỳ Hồn,2,Kill,,,,,,,1,800,,,,
DanhCo2,Trân Long Kỳ Cuộc (nhanh),77,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Trân Long Kỳ Cuộc!,,,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,1,enter,Trân Long Kỳ Cuộc,1,GoToNPC,4,717,,,8600,8600,,,,,,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,1,enter,Trân Long Kỳ Cuộc,2,InteractNPC,,717,,,,,,,,,,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,1,enter,Trân Long Kỳ Cuộc,3,SelectDialog,,,,,,,,,Trân Long Kỳ Cuộc (siêu tốc),3,,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,1,enter,Trân Long Kỳ Cuộc,4,WaitMapChange,77,,,,,,,,,6,,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,1,enter,Trân Long Kỳ Cuộc,5,Wait,,,,,,,,,,,2,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,2,zone1,Tiêu diệt quân cờ,1,Wait,,,,,,,,,,,25,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,2,zone1,Tiêu diệt quân cờ,2,GoTo,,,1704,2503,,,,,,,,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,2,zone1,Tiêu diệt quân cờ,3,Kill,,,,,,,200,800,,,,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,3,boss,Viễn Cổ Kỳ Hồn,1,GoTo,,,2016,2080,,,,,,,,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,3,boss,Viễn Cổ Kỳ Hồn,2,Kill,,,,,,,1,800,,,,
DanhCo3,Trân Long Kỳ Cuộc (siêu tốc),77,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Trân Long Kỳ Cuộc!,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,1,enter,Vào Lâu Lan Tầm Bảo,1,GoToNPC,5,384,,,5200,7700,,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,1,enter,Vào Lâu Lan Tầm Bảo,2,InteractNPC,,384,,,,,,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,1,enter,Vào Lâu Lan Tầm Bảo,3,SelectDialog,,,,,,,,,Lâu Lan Tầm Bảo (thường),10,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,1,enter,Vào Lâu Lan Tầm Bảo,4,WaitMapChange,101,,,,,,,,,30,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,1,enter,Vào Lâu Lan Tầm Bảo,5,Wait,,,,,,,,,,,2,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,2,zone1,Tiêu diệt bảo sương,1,Wait,,,,,,,,,,,25,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,2,zone1,Tiêu diệt bảo sương,2,GoTo,,,2016,1504,,,,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,2,zone1,Tiêu diệt bảo sương,3,Kill,,,,,,,200,800,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,3,boss,Trấn Bảo Long Vương,1,GoTo,,,2048,2048,,,,,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,3,boss,Trấn Bảo Long Vương,2,Kill,,,,,,,1,800,,,,
LauLanTamBao_1,Lâu Lan Tầm Bảo (thường),101,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Lâu Lan Tầm Bảo!,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,1,enter,Vào Lâu Lan Tầm Bảo,1,GoToNPC,5,384,,,5200,7700,,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,1,enter,Vào Lâu Lan Tầm Bảo,2,InteractNPC,,384,,,,,,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,1,enter,Vào Lâu Lan Tầm Bảo,3,SelectDialog,,,,,,,,,Lâu Lan Tầm Bảo (nhanh),10,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,1,enter,Vào Lâu Lan Tầm Bảo,4,WaitMapChange,101,,,,,,,,,30,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,1,enter,Vào Lâu Lan Tầm Bảo,5,Wait,,,,,,,,,,,2,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,2,zone1,Tiêu diệt bảo sương,1,Wait,,,,,,,,,,,25,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,2,zone1,Tiêu diệt bảo sương,2,GoTo,,,2016,1504,,,,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,2,zone1,Tiêu diệt bảo sương,3,Kill,,,,,,,200,800,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,3,boss,Trấn Bảo Long Vương,1,GoTo,,,2048,2048,,,,,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,3,boss,Trấn Bảo Long Vương,2,Kill,,,,,,,1,800,,,,
LauLanTamBao_2,Lâu Lan Tầm Bảo (nhanh),101,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Lâu Lan Tầm Bảo!,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,1,enter,Vào Lâu Lan Tầm Bảo,1,GoToNPC,5,384,,,5200,7700,,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,1,enter,Vào Lâu Lan Tầm Bảo,2,InteractNPC,,384,,,,,,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,1,enter,Vào Lâu Lan Tầm Bảo,3,SelectDialog,,,,,,,,,Lâu Lan Tầm Bảo (siêu tốc),10,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,1,enter,Vào Lâu Lan Tầm Bảo,4,WaitMapChange,101,,,,,,,,,30,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,1,enter,Vào Lâu Lan Tầm Bảo,5,Wait,,,,,,,,,,,2,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,2,zone1,Tiêu diệt bảo sương,1,Wait,,,,,,,,,,,25,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,2,zone1,Tiêu diệt bảo sương,2,GoTo,,,2016,1504,,,,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,2,zone1,Tiêu diệt bảo sương,3,Kill,,,,,,,200,800,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,3,boss,Trấn Bảo Long Vương,1,GoTo,,,2048,2048,,,,,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,3,boss,Trấn Bảo Long Vương,2,Kill,,,,,,,1,800,,,,
LauLanTamBao_3,Lâu Lan Tầm Bảo (siêu tốc),101,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Lâu Lan Tầm Bảo!,,,
TucCau_1,Túc Cầu (thường),103,1,enter,Túc Cầu,1,GoToNPC,4,718,,,9300,9170,,,,,,
TucCau_1,Túc Cầu (thường),103,1,enter,Túc Cầu,2,InteractNPC,,718,,,,,,,,,,
TucCau_1,Túc Cầu (thường),103,1,enter,Túc Cầu,3,SelectDialog,,,,,,,,,Tham gia Túc Cầu (thường),3,,
TucCau_1,Túc Cầu (thường),103,1,enter,Túc Cầu,4,WaitMapChange,103,,,,,,,,,6,,
TucCau_1,Túc Cầu (thường),103,1,enter,Túc Cầu,5,Wait,,,,,,,,,,,2,
TucCau_1,Túc Cầu (thường),103,2,zone1,Tiêu diệt túc cầu,1,Wait,,,,,,,,,,,25,
TucCau_1,Túc Cầu (thường),103,2,zone1,Tiêu diệt túc cầu,2,GoTo,,,1312,3072,,,,,,,,
TucCau_1,Túc Cầu (thường),103,2,zone1,Tiêu diệt túc cầu,3,Kill,,,,,,,200,800,,,,
TucCau_1,Túc Cầu (thường),103,3,boss,Tôn Mỹ Mỹ,1,GoTo,,,1952,2272,,,,,,,,
TucCau_1,Túc Cầu (thường),103,3,boss,Tôn Mỹ Mỹ,2,Kill,,,,,,,1,800,,,,
TucCau_1,Túc Cầu (thường),103,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Túc Cầu!,,,
TucCau_2,Túc Cầu (nhanh),103,1,enter,Túc Cầu,1,GoToNPC,4,718,,,9300,9170,,,,,,
TucCau_2,Túc Cầu (nhanh),103,1,enter,Túc Cầu,2,InteractNPC,,718,,,,,,,,,,
TucCau_2,Túc Cầu (nhanh),103,1,enter,Túc Cầu,3,SelectDialog,,,,,,,,,Tham gia Túc Cầu (nhanh),3,,
TucCau_2,Túc Cầu (nhanh),103,1,enter,Túc Cầu,4,WaitMapChange,103,,,,,,,,,6,,
TucCau_2,Túc Cầu (nhanh),103,1,enter,Túc Cầu,5,Wait,,,,,,,,,,,2,
TucCau_2,Túc Cầu (nhanh),103,2,zone1,Tiêu diệt túc cầu,1,Wait,,,,,,,,,,,25,
TucCau_2,Túc Cầu (nhanh),103,2,zone1,Tiêu diệt túc cầu,2,GoTo,,,1312,3072,,,,,,,,
TucCau_2,Túc Cầu (nhanh),103,2,zone1,Tiêu diệt túc cầu,3,Kill,,,,,,,200,800,,,,
TucCau_2,Túc Cầu (nhanh),103,3,boss,Tôn Mỹ Mỹ,1,GoTo,,,1952,2272,,,,,,,,
TucCau_2,Túc Cầu (nhanh),103,3,boss,Tôn Mỹ Mỹ,2,Kill,,,,,,,1,800,,,,
TucCau_2,Túc Cầu (nhanh),103,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Túc Cầu!,,,
TucCau_3,Túc Cầu (siêu tốc),103,1,enter,Túc Cầu,1,GoToNPC,4,718,,,9300,9170,,,,,,
TucCau_3,Túc Cầu (siêu tốc),103,1,enter,Túc Cầu,2,InteractNPC,,718,,,,,,,,,,
TucCau_3,Túc Cầu (siêu tốc),103,1,enter,Túc Cầu,3,SelectDialog,,,,,,,,,Tham gia Túc Cầu (siêu tốc),3,,
TucCau_3,Túc Cầu (siêu tốc),103,1,enter,Túc Cầu,4,WaitMapChange,103,,,,,,,,,6,,
TucCau_3,Túc Cầu (siêu tốc),103,1,enter,Túc Cầu,5,Wait,,,,,,,,,,,2,
TucCau_3,Túc Cầu (siêu tốc),103,2,zone1,Tiêu diệt túc cầu,1,Wait,,,,,,,,,,,25,
TucCau_3,Túc Cầu (siêu tốc),103,2,zone1,Tiêu diệt túc cầu,2,GoTo,,,1312,3072,,,,,,,,
TucCau_3,Túc Cầu (siêu tốc),103,2,zone1,Tiêu diệt túc cầu,3,Kill,,,,,,,200,800,,,,
TucCau_3,Túc Cầu (siêu tốc),103,3,boss,Tôn Mỹ Mỹ,1,GoTo,,,1952,2272,,,,,,,,
TucCau_3,Túc Cầu (siêu tốc),103,3,boss,Tôn Mỹ Mỹ,2,Kill,,,,,,,1,800,,,,
TucCau_3,Túc Cầu (siêu tốc),103,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Túc Cầu!,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,1,enter,Vào Hoàng Kim Chi Liên,1,GoToNPC,5,385,,,9400,8000,,,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,1,enter,Vào Hoàng Kim Chi Liên,2,InteractNPC,,385,,,,,,,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,1,enter,Vào Hoàng Kim Chi Liên,3,SelectDialog,,,,,,,,,Hoàng Kim Chi Liên,6,,
Q1_LauLan,Hoàng Kim Chi Liên,108,1,enter,Vào Hoàng Kim Chi Liên,4,WaitMapChange,108,,,,,,,,,3,,
Q1_LauLan,Hoàng Kim Chi Liên,108,1,enter,Vào Hoàng Kim Chi Liên,5,Wait,,,,,,,,,,,2,
Q1_LauLan,Hoàng Kim Chi Liên,108,2,zone,Huyền Lôi Pha Thổ Phỉ,1,GoTo,,,4341,2303,,,,,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,2,zone,Huyền Lôi Pha Thổ Phỉ,2,Kill,,,,,,,60,1600,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,3,boss,Ngưu Khúc,1,GoTo,,,5376,2304,,,,,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,3,boss,Ngưu Khúc,2,Kill,,,,,,,1,800,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,4,boss1,Ngưu Kỳ,1,GoTo,,,2080,7104,,,,,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,4,boss1,Ngưu Kỳ,2,Kill,,,,,,,1,800,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,5,boss2,Vương Diêm,1,GoTo,,,6400,6656,,,,,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,5,boss2,Vương Diêm,2,Kill,,,,,,,1,800,,,,
Q1_LauLan,Hoàng Kim Chi Liên,108,6,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Hoàng Kim Chi Liên!,,,
Q2_LauLan,Huyền Phật Châu,109,1,enter,Vào Huyền Phật Châu,1,GoToNPC,5,385,,,9400,8000,,,,,,
Q2_LauLan,Huyền Phật Châu,109,1,enter,Vào Huyền Phật Châu,2,SelectDialog,,,,,,,,,Huyền Phật Châu,6,,
Q2_LauLan,Huyền Phật Châu,109,1,enter,Vào Huyền Phật Châu,3,WaitMapChange,109,,,,,,,,,3,,
