ScenarioID,ScenarioName,StepIndex,StepID,StepDesc,MonsterID,LevelRange,MonsterName,MonsterResName,MonsterType
ThuyLao,Thủy Lao,5,boss2,Vân Trung Nhạn,1666,70-79,Vân Trung Nhạn,QinJiaZhaiJiaoTou,Boss
ThuyLao,Thủy Lao,5,boss2,Vân Trung Nhạn,1667,80-89,Vân Trung Nhạn,QinJiaZhaiJiaoTou,Boss
ThuyLao,Thủy Lao,5,boss2,Vân Trung Nhạn,1668,90-99,Vân Trung Nhạn,QinJiaZhaiJiaoTou,Boss
ThuyLao,Thủy Lao,5,boss2,Vân Trung Nhạn,1669,100-999,Vân Trung Nhạn,QinJiaZhaiJiaoTou,Boss
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,6,quai3,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1670,10-19,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1671,20-29,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1672,30-39,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1673,40-49,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1674,50-59,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1675,60-69,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1676,70-79,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1677,80-89,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1678,90-99,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,7,boss3,Mãng Cái Thám Tử,1679,100-999,Mãng Cái Thám Tử,BaLunMangGai,Boss
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,8,quai4,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1680,10-19,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1681,20-29,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1682,30-39,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1683,40-49,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1684,50-59,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1685,60-69,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1686,70-79,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1687,80-89,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1688,90-99,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,9,boss4,Điền Doãn,1689,100-999,Điền Doãn,ZhanDouMingJiaoDiZi,Boss
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,10,quai5,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1690,10-19,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1691,20-29,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1692,30-39,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1693,40-49,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1694,50-59,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1695,60-69,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1696,70-79,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1697,80-89,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1698,90-99,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,11,boss5,Bách Hoa Sát,1699,100-999,Bách Hoa Sát,HeiMiaoWeiBing,Boss
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,12,quai6,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1700,10-19,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1701,20-29,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1702,30-39,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1703,40-49,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1704,50-59,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1705,60-69,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1706,70-79,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1707,80-89,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1708,90-99,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,13,boss6,Vô Phương Hoà Thượng,1709,100-999,Vô Phương Hoà Thượng,ZhanDouShaoLinWuSeng,Boss
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,14,quai7,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1710,10-19,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1711,20-29,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1712,30-39,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1713,40-49,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1714,50-59,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1715,60-69,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1716,70-79,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1717,80-89,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1718,90-99,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,15,boss7,Cách Liệt Mã,1719,100-999,Cách Liệt Mã,LangRenTuSi,Boss
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,16,quai8,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1720,10-19,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1721,20-29,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1722,30-39,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1723,40-49,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1724,50-59,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1725,60-69,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1726,70-79,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1727,80-89,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1728,90-99,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,17,boss8,Hô Diên Bình,1729,100-999,Hô Diên Bình,NuZhenJiang,Boss
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,18,quai9,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1730,10-19,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1731,20-29,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1732,30-39,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1733,40-49,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1734,50-59,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1735,60-69,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1736,70-79,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1737,80-89,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1738,90-99,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,19,boss9,Diên Kiên,1739,100-999,Diên Kiên,QinJiaZhaiHuWei,Boss
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,20,quai10,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1740,10-19,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1741,20-29,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1742,30-39,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1743,40-49,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1744,50-59,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1745,60-69,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1746,70-79,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1747,80-89,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1748,90-99,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,21,boss10,Hứa Đạo Nhân,1749,100-999,Hứa Đạo Nhân,ZhanDouWuDangDiZi,Boss
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
