TaskID,TaskName,TaskType,TaskRule,ObjectiveTag,ObjectiveIndex,ChildTag,ChildIndex,AttributesJSON,ChildAttributesJSON
10013001,Vô Lượng Ngọc Bích,4,0,EnterArea,5,Area,1,"{""MapID"":""19""}","{""Name"":""Vô Lượng Ngọc Bích"",""PosX"":""6659"",""PosY"":""8236"",""Radius"":""600"",""EnterDialog"":""<Bên tai vẫn văng vẳng lời nói của Tân Song Thanh><br> <br>  Thấp thoáng trong sơn núi 1 u cốc, hạc tường lâm gian, phảng phất như tiên cảnh. Trong sương mù thấp thoáng 1 viên đá lớn như ngọc. Chẳng trách nơi này được gọi là<color=#1cab2a> Vô Lượng Ngọc Bích<color=#473115>. <br> <br>  Ngọc Bích Thành Phong Ánh thủy bình, <br>  Tu sơn điểm thủy lạc phong tình. <br>  Thùy gia tiên tử khai trang Kính, <br>  Tiện thị nhân gian vạn điểm kim. <br>"",""EnterMessage"":""Nhìn xa đã thấy Vô Lượng Ngọc Bích""}"
10013002,Kiếm Các Lâu,4,0,Delivery,4,,,"{""MapID"":""21"",""NPCID"":""286""}",
10013002,Kiếm Các Lâu,4,0,EnterArea,5,Area,1,"{""MapID"":""21""}","{""Name"":""Thác Nước Kiếm Các Lâu"",""PosX"":""8290"",""PosY"":""3560"",""Radius"":""600"",""EnterDialog"":""<Bên tai vẫn văng vẳng lời nói của Khương Quế Chi><br> <br>  Thấp thoáng trong sơn núi 1 u cốc, hạc tường lâm gian, phảng phất như tiên cảnh. Trong sương mù thấp thoáng 1 thác nước lớn như tiên cảnh. Chẳng trách nơi này được gọi là<color=#1cab2a> Kiếm Các Lâu<color=#473115>. <br> <br>  Thác Thành Phong Ánh thủy bình, <br>  Tu sơn điểm thủy lạc phong tình. <br>  Thùy gia tiên tử khai trang Kính, <br>  Tiện thị nhân gian vạn điểm kim. <br>"",""EnterMessage"":""Nhìn xa đã thấy Kiếm Các Lâu""}"
10014001,Võ Lâm Đại Hội Sứ,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""130""}",
10014002,Võ Lâm Đại Hội Sứ,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""130""}",
10015001,Tiếp Dẫn Môn Phái Thiếu Lâm,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""118""}",
10016001,Tiếp Dẫn Môn Phái Minh Giáo,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""120""}",
10017001,Tiếp Dẫn Môn Phái Cái Bang,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""117""}",
10018001,Tiếp Dẫn Môn Phái Võ Đang,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""119""}",
10019001,Tiếp Dẫn Môn Phái Nga My,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""116""}",
10020001,Tiếp Dẫn Môn Phái Tinh Túc,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""122""}",
10021001,Tiếp Dẫn Môn Phái Thiên Long,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""123""}",
10022001,Tiếp Dẫn Môn Phái Thiên Sơn,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""121""}",
10023001,Tiếp Dẫn Môn Phái Tiêu Dao,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""124""}",
10024001,Tiếp Dẫn Môn Phái Mộ Dung,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""115""}",
10025001,Tiếp Dẫn Môn Phái Đường Môn,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""862""}",
10026001,Tiếp Dẫn Môn Phái Quỷ Cốc,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""864""}",
10027001,Tiếp Dẫn Môn Phái Đào Hoa,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""861""}",
10028001,Tiếp Dẫn Môn Phái Mạn Đà,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""979""}",
10029001,Tiếp Dẫn Môn Phái Tuyệt Tình,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""863""}",
10030001,Tiếp Dẫn Môn Phái Ác Nhân Cốc,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""980""}",
10100001,Báo Cáo Với Tôn Bát Gia,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""130""}",
10101001,Danh Môn Chính Phái,8,0,JoinFaction,4,,,"{""FactionID"":""-1""}",
10102001,Tăng Cường Tu Luyện,6,0,LevelUp,4,,,"{""Level"":""11""}",
10103001,Bái Kiến Chưởng Môn Phái Thiếu Lâm,0,0,Delivery,4,,,"{""MapID"":""6"",""NPCID"":""541""}",
10103002,Bái Kiến Chưởng Môn Phái Minh Giáo,0,0,Delivery,4,,,"{""MapID"":""8"",""NPCID"":""510""}",
10103003,Bái Kiến Chưởng Môn Phái Cái Bang,0,0,Delivery,4,,,"{""MapID"":""7"",""NPCID"":""241""}",
10103004,Bái Kiến Chưởng Môn Phái Võ Đang,0,0,Delivery,4,,,"{""MapID"":""14"",""NPCID"":""754""}",
10103005,Bái Kiến Chưởng Môn Phái Nga My,0,0,Delivery,4,,,"{""MapID"":""9"",""NPCID"":""181""}",
10103006,Bái Kiến Chưởng Môn Phái Tinh Túc,0,0,Delivery,4,,,"{""MapID"":""12"",""NPCID"":""823""}",
10103007,Bái Kiến Chưởng Môn Phái Thiên Long,0,0,Delivery,4,,,"{""MapID"":""10"",""NPCID"":""738""}",
10103008,Bái Kiến Chưởng Môn Phái Thiên Sơn,0,0,Delivery,4,,,"{""MapID"":""13"",""NPCID"":""746""}",
10103009,Bái Kiến Chưởng Môn Phái Tiêu Dao,0,0,Delivery,4,,,"{""MapID"":""11"",""NPCID"":""803""}",
10103010,Bái Kiến Chưởng Môn Phái Mộ Dung,0,0,Delivery,4,,,"{""MapID"":""15"",""NPCID"":""261""}",
10103011,Bái Kiến Chưởng Môn Phái Quỷ Cốc,0,0,Delivery,4,,,"{""MapID"":""16"",""NPCID"":""917""}",
10103012,Bái Kiến Chưởng Môn Phái Đường Môn,0,0,Delivery,4,,,"{""MapID"":""17"",""NPCID"":""948""}",
10103013,Bái Kiến Chưởng Môn Phái Đào Hoa,0,0,Delivery,4,,,"{""MapID"":""18"",""NPCID"":""972""}",
10103014,Bái Kiến Chưởng Môn Phái Mạn Đà,0,0,Delivery,4,,,"{""MapID"":""137"",""NPCID"":""985""}",
10103015,Bái Kiến Chưởng Môn Phái Tuyệt Tình,0,0,Delivery,4,,,"{""MapID"":""143"",""NPCID"":""995""}",
10104001,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""6"",""NPCID"":""538""}",
10104002,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""8"",""NPCID"":""508""}",
10104003,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""7"",""NPCID"":""239""}",
10104004,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""14"",""NPCID"":""752""}",
10104005,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""9"",""NPCID"":""179""}",
10104006,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""12"",""NPCID"":""821""}",
10104007,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""10"",""NPCID"":""736""}",
10104008,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""13"",""NPCID"":""744""}",
10104009,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""11"",""NPCID"":""801""}",
10104010,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""15"",""NPCID"":""256""}",
10104011,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""16"",""NPCID"":""928""}",
10104012,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""17"",""NPCID"":""956""}",
10104013,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""18"",""NPCID"":""970""}",
10104014,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""137"",""NPCID"":""987""}",
10104015,Chiến Đấu Vì Sư Môn,0,0,Delivery,4,,,"{""MapID"":""143"",""NPCID"":""999""}",
10105001,Viện Trợ Của Phái Thiếu Lâm,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105002,Viện Trợ Của Phái Minh Giáo,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105003,Viện Trợ Của Phái Cái Bang,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105004,Viện Trợ Của Phái Võ Đang,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105005,Viện Trợ Của Phái Nga My,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105006,Viện Trợ Của Phái Tinh Túc,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105007,Viện Trợ Của Phái Thiên Long,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105008,Viện Trợ Của Phái Thiên Sơn,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105009,Viện Trợ Của Phái Tiêu Dao,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105010,Viện Trợ Của Phái Mộ Dung,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105011,Viện Trợ Của Phái Quỷ Cốc,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105012,Viện Trợ Của Phái Đường Môn,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105013,Viện Trợ Của Phái Đào Hoa,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105014,Viện Trợ Của Phái Mạn Đà,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10105015,Viện Trợ Của Phái Tuyệt Tình,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10212001,Tâm Nguyện,1,0,KillMonster,4,Monster,1,"{""MapID"":""22""}","{""MonsterID"":""728"",""Count"":""12""}"
10213001,Sức Yếu,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""155""}",
10214001,Mông Trần,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""165""}",
10215001,Nghĩ Cách Cứu Viện,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""161""}",
10216001,Giáp Kích,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""22""}","{""MonsterID"":""506"",""ItemID"":""40002135"",""Rate"":""100"",""Quantity"":""1""}"
10217001,Quay Trở Lại,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""161""}",
10218001,Nghệ Thuật,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""168""}",
10219001,Mạc Cao Khất,1,0,KillMonster,4,Monster,1,"{""MapID"":""22""}","{""MonsterID"":""1169"",""Count"":""12""}"
10220001,Binh Mộ,1,0,KillMonster,4,Monster,1,"{""MapID"":""22""}","{""MonsterID"":""922"",""Count"":""8""}"
10221001,Hoang Nguyên Báo,1,0,KillMonster,4,Monster,1,"{""MapID"":""22""}","{""MonsterID"":""730"",""Count"":""8""}"
10222001,Thử Luyện Nghị Lực,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""174""}",
10223001,Thử Luyện Tính Nhẫn Nại,0,0,Delivery,4,,,"{""MapID"":""50"",""NPCID"":""2""}",
10224001,Thử Luyện Trí Tuệ,0,0,Delivery,4,,,"{""MapID"":""50"",""NPCID"":""3""}",
10225001,Thử Luyện Võ Nghệ,1,0,KillMonster,4,Monster,1,"{""MapID"":""50""}","{""MonsterID"":""1166"",""Count"":""10""}"
10226001,Thử Luyện Sự Tin Cậy,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10227001,Chiến Tranh,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""168""}",
10228001,Chôn Vùi,0,0,Delivery,4,,,"{""MapID"":""22"",""NPCID"":""157""}",
10229001,Gặp Gỡ Châu Thiên Sư,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""477""}",
10230001,Sức Chiến Đấu,0,0,Delivery,4,,,"{""MapID"":""23"",""NPCID"":""609""}",
10231001,Tiếp Đón,0,0,Delivery,4,,,"{""MapID"":""23"",""NPCID"":""611""}",
10232001,Xua Đuổi Ác Viên,1,0,KillMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""928"",""Count"":""8""}"
10233001,Học Hỏi,0,0,Delivery,4,,,"{""MapID"":""23"",""NPCID"":""611""}",
10234001,Ngọn Nguồn,0,0,Delivery,4,,,"{""MapID"":""23"",""NPCID"":""613""}",
10235001,An Thần Dược,0,0,Delivery,4,,,"{""MapID"":""23"",""NPCID"":""609""}",
10236001,Bạch Ngạch Hổ,1,0,KillMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""941"",""Count"":""8""}"
10237001,Di Khí Mộc Nhân,1,0,KillMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""942"",""Count"":""8""}"
10238001,Dĩnh Thủy Lang,1,0,KillMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""944"",""Count"":""8""}"
10239001,Hồi Tuyệt,0,0,Delivery,4,,,"{""MapID"":""23"",""NPCID"":""612""}",
10240001,Người Cởi Chuông,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""507"",""ItemID"":""40002128"",""Rate"":""100"",""Quantity"":""1""}"
10241001,Dấu Vết Chứng Cứ Lờ Mờ,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""742"",""ItemID"":""40002136"",""Rate"":""100"",""Quantity"":""1""}"
10241001,Dấu Vết Chứng Cứ Lờ Mờ,2,0,LootItemFromMonster,4,Monster,2,"{""MapID"":""23""}","{""MonsterID"":""742"",""ItemID"":""40002137"",""Rate"":""100"",""Quantity"":""1""}"
10241001,Dấu Vết Chứng Cứ Lờ Mờ,2,0,LootItemFromMonster,4,Monster,3,"{""MapID"":""23""}","{""MonsterID"":""742"",""ItemID"":""40002138"",""Rate"":""100"",""Quantity"":""1""}"
10242001,Họa Từ Tiêu Nhượng,0,0,Delivery,4,,,"{""MapID"":""23"",""NPCID"":""611""}",
10243001,Kim Ty Hương Nang,0,0,Delivery,4,,,"{""MapID"":""23"",""NPCID"":""613""}",
10244001,Tung Dương Đoạn Trường Thảo,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""508"",""ItemID"":""40002139"",""Rate"":""100"",""Quantity"":""1""}"
10245001,Xua Đuổi Đồng Nhân,1,0,KillMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""946"",""Count"":""8""}"
10246001,Trở Về Lạc Dương,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""477""}",
10247001,Tầm Sư Học Nghệ,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""430""}",
10250001,Thỉnh Giáo Phùng Mẫn Chi,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""431""}",
10253001,Thỉnh Giáo Giả Tác Trân,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""428""}",
10256001,Thỉnh Giáo Lý Đại Chủy,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""444""}",
10259001,Thỉnh Giáo Châu Thiên Sư,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""477""}",
10260001,Tìm Hiểu Giám Định,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""866""}",
10261001,Lần Đầu Giám Định,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""866""}",
10262001,Thu Thập Cương Sa,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""946"",""ItemID"":""40010009"",""Rate"":""100"",""Quantity"":""10""}"
10263001,Tìm Hiểu Cường Hóa,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""866""}",
10264001,Thu Thập Nguyên Liệu,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""942"",""ItemID"":""40010010"",""Rate"":""100"",""Quantity"":""10""}"
10265001,Đối Thoại Với Bành Đại Sư,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""407""}",
10266001,Tìm Hiểu Đục Lỗ Trang Bị,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""407""}",
10267001,Tiêu Diệt Đạo Tặc,1,0,KillMonster,4,Monster,1,"{""MapID"":""23""}","{""MonsterID"":""1166"",""Count"":""20""}"
10268001,Tìm Hiểu Ngoại Hình,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""409""}",
10269001,Thay Đổi Ngoại Trang,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""410""}",
10270001,Thay Đổi Kiểu Tóc,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""410""}",
10271001,Thợ Nhuộn Tóc,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""411""}",
10272001,Thợ Trang Điểm,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""412""}",
10273001,Hồi Báo Châu Thiên Sư,0,0,Delivery,4,,,"{""MapID"":""3"",""NPCID"":""477""}",
10274001,Tâm Tư Của Tiêu Nhượng,0,0,Delivery,4,,,"{""MapID"":""23"",""NPCID"":""611""}",
10275001,Đan Thư Thiết Khoán,0,0,Delivery,4,,,"{""MapID"":""26"",""NPCID"":""808""}",
10276001,Mỹ Tửu Ca Dao,0,0,Delivery,4,,,"{""MapID"":""26"",""NPCID"":""812""}",
10277001,Nghiên Cứu Con Rối,0,0,Delivery,4,,,"{""MapID"":""26"",""NPCID"":""809""}",
10278001,Tu La Thuật,0,0,Delivery,4,,,"{""MapID"":""26"",""NPCID"":""812""}",
10279001,Đoạn Kiều Hoa Yêu,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""26""}","{""MonsterID"":""965"",""ItemID"":""40002076"",""Rate"":""100"",""Quantity"":""1""}"
10280001,Bạch Đê Liễu Quỷ,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""26""}","{""MonsterID"":""966"",""ItemID"":""40002140"",""Rate"":""100"",""Quantity"":""1""}"
10281001,Quy Phong Trang,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""26""}","{""MonsterID"":""969"",""ItemID"":""40002141"",""Rate"":""100"",""Quantity"":""1""}"
10282001,Thái Dược Liêm Của Tô Phi,0,0,Delivery,4,,,"{""MapID"":""20"",""NPCID"":""195""}",
10283001,Quét Sạch Người Rừng,1,0,KillMonster,4,Monster,1,"{""MapID"":""20""}","{""MonsterID"":""974"",""Count"":""15""}"
10284001,Hoa Ban Báo,1,0,KillMonster,4,Monster,1,"{""MapID"":""20""}","{""MonsterID"":""11082"",""Count"":""15""}"
10285001,Đi Tìm Thảo Dược,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""20""}","{""MonsterID"":""11082"",""ItemID"":""40010008"",""Rate"":""100"",""Quantity"":""15""}"
10286001,Muội muội về nhà,5,0,TransferNPC,4,MovePath,1,"{""MapID"":""20"",""NPCID"":""194""}","{""PosX"":""4632"",""PosY"":""4804"",""Delay"":""500"",""Talk"":""Các hạ hãy giúp ta về nhà!!!""}"
10286001,Muội muội về nhà,5,0,TransferNPC,4,MovePath,2,"{""MapID"":""20"",""NPCID"":""194""}","{""PosX"":""2920"",""PosY"":""7360"",""Delay"":""500"",""Talk"":""Các hạ có mệt không?""}"
10286001,Muội muội về nhà,5,0,TransferNPC,4,MovePath,3,"{""MapID"":""20"",""NPCID"":""194""}","{""PosX"":""4740"",""PosY"":""6820"",""Delay"":""500"",""Talk"":""Thôn của ta ở ngay phía trước!!!""}"
10286001,Muội muội về nhà,5,0,TransferNPC,4,MovePath,4,"{""MapID"":""20"",""NPCID"":""194""}","{""PosX"":""5915"",""PosY"":""7570"",""Delay"":""500"",""Talk"":""Chúng ta đến rồi, ta sắp được về nhà rồi!!!""}"
10286001,Muội muội về nhà,5,0,TransferNPC,4,MovePath,5,"{""MapID"":""20"",""NPCID"":""194""}","{""PosX"":""6630"",""PosY"":""8620"",""Delay"":""500"",""Talk"":""Đến nhà ta rồi, đạ tạ Các hạ!!!""}"
10287001,Bằng Hữu Của Đao Nghêu,6,0,LevelUp,4,,,"{""Level"":""31""}",
10288001,Tam Nhân Đồng Hành,0,0,Delivery,4,Item,1,"{""MapID"":""4"",""NPCID"":""635""}","{""ItemID"":""40002166"",""Quantity"":""1""}"
10289001,Nhất Đại Kỳ Tài,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""35""}",
10290001,Tam Nhân Tịnh Hành,0,0,Delivery,4,,,"{""MapID"":""24"",""NPCID"":""850""}",
10291001,Tam Sinh Hữu Hạnh,0,0,Delivery,4,,,"{""MapID"":""2"",""NPCID"":""35""}",
10292001,Nhung Mã Không Tổng,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""990"",""ItemID"":""40002167"",""Rate"":""100"",""Quantity"":""10""}"
10293001,Tử Ngọ Châm Cứu Kinh,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""26""}","{""MonsterID"":""11207"",""ItemID"":""40002165"",""Rate"":""100"",""Quantity"":""15""}"
10294001,Quay Lại Nhạn Nam,0,0,Delivery,4,,,"{""MapID"":""24"",""NPCID"":""842""}",
10295001,Lang Hại,1,0,KillMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""985"",""Count"":""20""}"
10296001,Báo Hại,1,0,KillMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""986"",""Count"":""20""}"
10297001,Chu Xứ Quét Sạch Ba Nạn,1,0,KillMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""512"",""Count"":""1""}"
10298001,Bí Mật Liên Lạc,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""511"",""ItemID"":""40002056"",""Rate"":""100"",""Quantity"":""1""}"
10299001,Hoàn mỹ Khôi Hùng Bì,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""762"",""ItemID"":""40002057"",""Rate"":""100"",""Quantity"":""1""}"
10300001,Chứng Minh Thành Ý,1,0,KillMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""543"",""Count"":""1""}"
1030101,Giao Dịch Của Tội Ác,0,0,Delivery,4,Item,1,"{""MapID"":""24"",""NPCID"":""844""}","{""ItemID"":""40004417"",""Quantity"":""1""}"
10302001,Chuẩn Bị Tiến Đánh,0,0,Delivery,4,,,"{""MapID"":""24"",""NPCID"":""850""}",
10303001,Lần Thứ Nhất Đánh Tần Gia Trại,1,0,KillMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""990"",""Count"":""20""}"
10304001,Lần Thứ Hai Đánh Tần Gia Trại,1,0,KillMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""992"",""Count"":""20""}"
10305001,Lần Thứ Ba Đánh Tần Gia Trại,1,0,KillMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""994"",""Count"":""25""}"
10306001,Bình Minh Thắng Lợi,1,0,KillMonster,4,Monster,1,"{""MapID"":""24""}","{""MonsterID"":""513"",""Count"":""1""}"
10307001,Tình Hữu Nghị Bị Quên Lãng,0,0,Delivery,4,,,"{""MapID"":""27"",""NPCID"":""310""}",
10308001,Chùa Độc Thượng Kim Sơn,0,0,Delivery,4,,,"{""MapID"":""27"",""NPCID"":""311""}",
10309001,Chuyện Đã Qua Coi Như Hư Vô,0,0,Delivery,4,Item,1,"{""MapID"":""27"",""NPCID"":""313""}","{""ItemID"":""40002150"",""Quantity"":""1""}"
10310001,Phàn Tâm Tự Điệp,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""27""}","{""MonsterID"":""544"",""ItemID"":""40010021"",""Rate"":""100"",""Quantity"":""2""}"
10310001,Phàn Tâm Tự Điệp,2,0,LootItemFromMonster,4,Monster,2,"{""MapID"":""27""}","{""MonsterID"":""544"",""ItemID"":""40010022"",""Rate"":""100"",""Quantity"":""2""}"
10311001,Quy Vân Chi Mê,2,0,LootItemFromMonster,4,Monster,1,"{""MapID"":""27""}","{""MonsterID"":""544"",""ItemID"":""40002151"",""Rate"":""100"",""Quantity"":""1""}"
10312001,Bảo Vệ Vườn Trà,1,0,KillMonster,4,Monster,1,"{""MapID"":""27""}","{""MonsterID"":""766"",""Count"":""15""}"
10313001,Lạn Lộ Thuỷ Quỷ,1,0,KillMonster,4,Monster,1,"{""MapID"":""27""}","{""MonsterID"":""767"",""Count"":""15""}"
10314001,Tung Hoả Thuỷ Quỷ,1,0,KillMonster,4,Monster,1,"{""MapID"":""27""}","{""MonsterID"":""768"",""Count"":""15""}"
