RowIndex,Tag,ID,MapID,Name,FromMapID,FromPosX,FromPosY,ToMapID,ToPosX,ToPosY,Text,ChildrenJSON
184,NPCData,175,22,Giang Hồ Du Y,,,,,,,,
185,NPCData,176,9,Liễu Tam Muội,,,,,,,,
186,NPCData,177,9,Dương Tứ Nương,,,,,,,,
187,NPCData,178,9,Hộ Tam Nương,,,,,,,,
188,NPCData,179,9,Mãnh Long,,,,,,,,
189,NPCData,180,9,Thôi Lục Hoa,,,,,,,,
190,NPCData,181,9,Lý Thập Nhĩ Nương,,,,,,,,
191,NPCData,182,9,Tiêu Tương Ngọc,,,,,,,,
192,NPCData,183,9,Tôn Nhị Nương,,,,,,,,
193,NPCData,184,9,Mạnh Thanh Thanh,,,,,,,,
194,NPCData,185,9,Hàn Ánh Tuyết,,,,,,,,
195,NPCData,186,20,Đao Bạch Phụng,,,,,,,,
196,NPCData,187,20,Giản Đinh,,,,,,,,
197,NPCData,188,20,Nhĩ Hải Chính Đông Giáo Úy,,,,,,,,
198,NPCData,189,20,Nhĩ Hải Chính Nam Giáo Úy,,,,,,,,
199,NPCData,190,20,Nhĩ Hải Chính Tây Giáo Úy,,,,,,,,
200,NPCData,191,20,Đao Nghiêu,,,,,,,,
201,NPCData,192,20,Thượng Quan Thôn Thôn Dân,,,,,,,,
202,NPCData,193,20,Thượng Quan Thôn Thôn Dân,,,,,,,,
203,NPCData,194,20,Đao Anh Lạc,,,,,,,,
204,NPCData,195,20,Đao Lang Cang,,,,,,,,
205,NPCData,196,20,Tát Ninh,,,,,,,,
206,NPCData,197,1,La Bí,,,,,,,,
207,NPCData,198,1,Cơ Vũ Kì,,,,,,,,
208,NPCData,199,1,Sào Nhữ Hân,,,,,,,,
209,NPCData,200,1,Thương Hoằng Kế,,,,,,,,
210,NPCData,201,1,Sào Vân Chiêu,,,,,,,,
211,NPCData,202,1,Tiêu Ưng,,,,,,,,
212,NPCData,203,1,Vương Quan,,,,,,,,
213,NPCData,204,1,Tiêu Lăng,,,,,,,,
214,NPCData,205,1,Vô Nhai Tử,,,,,,,,
215,NPCData,206,1,Chu ỷ Thiên,,,,,,,,
216,NPCData,207,1,Vân Tiêu Tiêu,,,,,,,,
217,NPCData,208,1,Âu Dã Thanh,,,,,,,,
218,NPCData,209,1,Lí Lập Thanh,,,,,,,,
219,NPCData,210,1,Vũ Dật,,,,,,,,
220,NPCData,211,1,Tống Tam Thạch,,,,,,,,
221,NPCData,212,1,Úy Trì Lương Phi,,,,,,,,
222,NPCData,213,1,Hoa Sở Nông,,,,,,,,
223,NPCData,214,1,Đỗ Tử Kiện,,,,,,,,
224,NPCData,215,1,Mục Thiểu Lăng,,,,,,,,
225,NPCData,216,1,Cao Thăng Thụy,,,,,,,,
226,NPCData,217,1,Phương Tiều,,,,,,,,
227,NPCData,218,1,Khương Thảo Sinh,,,,,,,,
228,NPCData,219,1,Bao Mãn Xương,,,,,,,,
229,NPCData,220,1,Nhuế Phúc Đường,,,,,,,,
230,NPCData,221,1,Triệu Tiên Sinh,,,,,,,,
231,NPCData,222,1,Triệu Tiên Sinh,,,,,,,,
232,NPCData,223,1,Tiền Tiên Sinh,,,,,,,,
233,NPCData,224,1,Lý Tiên Sinh,,,,,,,,
234,NPCData,225,1,Mục Hồi Xuân,,,,,,,,
235,NPCData,226,1,Mục Nghênh Xuân,,,,,,,,
236,NPCData,227,1,Mục Vân Xuân,,,,,,,,
237,NPCData,228,1,Tiêu Hổ,,,,,,,,
238,NPCData,229,1,Phùng Tiên Sinh,,,,,,,,
239,NPCData,230,1,Mục Dương Xuân,,,,,,,,
240,NPCData,231,1,Triêu Từ Vũ,,,,,,,,
241,NPCData,232,1,Cơ Ngũ Liễu,,,,,,,,
242,NPCData,233,1,Mục Hoa Xuân,,,,,,,,
243,NPCData,234,1,Đỗ Xuyến Linh,,,,,,,,
244,NPCData,235,7,Âu Dương Quả,,,,,,,,
245,NPCData,236,7,Trương Toàn Tường,,,,,,,,
246,NPCData,237,7,Trương Toàn Tường,,,,,,,,
247,NPCData,238,7,Ngô Tường Phong,,,,,,,,
248,NPCData,239,7,Hồng Thông,,,,,,,,
249,NPCData,240,7,Hề Tam Kỳ,,,,,,,,
250,NPCData,241,7,Trần Cô Nhạn,,,,,,,,
251,NPCData,242,7,Lý Nhật Việt,,,,,,,,
252,NPCData,243,7,Tống Từ,,,,,,,,
253,NPCData,244,7,Ngô Tuyết Kiều,,,,,,,,
254,NPCData,245,68,Ba Tây Mật,,,,,,,,
255,NPCData,246,68,Trương Uy,,,,,,,,
256,NPCData,247,68,Trương Tái,,,,,,,,
257,NPCData,248,68,Kiều Thanh Phong,,,,,,,,
258,NPCData,249,68,Nhạc Phi Ảnh,,,,,,,,
259,NPCData,250,68,Mễ Đề Á,,,,,,,,
260,NPCData,251,68,Ngải Mạc Nhĩ,,,,,,,,
261,NPCData,252,68,Ngải Tô Nhĩ,,,,,,,,
262,NPCData,253,15,Công Dã Khôn,,,,,,,,
263,NPCData,254,15,Đặng Vạn Nhận,,,,,,,,
264,NPCData,255,15,Vương Tịch Hạo,,,,,,,,
265,NPCData,256,15,Mộ Dung Thắng,,,,,,,,
266,NPCData,257,15,Mộ Dung Thanh Sơn,,,,,,,,
267,NPCData,258,15,Mộ Dung Kiệt,,,,,,,,
268,NPCData,259,15,Phong Thiên Lý,,,,,,,,
269,NPCData,260,15,Mộ Dung Tùy Phong,,,,,,,,
270,NPCData,261,15,Mộ Dung Thùy,,,,,,,,
271,NPCData,262,72,Thẩm Vạn Tam,,,,,,,,
272,NPCData,263,72,Thái Dương Hoa,,,,,,,,
273,NPCData,264,72,Cam Thảo,,,,,,,,
274,NPCData,265,72,Kinh Cúc,,,,,,,,
275,NPCData,266,72,Nguyệt Lý,,,,,,,,
276,NPCData,267,72,Đông Thích,,,,,,,,
277,NPCData,268,72,Khắc Lý Tư Đế An,,,,,,,,
278,NPCData,269,49,Mộ Dung Thiên Lang,,,,,,,,
279,NPCData,270,49,Hoàng Long Trấn Thôn,,,,,,,,
280,NPCData,271,49,Phù Tịch Nhan,,,,,,,,
281,NPCData,272,49,Thác Bạt Văn,,,,,,,,
282,NPCData,273,49,Vũ Văn Tô,,,,,,,,
283,NPCData,274,49,Lưu Ngạo Thiên,,,,,,,,
284,NPCData,275,55,A Lạp Bá Nhân,,,,,,,,
285,NPCData,276,55,Tôn Ba,,,,,,,,
286,NPCData,277,55,Khang Chu,,,,,,,,
287,NPCData,278,55,Khuê Diệu,,,,,,,,
288,NPCData,279,55,Dược Đại Phu,,,,,,,,
289,NPCData,280,21,Tân Nhân Hữu,,,,,,,,
290,NPCData,281,21,Tiêu Đại Bưu,,,,,,,,
291,NPCData,282,21,Hắc Thi Thương Nhân,,,,,,,,
292,NPCData,283,21,Hắc Thi Thương Nhân,,,,,,,,
293,NPCData,284,21,Thời Mại,,,,,,,,
294,NPCData,285,21,Thời Thiên,,,,,,,,
295,NPCData,286,21,Khương Quế Chi,,,,,,,,
296,NPCData,287,21,Khương Gia Tập Thôn Dân,,,,,,,,
297,NPCData,288,21,Khương Gia Tập Thôn Dân,,,,,,,,
298,NPCData,289,21,Đào Yêu Yêu,,,,,,,,
299,NPCData,290,21,Khương Gia Tập Thôn Dân,,,,,,,,
300,NPCData,291,21,Khương Bắc,,,,,,,,
301,NPCData,292,21,Khương Mạt,,,,,,,,
302,NPCData,293,21,Khương Nam,,,,,,,,
303,NPCData,294,21,Yến Kì Đạo,,,,,,,,
304,NPCData,295,21,Long Cổ,,,,,,,,
305,NPCData,296,21,Doanh Vô Danh,,,,,,,,
306,NPCData,297,30,Nha Hoàn,,,,,,,,
307,NPCData,298,30,Nha Hoàn,,,,,,,,
308,NPCData,299,30,Nguyễn Tinh Trúc,,,,,,,,
309,NPCData,300,30,Hắc Thi Thương Nhân,,,,,,,,
310,NPCData,301,30,Tề Sát Vân,,,,,,,,
311,NPCData,302,45,Ba Đồ,,,,,,,,
312,NPCData,303,45,Bá Nhan,,,,,,,,
313,NPCData,304,45,Gia Luật Kim,,,,,,,,
314,NPCData,305,45,Liêu Qúy,,,,,,,,
315,NPCData,306,45,Bác Nhĩ Luân,,,,,,,,
316,NPCData,307,27,Lôi Hoán,,,,,,,,
317,NPCData,308,27,Ông Thúc Chi,,,,,,,,
318,NPCData,309,27,Ông Bá Chi,,,,,,,,
319,NPCData,310,27,Ông Quý Chi,,,,,,,,
320,NPCData,311,27,Pháp Niệm,,,,,,,,
321,NPCData,312,27,Pháp Giang,,,,,,,,
322,NPCData,313,27,A Thanh,,,,,,,,
323,NPCData,314,5,Tôn Đức Long,,,,,,,,
324,NPCData,315,5,Hồ Đức Hải,,,,,,,,
325,NPCData,316,5,Trình Giảo Thiết,,,,,,,,
326,NPCData,317,5,An Thác Áo,,,,,,,,
327,NPCData,318,5,Ðồng Kim Chuy,,,,,,,,
328,NPCData,319,5,Mạc Hoa Nhĩ Triệt,,,,,,,,
329,NPCData,320,5,Khang Tư Thản Ðinh,,,,,,,,
330,NPCData,321,5,Ðàm Hỏa Kế,,,,,,,,
331,NPCData,322,5,Tống Hỏa Kế,,,,,,,,
332,NPCData,323,5,Mao Hỏa Kế,,,,,,,,
333,NPCData,324,5,Bàng Hỏa Kế,,,,,,,,
334,NPCData,325,5,Chúc Tam Tư,,,,,,,,
335,NPCData,326,5,Toa Y Liên,,,,,,,,
336,NPCData,327,5,Lan Tư Lạc Ðặc,,,,,,,,
337,NPCData,328,5,Ba Nhĩ,,,,,,,,
338,NPCData,329,5,Cao Dương,,,,,,,,
339,NPCData,330,5,Mã Lan,,,,,,,,
340,NPCData,331,5,Trương Thiền Thiền,,,,,,,,
341,NPCData,332,5,Cao Dương,,,,,,,,
342,NPCData,333,5,Mã Lan,,,,,,,,
343,NPCData,334,5,Nhạc Uyển Uyển,,,,,,,,
344,NPCData,335,5,Khắc Lí Mộc,,,,,,,,
345,NPCData,336,5,Cách Lỗ Nhĩ,,,,,,,,
346,NPCData,337,5,Ðỗ Bất Ðằng,,,,,,,,
347,NPCData,338,5,Ðỗ Hoàng Ðằng,,,,,,,,
348,NPCData,339,5,Ðỗ Thanh Ðằng,,,,,,,,
349,NPCData,340,5,Tát Lạp,,,,,,,,
350,NPCData,341,5,Hiệp Hàng,,,,,,,,
351,NPCData,342,5,Y Mộng,,,,,,,,
352,NPCData,343,5,Nạp Nhĩ Tư Ðinh,,,,,,,,
353,NPCData,344,5,Gia Lam,,,,,,,,
354,NPCData,345,5,Y Toa,,,,,,,,
355,NPCData,346,5,Cổ Lệ,,,,,,,,
356,NPCData,347,5,Trương Diệc Canh,,,,,,,,
357,NPCData,348,5,A Ðề Tiệp,,,,,,,,
358,NPCData,349,5,Mạt Duy Kì,,,,,,,,
359,NPCData,350,5,Nhuế Na,,,,,,,,
360,NPCData,351,5,Lí Chiêu Úc,,,,,,,,
361,NPCData,352,5,Chu Văn Nguyên,,,,,,,,
362,NPCData,353,5,Lí Chiêu Úc,,,,,,,,
363,NPCData,354,5,Nhạc Ðạt Ðạo Nhân,,,,,,,,
364,NPCData,355,5,Tuệ Nguyên,,,,,,,,
365,NPCData,356,5,Hứa Tiểu Tượng,,,,,,,,
366,NPCData,357,5,Dương Nghi Trung,,,,,,,,
367,NPCData,358,5,Quan Tác,,,,,,,,
368,NPCData,359,5,Hồng Liễu,,,,,,,,
369,NPCData,360,5,Bảo Tam Nương,,,,,,,,
370,NPCData,361,5,Bổn Từ,,,,,,,,
371,NPCData,362,5,Ni Nhược Mưu,,,,,,,,
372,NPCData,363,5,Triệu Mục,,,,,,,,
373,NPCData,364,5,Da Luật Kiệt Thiệu,,,,,,,,
374,NPCData,365,5,Tông Khách Bố,,,,,,,,
375,NPCData,366,5,Hồng Liễu Muội Muội,,,,,,,,
376,NPCData,367,5,Ô Minh Thấm,,,,,,,,
377,NPCData,368,5,Ngải Nhĩ Ðịch Khắc,,,,,,,,
378,NPCData,369,5,Trầm Thiền Quyên,,,,,,,,
379,NPCData,370,5,Cung Thái Ðình,,,,,,,,
380,NPCData,371,5,Vân Hề Hề,,,,,,,,
381,NPCData,372,5,Sử Tẩu,,,,,,,,
382,NPCData,373,5,Mã Kiêu Minh,,,,,,,,
383,NPCData,374,5,Bù Nhìn,,,,,,,,
384,NPCData,375,5,Bù Nhìn,,,,,,,,
385,NPCData,376,5,Bù Nhìn,,,,,,,,
386,NPCData,377,5,Bù Nhìn,,,,,,,,
387,NPCData,378,5,Bù Nhìn,,,,,,,,
388,NPCData,379,5,Bù Nhìn,,,,,,,,
389,NPCData,380,5,Bù Nhìn,,,,,,,,
390,NPCData,381,5,Bù Nhìn,,,,,,,,
391,NPCData,382,5,Bù Nhìn,,,,,,,,
392,NPCData,383,5,Bù Nhìn,,,,,,,,
393,NPCData,384,5,Kim Cửu Linh,,,,,,,,
394,NPCData,385,5,Hà Duyệt,,,,,,,,
395,NPCData,386,5,Lưu Thuẫn,,,,,,,,
396,NPCData,387,5,Xa Truyện Bình,,,,,,,,
397,NPCData,388,5,Bù Nhìn,,,,,,,,
398,NPCData,389,5,Bù Nhìn,,,,,,,,
399,NPCData,390,5,Bù Nhìn,,,,,,,,
400,NPCData,391,5,Bù Nhìn,,,,,,,,
401,NPCData,392,5,Bù Nhìn,,,,,,,,
402,NPCData,393,5,Bù Nhìn,,,,,,,,
403,NPCData,394,5,Bù Nhìn,,,,,,,,
404,NPCData,395,5,Bù Nhìn,,,,,,,,
405,NPCData,396,5,Bù Nhìn,,,,,,,,
406,NPCData,397,5,Bù Nhìn,,,,,,,,
407,NPCData,398,5,Chu Thập Tam,,,,,,,,
408,NPCData,399,5,Vu Bà,,,,,,,,
409,NPCData,400,5,Trình Thanh Sương,,,,,,,,
410,NPCData,401,5,Tiền Hoành Trụ,,,,,,,,
411,NPCData,402,5,Bảo Thời Thiên,,,,,,,,
412,NPCData,403,5,Vân Hiểu Hiểu,,,,,,,,
413,NPCData,404,5,Kim Duệ Phàm,,,,,,,,
414,NPCData,913,5,Ngải Ni Ngoã Nhĩ,,,,,,,,
415,NPCData,405,3,Trần Thọ Đình,,,,,,,,
416,NPCData,406,3,Ngô Thử Nhân,,,,,,,,
417,NPCData,407,3,Bành Hoài Ngọc,,,,,,,,
418,NPCData,408,3,Vương Hy Chi,,,,,,,,
419,NPCData,409,3,Y Thiên Thái,,,,,,,,
420,NPCData,410,3,Yến Như Tuyết,,,,,,,,
421,NPCData,411,3,Hà Linh Chi,,,,,,,,
422,NPCData,412,3,Nhan Như Ngọc,,,,,,,,
423,NPCData,413,3,Chu Bang Ngạn,,,,,,,,
424,NPCData,414,3,Ngũ Đinh,,,,,,,,
425,NPCData,415,3,Cái Thiên Minh,,,,,,,,
426,NPCData,416,3,Cổ Uy Tin,,,,,,,,
427,NPCData,417,3,Vân Hàm Nhi,,,,,,,,
428,NPCData,418,3,Khương Ngư,,,,,,,,
429,NPCData,419,3,Tiểu Tiểu,,,,,,,,
430,NPCData,420,3,Bốc Hối Kỳ,,,,,,,,
431,NPCData,421,3,Khổng Tông Uyên,,,,,,,,
432,NPCData,422,3,Quan Hán Thọ,,,,,,,,
433,NPCData,423,3,Đồng Quán,,,,,,,,
434,NPCData,424,3,Vương Tích Tân,,,,,,,,
435,NPCData,425,3,Chu Bá Hành,,,,,,,,
436,NPCData,426,3,Triệu Minh Thành,,,,,,,,
437,NPCData,427,3,Tiểu Hoa,,,,,,,,
438,NPCData,428,3,Giả Tác Trân,,,,,,,,
439,NPCData,429,3,Vệ Tiên Sinh,,,,,,,,
440,NPCData,430,3,Vương Đức Qúy,,,,,,,,
441,NPCData,431,3,Phùng Mẫn Chi,,,,,,,,
442,NPCData,432,3,Vân Diêu Diêu,,,,,,,,
443,NPCData,433,3,Vân Hàm Phi,,,,,,,,
444,NPCData,434,3,Kiều Phúc Thịnh,,,,,,,,
445,NPCData,435,3,Nhuế Phúc Tường,,,,,,,,
446,NPCData,436,3,Uông Hạn,,,,,,,,
447,NPCData,437,3,Ngô Đức Xương,,,,,,,,
448,NPCData,438,3,Phạm Thuần Lễ,,,,,,,,
449,NPCData,439,3,Điền Kiều Minh,,,,,,,,
450,NPCData,440,3,Bạch Dĩnh Minh,,,,,,,,
451,NPCData,441,3,Bạch Manh Minh,,,,,,,,
452,NPCData,442,3,Bạch Dĩnh Minh,,,,,,,,
453,NPCData,443,3,Trương Minh Cảnh,,,,,,,,
454,NPCData,444,3,Lý Đại Chủy,,,,,,,,
455,NPCData,445,3,Khương Lý,,,,,,,,
