ID,Name,Type,EquipPoint,Level,FactionID,BoundRule,SellPrice,Identifiable,Star,BuffID,SetID,DurationHour
10104005,Tương Ngọc Phiến,4,0,50,-1,2,2160,false,1,-1,-1,-1
10104006,Tải Vân Phiến,4,0,60,-1,2,3080,false,1,-1,-1,-1
10104007,Điêu Linh Phiến,4,0,70,-1,2,4456,false,1,-1,-1,-1
10104008,Đinh Quân Phiến,4,0,80,-1,2,5960,false,1,-1,-1,-1
10104009,Chinh Lỗ Phiến,4,0,90,-1,2,7960,false,1,-1,-1,-1
10104010,Phong Vũ Phiến,4,0,100,-1,2,12800,false,1,-1,-1,-1
10104011,Sa Khâu,4,0,110,-1,2,15488,false,1,-1,-1,-1
10104012,Tương Huyết,4,0,120,-1,2,18432,false,1,-1,-1,-1
10104013,Phiến Cấp 130,4,0,130,-1,2,21632,false,1,-1,-1,-1
10104014,Phiến Cấp 140,4,0,140,-1,2,25088,false,1,-1,-1,-1
10104015,Phiến Cấp 150,4,0,150,-1,2,28800,false,1,-1,-1,-1
10104100,Chiết Phiến,4,0,1,-1,2,1,false,1,-1,-1,-1
10105000,Trúc Chi Hoàn,5,0,1,-1,2,16,false,1,-1,-1,-1
10105001,Bạch Hồng Hoàn,5,0,10,-1,2,144,false,1,-1,-1,-1
10105002,Tử Ngọc Hoàn,5,0,20,-1,2,432,false,1,-1,-1,-1
10105003,Ngưng Sương Hoàn,5,0,30,-1,2,920,false,1,-1,-1,-1
10105004,Phất Hương Hoàn,5,0,40,-1,2,1424,false,1,-1,-1,-1
10105005,Bích Ngọc Hoàn,5,0,50,-1,2,2160,false,1,-1,-1,-1
10105006,Hỗn Độn Hoàn,5,0,60,-1,2,3080,false,1,-1,-1,-1
10105007,Tiêu Dao Hoàn,5,0,70,-1,2,4456,false,1,-1,-1,-1
10105008,Thiên Mục Hoàn,5,0,80,-1,2,5960,false,1,-1,-1,-1
10105009,U Minh Hoàn,5,0,90,-1,2,7960,false,1,-1,-1,-1
10105010,Long Phụng Hoàn,5,0,100,-1,2,12800,false,1,-1,-1,-1
10105011,Hạ Phất Hoàn,5,0,110,-1,2,15488,false,1,-1,-1,-1
10105012,Tích Lan,5,0,120,-1,2,18432,false,1,-1,-1,-1
10105013,Hoàn Cấp 130,5,0,130,-1,2,21632,false,1,-1,-1,-1
10105014,Hoàn Cấp 140,5,0,140,-1,2,25088,false,1,-1,-1,-1
10105015,Hoàn Cấp 150,5,0,150,-1,2,28800,false,1,-1,-1,-1
10105100,Thiết Hoàn,5,0,1,-1,2,1,false,1,-1,-1,-1
10106000,Hoa Mộc Nỗ,6,0,1,-1,2,16,false,1,-1,-1,-1
10106001,Tùng Chi Nỗ,6,0,10,-1,2,144,false,1,-1,-1,-1
10106002,Đàn Mộc Nỗ,6,0,20,-1,2,432,false,1,-1,-1,-1
10106003,Đào Mộc Nỗ,6,0,30,-1,2,920,false,1,-1,-1,-1
10106004,Lê Hoa Nỗ,6,0,40,-1,2,1424,false,1,-1,-1,-1
10106005,Đoạn Thiết Nỗ,6,0,50,-1,2,2160,false,1,-1,-1,-1
10106006,Xích Đồng Nỗ,6,0,60,-1,2,3080,false,1,-1,-1,-1
10106007,Lưu Kim Nỗ,6,0,70,-1,2,4456,false,1,-1,-1,-1
10106008,Nhạn Linh Nỗ,6,0,80,-1,2,5960,false,1,-1,-1,-1
10106009,Vân Bối Nỗ,6,0,90,-1,2,7960,false,1,-1,-1,-1
10106010,Thủy Nguyệt Nỗ,6,0,100,-1,2,12800,false,1,-1,-1,-1
10106011,Vân Lộc Tấn Nỗ,6,0,110,-1,2,15488,false,1,-1,-1,-1
10106012,Khuynh Vân Lương Nguyệt Nỗ,6,0,120,-1,2,18432,false,1,-1,-1,-1
10106013,Nỗ Cấp 130,6,0,130,-1,2,21632,false,1,-1,-1,-1
10106014,Nỗ Cấp 140,6,0,140,-1,2,25088,false,1,-1,-1,-1
10106015,Nỗ Cấp 150,6,0,150,-1,2,28800,false,1,-1,-1,-1
10106100,Tử Đằng Nỗ,6,0,1,-1,2,1,false,1,-1,-1,-1
10107000,Hoa Mộc Trượng,7,0,1,-1,2,16,false,1,-1,-1,-1
10107001,Tùng Chi Trượng,7,0,10,-1,2,144,false,1,-1,-1,-1
10107002,Đào Văn Trượng,7,0,20,-1,2,432,false,1,-1,-1,-1
10107003,Hắc Đàn Trượng,7,0,30,-1,2,920,false,1,-1,-1,-1
10107004,Lê Hoa Trượng,7,0,40,-1,2,1424,false,1,-1,-1,-1
10107005,Kim Ti Trượng,7,0,50,-1,2,2160,false,1,-1,-1,-1
10107006,Hàn Thiết Trượng,7,0,60,-1,2,3080,false,1,-1,-1,-1
10107007,Xích Đồng Trượng,7,0,70,-1,2,4456,false,1,-1,-1,-1
10107008,Lượng Ngân Trượng,7,0,80,-1,2,5960,false,1,-1,-1,-1
10107009,Lưu Kim Trượng,7,0,90,-1,2,7960,false,1,-1,-1,-1
10107010,Thủy Nguyệt Trượng,7,0,100,-1,2,12800,false,1,-1,-1,-1
10107011,Phi Hoa Trượng,7,0,110,-1,2,15488,false,1,-1,-1,-1
10107012,Bích Vân Trượng,7,0,120,-1,2,18432,false,1,-1,-1,-1
10107013,Trượng Cấp 130,7,0,130,-1,2,21632,false,1,-1,-1,-1
10107014,Trượng Cấp 140,7,0,140,-1,2,25088,false,1,-1,-1,-1
10107015,Trượng Cấp 150,7,0,150,-1,2,28800,false,1,-1,-1,-1
10107100,Hồng Tùng Trượng,7,0,1,-1,2,1,false,1,-1,-1,-1
10108000,Ma Trúc Tiêu,8,0,1,-1,2,16,false,1,-1,-1,-1
10108001,Nam Trúc Tiêu,8,0,10,-1,2,144,false,1,-1,-1,-1
10108002,Khổ Trúc Tiêu,8,0,20,-1,2,432,false,1,-1,-1,-1
10108003,Mặc Trúc Tiêu,8,0,30,-1,2,920,false,1,-1,-1,-1
10108004,Tử Trúc Tiêu,8,0,40,-1,2,1424,false,1,-1,-1,-1
10108005,Hàn Y Tiêu,8,0,50,-1,2,2160,false,1,-1,-1,-1
10108006,Tuyết Ngân Tiêu,8,0,60,-1,2,3080,false,1,-1,-1,-1
10108007,Lưu Kim Tiêu,8,0,70,-1,2,4456,false,1,-1,-1,-1
10108008,Chiết Ngọc Tiêu,8,0,80,-1,2,5960,false,1,-1,-1,-1
10108009,Vân Văn Tiêu,8,0,90,-1,2,7960,false,1,-1,-1,-1
10108010,Tương Phi Tiêu,8,0,100,-1,2,12800,false,1,-1,-1,-1
10108011,Tập Hoa Tiêu,8,0,110,-1,2,15488,false,1,-1,-1,-1
10108012,Thủy Thiên Nhất Sắc Tiêu,8,0,120,-1,2,18432,false,1,-1,-1,-1
10108013,Tiêu Kiếm Cấp 130,8,0,130,-1,2,21632,false,1,-1,-1,-1
10108014,Tiêu Kiếm Cấp 140,8,0,140,-1,2,25088,false,1,-1,-1,-1
10108015,Tiêu Kiếm Cấp 150,8,0,150,-1,2,28800,false,1,-1,-1,-1
10108100,Lục Trúc Tiêu,8,0,1,-1,2,1,false,1,-1,-1,-1
10116000,Toại Thạch Đao,16,0,1,-1,2,16,false,1,-1,-1,-1
10116001,Thạch Anh Đao,16,0,10,-1,2,144,false,1,-1,-1,-1
10116002,Tinh Thạch Đao,16,0,20,-1,2,432,false,1,-1,-1,-1
10116003,Luyện Cốt Đao,16,0,30,-1,2,920,false,1,-1,-1,-1
10116004,Tử Cang Đao,16,0,40,-1,2,1424,false,1,-1,-1,-1
10116005,Huyền Thiết Đao,16,0,50,-1,2,2160,false,1,-1,-1,-1
10116006,Ô Kim Đao,16,0,60,-1,2,3080,false,1,-1,-1,-1
10116007,Vọng Giang Đao,16,0,70,-1,2,4456,false,1,-1,-1,-1
10116008,Thu Sương Đao,16,0,80,-1,2,5960,false,1,-1,-1,-1
10116009,Tật Lôi Đao,16,0,90,-1,2,7960,false,1,-1,-1,-1
10116010,Tịch Lịch Đao,16,0,100,-1,2,12800,false,1,-1,-1,-1
10116011,Trấn Hải Đao,16,0,110,-1,2,15488,false,1,-1,-1,-1
10116012,Tam Định Phong Ba Đao,16,0,120,-1,2,18432,false,1,-1,-1,-1
10116013,Đao Cấp 130,16,0,130,-1,2,21632,false,1,-1,-1,-1
10116014,Đao Cấp 140,16,0,140,-1,2,25088,false,1,-1,-1,-1
10116015,Đao Cấp 150,16,0,150,-1,2,28800,false,1,-1,-1,-1
10116100,Nam Mộc Đao,16,0,1,-1,2,1,false,1,-1,-1,-1
10117000,Thanh Đồng Liêm,17,0,1,-1,2,16,false,1,-1,-1,-1
10117001,Hoàng Thiết Liêm,17,0,10,-1,2,144,false,1,-1,-1,-1
10117002,Kim Cương Liêm,17,0,20,-1,2,432,false,1,-1,-1,-1
10117003,Nguyệt Nha Liêm,17,0,30,-1,2,920,false,1,-1,-1,-1
10117004,Trách Thiên Liêm,17,0,40,-1,2,1424,false,1,-1,-1,-1
10117005,Xỉ Nhận Liêm,17,0,50,-1,2,2160,false,1,-1,-1,-1
10117006,Đoạt Phong Liêm,17,0,60,-1,2,3080,false,1,-1,-1,-1
10117007,Toái Cốt Liêm,17,0,70,-1,2,4456,false,1,-1,-1,-1
10117008,Câu Cân Liêm,17,0,80,-1,2,5960,false,1,-1,-1,-1
10117009,Liễu Phong Liêm,17,0,90,-1,2,7960,false,1,-1,-1,-1
10117010,Đoạn Thuỷ Liêm,17,0,100,-1,2,12800,false,1,-1,-1,-1
10117011,Phách Sơn Liêm,17,0,110,-1,2,15488,false,1,-1,-1,-1
10117012,Minh Minh Tế Vũ Liêm,17,0,120,-1,2,18432,false,1,-1,-1,-1
10117013,Liêm Cấp 130,17,0,130,-1,2,21632,false,1,-1,-1,-1
10117014,Liêm Cấp 140,17,0,140,-1,2,25088,false,1,-1,-1,-1
10117015,Liêm Cấp 150,17,0,150,-1,2,28800,false,1,-1,-1,-1
10117100,Thiết Liêm,17,0,1,-1,2,1,false,1,-1,-1,-1
10217001,Tích Lưu Liêm,17,0,10,-1,22,128,true,10,-1,-1,-1
10217002,Phù Ba Liêm,17,0,20,-1,22,512,true,11,-1,-1,-1
10217003,Trục Thuỷ Liêm,17,0,30,-1,22,1152,true,12,-1,-1,-1
10217004,Hàn Thanh Liêm,17,0,40,-1,22,2048,true,13,-1,-1,-1
10217005,Chiếu Nguyệt Liêm,17,0,50,-1,22,3200,true,14,-1,-1,-1
10217006,Sơn Quang Liêm,17,0,60,-1,22,4608,true,15,-1,-1,-1
10217007,Ỷ Tình Liêm,17,0,70,-1,22,6272,true,16,-1,-1,-1
10217008,Thiên Nhận Liêm,17,0,80,-1,22,8192,true,17,-1,-1,-1
10217009,Loạn Phong Liêm,17,0,90,-1,22,10368,true,18,-1,-1,-1
10217010,Vân Hà Thu Sắc Liêm,17,0,100,-1,22,12800,true,19,-1,-1,-1
10217011,Sóc Phong Cuộn Tuyết Liêm,17,0,110,-1,22,15488,true,19,-1,-1,-1
10217012,Mặc Lại Sinh Sơn Liêm,17,0,120,-1,22,18432,true,19,-1,-1,-1
10217013,Liêm Cấp 130,17,0,130,-1,22,21632,true,19,-1,-1,-1
10217014,Liêm Cấp 140,17,0,140,-1,22,25088,true,19,-1,-1,-1
10217015,Liêm Cấp 150,17,0,150,-1,22,28800,true,19,-1,-1,-1
10217016,Cô Chu Liêm,17,0,10,-1,22,128,true,10,-1,-1,-1
10217017,Ai Ngữ Liêm,17,0,20,-1,22,512,true,11,-1,-1,-1
10217018,Nghi Sinh Liêm,17,0,30,-1,22,1152,true,12,-1,-1,-1
10217019,Bạc Tình Liêm,17,0,40,-1,22,2048,true,13,-1,-1,-1
10217020,Trường Hận Liêm,17,0,50,-1,22,3200,true,14,-1,-1,-1
10217021,Dư Nhân Liêm,17,0,60,-1,22,4608,true,15,-1,-1,-1
10217022,Hoa Hồn Liêm,17,0,70,-1,22,6272,true,16,-1,-1,-1
10217023,Minh Dã Liêm,17,0,80,-1,22,8192,true,17,-1,-1,-1
10217024,Táng Tràng Liêm,17,0,90,-1,22,10368,true,18,-1,-1,-1
10217025,Mệnh Tuyệt Liêm,17,0,100,-1,22,12800,true,19,-1,-1,-1
10217026,Ác Ngục Liêm,17,0,110,-1,22,15488,true,19,-1,-1,-1
10217027,Trảm Khốt Liêm,17,0,120,-1,22,18432,true,19,-1,-1,-1
10217028,130 Cấp Chế Tạo,17,0,130,-1,22,21632,true,19,-1,-1,-1
10217029,140 Cấp Chế Tạo,17,0,140,-1,22,25088,true,19,-1,-1,-1
10217030,150 Cấp Chế Tạo,17,0,150,-1,22,28800,true,19,-1,-1,-1
10200001,Ngân Bối Khản Sơn Đao,0,0,10,-1,1,144,true,10,-1,-1,-1
10200002,Phi Liên Đại Khản Đao,0,0,20,-1,1,432,true,11,-1,-1,-1
10200003,Song Sí Khai Sơn Viện,0,0,30,-1,1,920,true,12,-1,-1,-1
10200004,Bát Quái Tuyên Hoa Phủ,0,0,40,-1,1,1424,true,13,-1,-1,-1
10200005,Cửu Long Phương Tiện Sản,0,0,50,-1,1,2160,true,14,-1,-1,-1
10200006,Kim Đỉnh Lang Nha Sóc,0,0,60,-1,1,3080,true,15,-1,-1,-1
10200007,Thần Long Khai Thiên Việt,0,0,70,-1,1,4456,true,16,-1,-1,-1
10200008,Hưng Vong,0,0,80,-1,1,5960,true,17,-1,-1,-1
10200009,Trần Duyên,0,0,90,-1,1,7960,true,18,-1,-1,-1
10200010,Bách Luyện,0,0,100,-1,1,12800,true,19,-1,-1,-1
10200011,Tam Đính Khảm Sơn Đao,0,0,10,-1,1,144,true,10,-1,-1,-1
10200012,Liễu Diệp Phát Phong Đao,0,0,20,-1,1,432,true,11,-1,-1,-1
10200013,Nguyệt Nha Khai Sơn Phủ,0,0,30,-1,1,920,true,12,-1,-1,-1
10200014,Bảo Quang Xa Luân Phủ,0,0,40,-1,1,1424,true,13,-1,-1,-1
10200015,Ngũ Hành Nhật Nguyệt Sản,0,0,50,-1,1,2160,true,14,-1,-1,-1
10200016,Kim Đỉnh Táo Dương Sóc,0,0,60,-1,1,3080,true,15,-1,-1,-1
10200017,Chu Tước Phách Thiên Phủ,0,0,70,-1,1,4456,true,16,-1,-1,-1
10200018,Thử Ly,0,0,80,-1,1,5960,true,17,-1,-1,-1
10200019,Họa Phúc,0,0,90,-1,1,7960,true,18,-1,-1,-1
10200020,Bách Chiến,0,0,100,-1,1,12800,true,19,-1,-1,-1
10200021,Ô Mã Phủ,0,0,110,-1,1,15488,true,19,-1,-1,-1
10200022,Khảm Kim Minh Đầu Chuý,0,0,120,-1,1,18432,true,19,-1,-1,-1
10200023,130 Đánh Rớt,0,0,130,-1,1,21632,true,19,-1,-1,-1
10200024,140 Đánh Rớt,0,0,140,-1,1,25088,true,19,-1,-1,-1
10200025,150 Đánh Rớt,0,0,150,-1,1,28800,true,19,-1,-1,-1
10200026,Trì Mã,0,0,110,-1,1,15488,true,19,-1,-1,-1
10200027,Tàng Nhân Trường Nhẫn,0,0,120,-1,1,18432,true,19,-1,-1,-1
10200028,130 Cấu Tạo,0,0,130,-1,1,21632,true,19,-1,-1,-1
10200029,140 Cấu Tạo,0,0,140,-1,1,25088,true,19,-1,-1,-1
10200030,150 Cấu Tạo,0,0,150,-1,1,28800,true,19,-1,-1,-1
10201001,Tam Cổ Lượng Ngân Xoa,1,0,10,-1,1,144,true,10,-1,-1,-1
10201002,Thần Phi Câu Liêm Thương,1,0,20,-1,1,432,true,11,-1,-1,-1
10201003,Bạch Ngọc Đằng Long Thương,1,0,30,-1,1,920,true,12,-1,-1,-1
10201004,Tam Cổ Thác Thiên Xoa,1,0,40,-1,1,1424,true,13,-1,-1,-1
10201005,Thú Giác Điểm Kim Thương,1,0,50,-1,1,2160,true,14,-1,-1,-1
10201006,Địa Hỏa Huyền Lư Thương,1,0,60,-1,1,3080,true,15,-1,-1,-1
10201007,Phật Mẫu Tử Kim Thương,1,0,70,-1,1,4456,true,16,-1,-1,-1
10201008,Trấn Nhạc Đoạn Hồn,1,0,80,-1,1,5960,true,17,-1,-1,-1
10201009,Tỏa Hầu,1,0,90,-1,1,7960,true,18,-1,-1,-1
10201010,Trường Lạc,1,0,100,-1,1,12800,true,19,-1,-1,-1
10201011,Tam Cổ Bôn Lôi Xoa,1,0,10,-1,1,144,true,10,-1,-1,-1
10201012,Tinh Cương Lạp Hổ Xoa,1,0,20,-1,1,432,true,11,-1,-1,-1
10201013,Thanh Ngọc Đằng Long Thương,1,0,30,-1,1,920,true,12,-1,-1,-1
10201014,Tam Cổ Liệt Diệm Xoa,1,0,40,-1,1,1424,true,13,-1,-1,-1
10201015,Hổ Vĩ Tạm Kim Thương,1,0,50,-1,1,2160,true,14,-1,-1,-1
10201016,Ngũ Độc Thấu Cốt Thương,1,0,60,-1,1,3080,true,15,-1,-1,-1
10201017,Bạo Võ Diệt Hồn Thương,1,0,70,-1,1,4456,true,16,-1,-1,-1
10201018,Xiết Tinh Xuyên Thiên,1,0,80,-1,1,5960,true,17,-1,-1,-1
10201019,Đoạn Trường,1,0,90,-1,1,7960,true,18,-1,-1,-1
10201020,Vị Ương,1,0,100,-1,1,12800,true,19,-1,-1,-1
10201021,Ngao Hán,1,0,110,-1,1,15488,true,19,-1,-1,-1
10201022,Song Đồng,1,0,120,-1,1,18432,true,19,-1,-1,-1
10201023,130 Đánh Rớt,1,0,130,-1,1,21632,true,19,-1,-1,-1
10201024,140 Đánh Rớt,1,0,140,-1,1,25088,true,19,-1,-1,-1
10201025,150 Đánh Rớt,1,0,150,-1,1,28800,true,19,-1,-1,-1
10201026,Lộc Minh Thương,1,0,110,-1,1,15488,true,19,-1,-1,-1
10201027,Nguyệt Bạch,1,0,120,-1,1,18432,true,19,-1,-1,-1
10201028,130 Cấu Tạo,1,0,130,-1,1,21632,true,19,-1,-1,-1
10201029,140 Cấu Tạo,1,0,140,-1,1,25088,true,19,-1,-1,-1
10201030,150 Cấu Tạo,1,0,150,-1,1,28800,true,19,-1,-1,-1
10202001,Xích Đồng Đao,2,0,10,-1,1,144,true,10,-1,-1,-1
10202002,Thanh Phong Kiếm,2,0,20,-1,1,432,true,11,-1,-1,-1
10202003,Thiên Lang Kiếm,2,0,30,-1,1,920,true,12,-1,-1,-1
10202004,Viện Vương Đao,2,0,40,-1,1,1424,true,13,-1,-1,-1
10202005,Tùng Văn Cổ Định Đao,2,0,50,-1,1,2160,true,14,-1,-1,-1
10202006,Tài Kim Kiếm,2,0,60,-1,1,3080,true,15,-1,-1,-1
10202007,Du Long Kiếm,2,0,70,-1,1,4456,true,16,-1,-1,-1
10202008,Tử Điện Thanh Sương,2,0,80,-1,1,5960,true,17,-1,-1,-1
10202009,Mặc Cầu,2,0,90,-1,1,7960,true,18,-1,-1,-1
10202010,Trạm Lư,2,0,100,-1,1,12800,true,19,-1,-1,-1
10202011,Thanh Đồng Đao,2,0,10,-1,1,144,true,10,-1,-1,-1
10202012,Khi Xương Kiếm,2,0,20,-1,1,432,true,11,-1,-1,-1
10202013,Phá Quân Kiếm,2,0,30,-1,1,920,true,12,-1,-1,-1
10202014,Ngô Câu Kiếm,2,0,40,-1,1,1424,true,13,-1,-1,-1
10202015,Bế Nguyệt Tu Quang Kiếm,2,0,50,-1,1,2160,true,14,-1,-1,-1
10202016,Đoạn Ngọc Kiếm,2,0,60,-1,1,3080,true,15,-1,-1,-1
10202017,Thiên Bộc Kiếm,2,0,70,-1,1,4456,true,16,-1,-1,-1
10202018,Xích Tiêu Bạch Đế,2,0,80,-1,1,5960,true,17,-1,-1,-1
10202019,Rao,2,0,90,-1,1,7960,true,18,-1,-1,-1
10202020,Long Uyên,2,0,100,-1,1,12800,true,19,-1,-1,-1
10202021,Tháp Cáp,2,0,110,-1,1,15488,true,19,-1,-1,-1
10202022,Thạch Cốc,2,0,120,-1,1,18432,true,19,-1,-1,-1
10202023,130 Đánh Rớt,2,0,130,-1,1,21632,true,19,-1,-1,-1
10202024,140 Đánh Rớt,2,0,140,-1,1,25088,true,19,-1,-1,-1
10202025,150 Đánh Rớt,2,0,150,-1,1,28800,true,19,-1,-1,-1
10202026,Khởi Minh,2,0,110,-1,1,15488,true,19,-1,-1,-1
10202027,Hàn Khương,2,0,120,-1,1,18432,true,19,-1,-1,-1
10202028,130 Cấu Tạo,2,0,130,-1,1,21632,true,19,-1,-1,-1
10202029,140 Cấu Tạo,2,0,140,-1,1,25088,true,19,-1,-1,-1
10202030,150 Cấu Tạo,2,0,150,-1,1,28800,true,19,-1,-1,-1
10203001,Tú Nhung Song Đao,3,0,10,-1,1,144,true,10,-1,-1,-1
10203002,Bạch Hổ Song Kiếm,3,0,20,-1,1,432,true,11,-1,-1,-1
10203003,Nhật Nguyệt Song Kiếm,3,0,30,-1,1,920,true,12,-1,-1,-1
10203004,Phân Thủy Nga My Thích,3,0,40,-1,1,1424,true,13,-1,-1,-1
10203005,Long Phụng Song Kiếm,3,0,50,-1,1,2160,true,14,-1,-1,-1
