ID,Name,Type,EquipPoint,IsWeaponPosition,Level,FactionID,BoundRule,BasePrice,SellPrice,Durability,Identifiable,Star,BuffID,SetID,DurationHour,BaseAttributesJSON,AttributesJSON,Description
10515154,Triều Nhan Hộ Kiên,15,15,false,50,-1,1,554,443,200,true,4,-1,212,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""170""},{""Symbol"":""magic_magicdefbase"",""Value"":""170""}]","[{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Nhất triều bất ngữ, nhất triều đồ mỹ. Nhất triều đồi lão, nhất triều thê thê. Thử vật y triều nhan nhi sinh .<color=#00FF00><br>(Cả bộ do Lý Kế Long của <color=#FFFF00>Quỷ Cốc<color=#00FF00> thiết kế)"
10515155,Chưa dùng,15,15,false,60,-1,2,890,712,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""202""},{""Symbol"":""magic_magicdefbase"",""Value"":""202""}]","[{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10515156,Vịnh Xuân Hộ Kiên,15,15,false,70,-1,1,1255,1004,200,true,4,-1,214,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""234""},{""Symbol"":""magic_magicdefbase"",""Value"":""234""}]","[{""Symbol"":""magic_magicdef"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Thảo mộc nhập mộng, noãn đào hồi hồn. Xuân phong bất chí, hồng lục bất quy. Thử vật sơ xuân nhi sinh.<color=#00FF00><br>(Cả bộ do Lý Cơ Long của <color=#FFFF00>Quỷ Cốc<color=#00FF00> thiết kế)"
10515157,Chưa dùng,15,15,false,80,-1,2,1640,1312,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""266""},{""Symbol"":""magic_magicdefbase"",""Value"":""266""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10515158,Chưa dùng,15,15,false,90,-1,2,2240,1792,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""298""},{""Symbol"":""magic_magicdefbase"",""Value"":""298""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_dodge"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10515159,Lẫm Đông Sương Hàn Kiên,15,15,false,100,-1,1,3160,2528,200,true,4,-1,217,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""330""},{""Symbol"":""magic_magicdefbase"",""Value"":""330""}]","[{""Symbol"":""magic_magicdef"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Phong tuyết thực cốt, sương hàn tàn tâm.<color=#00FF00><br>(Cả bộ do Lý Kế Long của <color=#FFFF00>Quỷ Cốc<color=#00FF00> thiết kế)"
10515169,Đấu Mỗ Tinh Uy Kiên,15,15,false,100,-1,1,3160,2528,200,true,20,-1,220,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""330""},{""Symbol"":""magic_magicdefbase"",""Value"":""330""}]","[{""Symbol"":""magic_magicdef"",""Rate"":""100""},{""Symbol"":""magic_energy"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Đẩu mẫu thùy ái, đản thần dục tinh.<color=#00FF00><br>(Cả bộ do Lý Kế Long của <color=#FFFF00>Quỷ Cốc<color=#00FF00> thiết kế)<color=#00FF00>"
10515170,Kỳ Ảo Hộ Kiên,15,15,false,10,-1,1,30,24,200,true,4,-1,221,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""42""},{""Symbol"":""magic_magicdefbase"",""Value"":""42""}]","[{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Chiêm bỉ kỳ áo, lục trúc y y. Hữu phỉ quân tử, như thiết như tha. Vậy này sinh trưởng gần trúc. <color=#00FF00><br>(Cả bộ do Yến Phản của <color=#FFFF00>Đào Hoa Đảo<color=#00FF00> thiết kế)"
10515171,Kiêm Hà Hộ Kiên,15,15,false,50,-1,1,554,443,200,true,4,-1,225,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""170""},{""Symbol"":""magic_magicdefbase"",""Value"":""170""}]","[{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Kiêm gia thương thương, bạch lộ vi sương. Sở vị y nhân, tại thủy nhất phương. Vật này sinh ở Kiêm Hà. <color=#00FF00><br>(Cả bộ do Yến Phản của <color=#FFFF00>Đào Hoa Đảo<color=#00FF00> thiết kế)"
10515172,Chung Phong Hộ Kiên,15,15,false,70,-1,1,1255,1004,200,true,4,-1,227,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""234""},{""Symbol"":""magic_magicdefbase"",""Value"":""234""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Ngã vãn bất khả, khấp lập dĩ trữ. Chung phong bất hưu, chung vân bất lưu. Vật này sinh ra từ gió. <color=#00FF00><br>(Cả bộ do Yến Phản của <color=#FFFF00>Đào Hoa Đảo<color=#00FF00> thiết kế)"
10515173,Ngọc Cung Quế Lạc Kiên,15,15,false,100,-1,1,3160,2528,200,true,4,-1,230,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""330""},{""Symbol"":""magic_magicdefbase"",""Value"":""330""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Ngọc cung diêu diêu, quế thụ hoa lạc, tiên thiếp thái hương, bội anh thùy thùy. Vật này sinh trưởng gần Nguyệt Quế. <color=#00FF00><br>(Cả bộ do Yến Phản của <color=#FFFF00>Đào Hoa Đảo<color=#00FF00> thiết kế)"
10515174,Dao Dạ Mộng Huyền Kiên,15,15,false,100,-1,1,3160,2528,200,true,20,-1,233,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""330""},{""Symbol"":""magic_magicdefbase"",""Value"":""330""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Ngoại vật linh hóa, ly nhân tạm quy. Vật này xuất hiện về đêm. <color=#00FF00><br>(Cả bộ do Yến Phản của <color=#FFFF00>Đào Hoa Đảo<color=#00FF00> thiết kế)<br><color=#00FF00>Đến Phụng Minh Trấn tìm lệnh bài đại sứ Triệu Tử Huân để sử dụng các chức năng liên quan đến Hào Hiệp Ấn"
10515175,Tích Thời Hộ Kiên,15,15,false,10,-1,1,30,24,200,true,4,-1,234,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""42""},{""Symbol"":""magic_magicdefbase"",""Value"":""42""}]","[{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Dũng mãnh năm xưa, vẫn luôn trong tim. Vật này đại diện cho nghĩa hiệp.#r<color=#00FF00><br>(Cả bộ do Vân Kiêu của <color=#FFFF00>Tuyệt Tình<color=#00FF00> thiết kế)"
10515176,Vô Cầu Hộ Kiên,15,15,false,50,-1,1,554,443,200,true,4,-1,238,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""170""},{""Symbol"":""magic_magicdefbase"",""Value"":""170""}]","[{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Ai hiểu tâm ta, sẽ hiểu lòng ta. Vật này đại diện cho tình cảm.#r<color=#00FF00><br>(Cả bộ do Vân Kiêu của <color=#FFFF00>Tuyệt Tình<color=#00FF00> thiết kế)"
10515177,Ý Sơ Hộ Kiên,15,15,false,70,-1,1,1255,1004,200,true,4,-1,240,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""234""},{""Symbol"":""magic_magicdefbase"",""Value"":""234""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Không quên thuở đầu, ắt sẽ bền lâu. Vật này đại diện cho thuở đầu.#r<color=#00FF00><br>(Cả bộ do Vân Kiêu của <color=#FFFF00>Tuyệt Tình<color=#00FF00> thiết kế)"
10515178,Đối Ca Kiên,15,15,false,100,-1,1,3160,2528,200,true,4,-1,243,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""330""},{""Symbol"":""magic_magicdefbase"",""Value"":""330""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Hương rượu thoang thoảng, điệu nhảy chúc mừng. Vật này đại diện cho trăng sáng.#r<color=#00FF00><br>(Cả bộ do Vân Kiêu của <color=#FFFF00>Tuyệt Tình<color=#00FF00> thiết kế)"
10515179,Lạc Kỳ Vô Cùng-Kiên,15,15,false,100,-1,1,3160,2528,200,true,20,-1,246,-1,"[{""Symbol"":""magic_physdefbase"",""Value"":""330""},{""Symbol"":""magic_magicdefbase"",""Value"":""330""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","U u lộc minh, thực dã chi bình. Ngã hữu gia tân, cổ sắt xuy sinh. Vật này sinh ra từ tâm cảnh.#r<color=#00FF00><br>(Cả bộ do Vân Kiêu của <color=#FFFF00>Tuyệt Tình<color=#00FF00> thiết kế)<color=#00FF00>"
10516000,Chưa dùng,16,0,true,10,-1,2,180,144,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""117""},{""Symbol"":""magic_magicatkbase"",""Value"":""117""}]","[{""Symbol"":""magic_strength"",""Rate"":""100""}]",Chưa dùng
10516001,Chưa dùng,16,0,true,20,-1,2,540,432,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""202""},{""Symbol"":""magic_magicatkbase"",""Value"":""202""}]","[{""Symbol"":""magic_strength"",""Rate"":""100""}]",Chưa dùng
10516002,Cố Tri,16,0,true,30,-1,1,1150,920,200,true,4,-1,236,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""287""},{""Symbol"":""magic_magicatkbase"",""Value"":""287""}]","[{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Người ở đất khách, cũng là nỗi sầu. Vật này đại diện cho cố nhân.#r<color=#00FF00><br>(Cả bộ do Vân Kiêu của <color=#FFFF00>Tuyệt Tình<color=#00FF00> thiết kế)"
10516003,Chưa dùng,16,0,true,40,-1,2,1780,1424,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""373""},{""Symbol"":""magic_magicatkbase"",""Value"":""373""}]","[{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10516004,Chưa dùng,16,0,true,50,-1,2,2700,2160,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""458""},{""Symbol"":""magic_magicatkbase"",""Value"":""458""}]","[{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10516005,Thề Ước,16,0,true,60,-1,1,3850,3080,200,true,4,-1,239,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""543""},{""Symbol"":""magic_magicatkbase"",""Value"":""543""}]","[{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Tốt người tốt ta, nắm tay bước chung. Vật này đại diện cho hẹn ước.#r<color=#00FF00><br>(Cả bộ do Vân Kiêu của <color=#FFFF00>Tuyệt Tình<color=#00FF00> thiết kế)"
10516006,Chưa dùng,16,0,true,70,-1,2,5570,4456,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""628""},{""Symbol"":""magic_magicatkbase"",""Value"":""628""}]","[{""Symbol"":""magic_physatk"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10516007,Chưa dùng,16,0,true,80,-1,2,7450,5960,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""713""},{""Symbol"":""magic_magicatkbase"",""Value"":""713""}]","[{""Symbol"":""magic_physatk"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10516008,Âm Tế Thiên Lý,16,0,true,90,-1,1,9950,7960,200,true,4,-1,242,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""799""},{""Symbol"":""magic_magicatkbase"",""Value"":""799""}]","[{""Symbol"":""magic_physatk"",""Rate"":""100""},{""Symbol"":""magic_hit"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Nhất tâm bất ly, tam nhân thành chúng. Vật này sống dựa vào cây cối.#r<color=#00FF00><br>(Cả bộ do Vân Kiêu của <color=#FFFF00>Tuyệt Tình<color=#00FF00> thiết kế)"
10516009,Thính Phong Xướng Vãn,16,0,true,100,-1,1,16000,12800,200,true,4,-1,245,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""884""},{""Symbol"":""magic_magicatkbase"",""Value"":""884""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_physatk"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Dưới ánh nắng vàng, lá phong đỏ âu. Vật này đại diện cho lá phong.#r<color=#00FF00><br>(Cả bộ do Vân Kiêu của <color=#FFFF00>Tuyệt Tình<color=#00FF00> thiết kế)"
10517002,Kinh Thảo,17,0,true,30,-1,2,1150,920,200,true,4,-1,249,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""287""},{""Symbol"":""magic_magicatkbase"",""Value"":""287""}]","[{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Sinh ra giữa loạn thế, giữa gai góc máu tanh nơi Trung Nguyên. Vật này không phải binh cho đế vương, mà là vũ khí của kẻ sống sót.#r<color=#00FF00><br>(Cả bộ do Diệp Nhị Nương của <color=#FFFF00>Ác Nhân Cốc<color=#00FF00> thiết kế)"
10517005,Vụ Ảnh,17,0,true,60,-1,2,3850,3080,200,true,4,-1,252,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""543""},{""Symbol"":""magic_magicatkbase"",""Value"":""543""}]","[{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Vật này sinh giữa bóng sương mờ nhạt, vương ánh trăng tàn nơi rạng đông. Hình thể mong manh như mộng, khí tức trầm lặng như đêm cuối thu. Không hiện hình trong ánh sáng mạnh, chỉ lặng lẽ tồn tại nơi giao hòa giữa mộng và tỉnh, giữa sương và gió.#r<color=#00FF00><br>(Cả bộ do Diệp Nhị Nương của <color=#FFFF00>Ác Nhân Cốc<color=#00FF00> thiết kế)"
10517008,Mộ Trúc Đề Huyết,17,0,true,90,-1,2,9950,7960,200,true,4,-1,255,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""799""},{""Symbol"":""magic_magicatkbase"",""Value"":""799""}]","[{""Symbol"":""magic_magicatk"",""Rate"":""100""},{""Symbol"":""magic_hit"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Vật này sinh nơi đất cũ Tần nhân, hấp thụ oán khí đẫm lệ máu. Thân mang khí lạnh đêm mưa, phảng phất mùi tanh nơi gò hoang. Tựa tiếng cuốc khàn rơi máu, như lệ lão nhân nhỏ xuống giữa loạn thế - một vật không sinh vì vinh quang, mà tồn vì bi sử.#r<color=#00FF00><br>(Cả bộ do Diệp Nhị Nương của <color=#FFFF00>Ác Nhân Cốc<color=#00FF00> thiết kế)"
10517009,Khuynh Vân Tả Hải,17,0,true,100,-1,2,16000,12800,200,true,4,-1,258,-1,"[{""Symbol"":""magic_physatkbase"",""Value"":""884""},{""Symbol"":""magic_magicatkbase"",""Value"":""884""}]","[{""Symbol"":""magic_maxhp"",""Rate"":""100""},{""Symbol"":""magic_magicatk"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""},{""Symbol"":""magic_dexterity"",""Rate"":""100""}]","Vật này sinh từ sơn hải, dung chứa thế giới trong một niệm. Tựa nhỏ bé, mà ẩn uy lực khôn cùng.#r<color=#00FF00><br>(Cả bộ do Diệp Nhị Nương của <color=#FFFF00>Ác Nhân Cốc<color=#00FF00> thiết kế)"
10520000,Chưa dùng,20,7,false,10,-1,2,30,24,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""50""},{""Symbol"":""magic_dodgebase"",""Value"":""16""}]","[{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10520001,Chưa dùng,20,7,false,20,-1,2,109,87,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""90""},{""Symbol"":""magic_dodgebase"",""Value"":""30""}]","[{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10520002,Vi Đà Chi Khô,20,7,false,30,-1,1,169,135,200,true,4,-1,2,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""130""},{""Symbol"":""magic_dodgebase"",""Value"":""43""}]","[{""Symbol"":""magic_stamina"",""Rate"":""100""}]","Vi Đà, minh thực sự, phát sinh trí tuệ cố minh, đại bổn biệt vi tứ phân, vật này dựa Phật mà tồn.<color=#00FF00><br>(Cả bộ do Hồng Thái Vân của<color=#FFFFFF> <color=#FFFF00>Thiếu Lâm<color=#FFFFFF> <color=#00FF00> thiết kế)"
10520003,Chưa dùng,20,7,false,40,-1,2,331,264,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""170""},{""Symbol"":""magic_dodgebase"",""Value"":""56""}]","[{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10520004,Chưa dùng,20,7,false,50,-1,2,554,443,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""210""},{""Symbol"":""magic_dodgebase"",""Value"":""70""}]","[{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10520005,La Hán Chi Tu,20,7,false,60,-1,1,890,712,200,true,4,-1,5,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""250""},{""Symbol"":""magic_dodgebase"",""Value"":""83""}]","[{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]","Tu trì Phật pháp siêu thoát sinh tử, bất tại bộ nhập lục đạo luân hồi vi La Hán, vật này dựa Phật mà tồn.<color=#00FF00><br>(Cả bộ do Hồng Thái Vân của<color=#FFFFFF> <color=#FFFF00>Thiếu Lâm<color=#FFFFFF> <color=#00FF00> thiết kế)"
10520006,Ma Thiên Chi Luyện,20,7,false,70,-1,1,1255,1004,200,true,4,-1,6,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""290""},{""Symbol"":""magic_dodgebase"",""Value"":""96""}]","[{""Symbol"":""magic_magicdef"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]","Tam giới cộng hữu 28 thiên, Dạ Ma Thiên, dựa vào Tu Di Sơn địa giới, gọi là Địa Cự Thiên truyền thuyết chúa tể là Minh Vương, vật này dựa Phật mà tồn.<color=#00FF00><br>(Cả bộ do Hồng Thái Vân của<color=#FFFFFF> <color=#FFFF00>Thiếu Lâm<color=#FFFFFF> <color=#00FF00> thiết kế)"
10520007,Chưa dùng,20,7,false,80,-1,2,1640,1312,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""330""},{""Symbol"":""magic_dodgebase"",""Value"":""110""}]","[{""Symbol"":""magic_magicdef"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10520008,Chưa dùng,20,7,false,90,-1,2,2240,1792,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""370""},{""Symbol"":""magic_dodgebase"",""Value"":""123""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_magicdef"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]",Chưa dùng
10520009,Tâm Hàn Chi Phong,20,7,false,100,-1,1,3160,2528,200,true,4,-1,10,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""410""},{""Symbol"":""magic_dodgebase"",""Value"":""136""}]","[{""Symbol"":""magic_physdef"",""Rate"":""100""},{""Symbol"":""magic_magicdef"",""Rate"":""100""},{""Symbol"":""magic_strength"",""Rate"":""100""},{""Symbol"":""magic_stamina"",""Rate"":""100""}]","Chiết chư phiền não, hàng thuần kỳ tâm, hành giả Ba La Mật, vật này dựa Phật mà tồn.<color=#00FF00><br>(Cả bộ do Hồng Thái Vân của <color=#FFFFFF><color=#FFFF00>Thiếu Lâm <color=#FFFFFF><color=#00FF00> thiết kế)"
10520010,Chưa dùng,20,7,false,10,-1,2,30,24,200,true,4,-1,-1,-1,"[{""Symbol"":""magic_hitbase"",""Value"":""50""},{""Symbol"":""magic_dodgebase"",""Value"":""16""}]","[{""Symbol"":""magic_strength"",""Rate"":""100""}]",Chưa dùng
