ID,Name,FactionID,Type,TargetType,RequireLevel,CastRange,Property
532,Đại Phong Ca,8,Active,Self,30,0,xiaoyao_dafengge
53201,Đại Phong Ca - Cương ngạnh,-1,Auto,Enemy,1,0,xiaoyao_dafengge_child
533,Tiêu Tương Dạ Vũ,8,Active,Enemy,50,15,xiaoyao_xiaoxiangyeyu
53301,Tiêu Tương Dạ Vũ - Thất minh,-1,Auto,Enemy,1,0,xiaoyao_xiaoxiangyeyu_child
534,Vạn Hách Tùng Phong,8,Passive,Self,1,0,xiaoyao_wanxisongfeng
535,Khê Sơn Hành Lữ,8,Active,Enemy,1,15,xiaoyao_jishanxinglv
53501,Khê Sơn Hành Lữ - Hư nhược,-1,Auto,Enemy,1,0,xiaoyao_jishanxinglv_child
536,Lạc Thần Đồ,8,Active,Self,30,0,xiaoyao_leshentu
53601,Lạc Thần Đồ - Thiêu đốt,-1,Auto,Enemy,1,0,xiaoyao_leshentu_child
537,Giang Hành Sơ Tuyết,8,Active,Self,40,0,xiaoyao_jiangxingchuxue
538,Bài Sơn Đảo Hải,8,Active,Enemy,10,15,xiaoyao_baishandaohai
539,Ba Lan Bất Kinh,8,Active,Self,30,0,xiaoyao_bolanbujing
540,Kinh Đào Hãi Lãng,8,Active,Enemy,60,0,xiaoyao_jingdaohailang
541,Côn Dược Bắc Minh,8,Active,Enemy,65,15,xiaoyao_gunyaobeiming
54101,Côn Dược Bắc Minh - Chuyển hóa,-1,Auto,Self,1,0,xiaoyao_gunyaobeiming_child
542,Mặc Thủ Thành Quy,8,Active,PeacePlayer,1,15,xiaoyao_moshouchenggui
543,Diên Động Thương Minh,8,Active,PeacePlayer,1,15,xiaoyao_diandongcangming
544,Định Hải Thần Châm,8,Active,Enemy,45,0,xiaoyao_dinghaishenzhen
545,Bộ Bộ Sinh Hoa,8,Active,Self,80,0,xiaoyao_bubushenghua
54501,Bộ Bộ Sinh Hoa - Cạm bẫy,-1,Auto,Enemy,1,0,xiaoyao_bubushenghua_child
54502,Bộ Bộ Sinh Hoa - Tản công,-1,Auto,Enemy,1,0,xiaoyao_bubushenghua_child_1
546,Vũ Việt Tinh Hiện,8,Active,Enemy,1,15,eighthbook_damage_magical
547,Tử Vụ Nhiễu Tâm,8,Active,Enemy,1,15,eighthbook_control_magical
760,Liễu Phất Y,10,Active,Enemy,1,3,murong_liaofoyi
761,Khí Định Lục Hợp,10,Active,Enemy,10,0,murong_qidingluhe
762,Thiên Tăng Tuế Nguyệt,10,Active,PeacePlayer,1,15,murong_tianzengsuiyue
763,Hoàng Kiếm Cương Trường,10,Active,Enemy,45,3,murong_huangjiangangchang
764,Mạch Thượng Hành,10,Active,Self,20,0,murong_maishangxing
765,Thám Dinh Tướng Thủ,10,Active,Enemy,30,15,murong_tanyingxiangshou
766,Kích Cổ Linh,10,Active,SelfAndAlly,40,0,murong_jiguling
767,Thất Hà Ánh Nhật,10,Active,SelfAndAlly,20,0,murong_qiheyingri
768,Diệu Dương Thực Sâm,10,Active,Enemy,30,0,murong_miaoyangshiqin
769,Xuân Quang Tứ Mộc,10,Active,Self,40,15,murong_chunguangsimu
770,Lưu Vân Tụ,10,Passive,Self,1,0,murong_liuyunju
771,Trùng Vân Yếm Nhật,10,Active,Enemy,1,3,murong_zhongyunyanri
77101,Trùng Vân Yếm Nhật - Hư nhược,-1,Auto,Enemy,1,0,murong_zhongyunyanri_child
772,Súc Vân Dục Vũ,10,Active,Self,30,0,murong_suyunyuyu
77201,Súc Vân Dục Vũ - Súc khí,-1,Auto,Self,1,0,murong_suyunyuyu_child
77202,Súc Vân Dục Vũ - Định thân,-1,Auto,Self,1,0,murong_suyunyuyu_child_1
77203,Súc Vân Dục Vũ - Tản công,-1,Auto,Self,1,0,murong_suyunyuyu_child_1
77204,Súc Vân Dục Vũ - Phong huyệt,-1,Auto,Self,1,0,murong_suyunyuyu_child_1
77205,Súc Vân Dục Vũ - Thất minh,-1,Auto,Self,1,0,murong_suyunyuyu_child_1
77206,Súc Vân Dục Vũ - Tê liệt,-1,Auto,Self,1,0,murong_suyunyuyu_child_1
773,Bỉ Hành Ngã Thích,10,Active,Enemy,50,15,murong_bixingwoci
77301,Bỉ Hành Ngã Thích - Định thân,-1,Auto,Enemy,1,0,murong_bixingwoci_child_1
77302,Bỉ Hành Ngã Thích - Tản công,-1,Auto,Enemy,1,0,murong_bixingwoci_child_2
77303,Bỉ Hành Ngã Thích - Phong huyệt,-1,Auto,Enemy,1,0,murong_bixingwoci_child_3
77304,Bỉ Hành Ngã Thích - Thất minh,-1,Auto,Enemy,1,0,murong_bixingwoci_child_4
77305,Bỉ Hành Ngã Thích - Tê liệt,-1,Auto,Enemy,1,0,murong_bixingwoci_child_5
774,Ỷ Kiếm Thuật,10,Passive,Self,1,0,murong_yijianshu
775,Kiếm Tỏa Giang Sơn,10,Active,Enemy,1,3,murong_jiansuojiangshan
77501,Kiếm Tỏa Giang Sơn - Tản công,-1,Auto,Enemy,1,0,murong_jiansuojiangshan_child
776,Tâm Kiếm Giao Dung,10,Active,Self,30,0,murong_xinjianjiaoyong
77601,Tâm Kiếm Giao Dung - Hư nhược,-1,Auto,Enemy,1,0,murong_xinjianjiaoyong_child_1
77602,Tâm Kiếm Giao Dung - Tá lực,-1,Auto,Self,1,0,murong_xinjianjiaoyong_child_2
777,Tá Lực Phản Thi,10,Active,Enemy,50,15,murong_zuolifanshi
77701,Tá Lực Phản Thi - Bạo phát,-1,Auto,Enemy,1,0,murong_zuolifanshi_child
778,Tinh Hỏa Thiểm,10,Active,Enemy,10,3,murong_xinghuoshan
779,Tĩnh Tâm Quan Nguyệt,10,Active,Self,30,0,murong_jingxinguanyue
780,Tinh Hà Hồng Hấp,10,Active,Enemy,60,3,murong_xinghehongxi
78001,Tinh Hà Hồng Hấp - Định thân,-1,Auto,Enemy,1,0,murong_xinghehongxi_child
781,Hóa Khí Thức,10,Active,Enemy,65,15,murong_huaqishi
782,Cô Tô Kiếm Khách,10,Active,PeacePlayer,1,15,murong_gusujianke
784,Phá Thiên Thức,10,Active,Self,45,0,murong_potianshi
78401,Phá Thiên Thức - Kiếm trận,-1,Auto,Enemy,1,0,murong_potianshi_child_1
78402,Phá Thiên Thức - Tê liệt,-1,Auto,Enemy,1,0,murong_potianshi_child_2
785,Lăng Thần Thức,10,Active,Enemy,80,20,murong_lingshenshi
786,Độn Di Triều Lạc,10,Active,Enemy,1,3,eighthbook_damage_magical
787,Toái Châu Nhập Uyên,10,Active,Enemy,1,15,eighthbook_control_magical
800,Lưu Vân Tiễn,11,Active,Enemy,1,15,tangmen_liuyunshi
801,Vạn Tiễn Tề Phát,11,Active,Enemy,10,15,tangmen_wanjianjifa
802,Tẩy Kinh Phạt Mạch,11,Active,PeacePlayer,1,15,tangmen_xijingfamai
803,Cửu Thiên Lãm Nguyệt,11,Active,Enemy,45,15,tangmen_jiutianlanyue
804,Phù Quang Lược Ảnh,11,Active,Self,20,20,tangmen_fuguanglueying
80401,Phù Quang Lược Ảnh - Tăng tốc,-1,Auto,Self,1,0,tangmen_fuguanglueying_child
805,Bạo Vũ Lê Hoa Châm,11,Active,Enemy,30,15,tangmen_baoyulihuazhen
806,Đồng Thành Thiết Bích,11,Active,SelfAndAlly,40,0,tangmen_tongchengtiebi
807,Lực Tích Thái Hư,11,Active,Self,20,0,tangmen_lijitaixu
808,Quỷ Mị Tùy Hành,11,Active,SelfAndAlly,30,0,tangmen_guimisuixing
809,Duy Tâm Sở Dục,11,Active,Self,40,0,tangmen_weixinsuoyu
810,Hộ Tâm Kính,11,Passive,Self,1,0,tangmen_huxinjing
811,Thiết Tật Lê,11,Active,Enemy,1,15,tangmen_tiejili
81101,Thiết Tật Lê - Hư nhược,-1,Auto,Enemy,1,0,tangmen_tiejili_child
812,Thôi Tiễn Thức,11,Active,Self,30,0,tangmen_tuijianshi
813,Nhuyễn Vị Tiên Thân,11,Active,Self,50,0,tangmen_ruanweixianshen
814,Thiên Cơ Nỗ,11,Passive,Self,1,0,tangmen_tianjinv
815,Nhất Hiệp Chướng Mục,11,Active,Enemy,1,15,tangmen_yixiezhangmu
81501,Nhất Hiệp Chướng Mục - Thất minh,-1,Auto,Enemy,1,0,tangmen_yixiezhangmu_child
816,Chấn Tiễn Thức,11,Active,Self,30,0,tangmen_zhenjianshi
817,Phong Lôi Vạn Quân,11,Active,Enemy,50,20,tangmen_fengleiwanjun
818,Thiên Nữ Tán Hoa,11,Active,Enemy,10,15,tangmen_tiannvzanhua
819,Băng Tiêu Đồng Thích,11,Active,Self,30,0,tangmen_bingxiaotongti
820,Hàm Sa Xạ Ảnh,11,Active,Self,60,0,tangmen_hanshasheying
82001,Hàm Sa Xạ Ảnh - Thất minh,-1,Auto,Enemy,1,0,tangmen_hanshasheying_child
821,Khôi Lỗi Hương,11,Active,Enemy,65,0,tangmen_kuileixiang
82101,Khôi Lỗi Hương - Định thân,-1,Auto,Enemy,1,0,tangmen_kuileixiang_child
822,Khổng Tước Linh,11,Active,Enemy,45,15,tangmen_kongqueling
823,Thập Phương Câu Diệt,11,Active,Self,80,0,tangmen_shifanggoumie
82301,Thập Phương Câu Diệt - Hội tâm,-1,Auto,Self,1,0,tangmen_shifanggoumie_child
824,Lạc Nhật Truy Tinh,11,Active,Enemy,1,15,eighthbook_damage_magical
825,Lục Hợp Cấm Vực,11,Active,Enemy,1,15,eighthbook_control_magical
826,Ảnh Tử Thích Khách,11,Active,PeacePlayer,1,15,tangmen_yingzicike
830,Càn Khôn Dẫn,12,Active,Enemy,1,15,guigu_qiankunyin
831,Thái Thượng Vong Tình,12,Active,Enemy,10,15,guigu_taishangwangqing
832,Tạo Hóa Tam Sinh,12,Active,PeacePlayer,1,15,guigu_zaohuasansheng
833,Nhất Khí Tam Thanh,12,Active,Enemy,45,15,guigu_yiqisanqing
834,Phù Dao Trực Thượng,12,Active,Self,20,0,guigu_fuyaozhishang
835,Đào Nhiên Nhất Túy,12,Active,Enemy,30,15,guigu_taoranyizui
836,Bão Nguyên Thủ Nhất,12,Active,SelfAndAlly,40,0,guigu_baoyuanshouyi
837,Huỳnh Hoặc Thủ Tâm,12,Active,Enemy,20,15,guigu_yinghuoshouxin
83701,Huỳnh Hoặc Thủ Tâm - Thiêu đốt,-1,Auto,Enemy,1,0,guigu_yinghuoshouxin_child
838,Tụ Tinh Trận - Trường Sinh,12,Active,SelfAndAlly,30,0,guigu_juxingzhen_changsheng
83801,Tụ Tinh Trận - Trường Sinh - Phục hồi,-1,Auto,SelfAndAlly,1,0,guigu_juxingzhen_changsheng_child
839,Tuyệt Tinh Trận - Phá Quân,12,Active,Enemy,40,0,guigu_juexingzhen_pojun
83901,Tuyệt Tinh Trận - Phá Quân - Hư nhược,-1,Auto,Enemy,1,0,guigu_juexingzhen_pojun_child
840,Bất Diệt Thân,12,Passive,Self,1,0,guigu_bumieshen
841,Vị Lão Tiên Suy,12,Active,Enemy,1,15,guigu_weilaoxianshuai
84101,Vị Lão Tiên Suy - Hư nhược,-1,Auto,Enemy,1,0,guigu_weilaoxianshuai_child
842,Tiêu Dao Du,12,Active,Self,30,0,guigu_xiaoyaoyou
843,Ngũ Khí Triều Nguyên,12,Active,Self,50,0,guigu_wuqichaoyuan
844,Đạo Pháp Tâm,12,Passive,Self,1,0,guigu_daofaxin
845,Phong Vân Phản Phúc,12,Active,Enemy,1,15,guigu_fengyunfanfu
84501,Phong Vân Phản Phúc - Tản công,-1,Auto,Enemy,1,0,guigu_fengyunfanfu_child
846,Ý Tung Hoành,12,Active,Self,30,0,guigu_yizongheng
847,Tụ Tinh Trận - Âm Dương,12,Active,SelfAndAlly,50,0,guigu_juxingzhen_yinyang
84701,Tụ Tinh Trận - Âm Dương - Hỗ trợ,-1,Auto,SelfAndAlly,1,0,guigu_juxingzhen_yinyang_child
848,Thanh Khê Trường Ca,12,Active,Enemy,10,0,guigu_qingxichangge
849,Thiên Nhân Hợp Nhất,12,Active,Self,30,0,guigu_tianrenheyi
850,Trích Tiên Mộng Ảnh,12,Active,Self,60,0,guigu_zhexianmengying
851,Tuyệt Tinh Trận - Thất Sát,12,Active,Enemy,65,0,guigu_juexingzhen_qisha
85101,Tuyệt Tinh Trận - Thất Sát - Cương ngạnh,-1,Auto,Enemy,1,0,guigu_juexingzhen_qisha_child
852,Súc Địa Thành Thốn,12,Active,Self,45,15,guigu_suodichengcun
853,Tuyệt Tinh Trận - Tham Lang,12,Active,SelfAndAlly,80,0,guigu_juexingzhen_tanlang
85301,Tuyệt Tinh Trận - Tham Lang - Hỗ trợ,-1,Auto,SelfAndAlly,1,0,guigu_juexingzhen_tanlang_child
854,Vạn Túc Thần Quang,12,Active,Enemy,1,15,eighthbook_damage_magical
855,Bộ Canh Đạp Đẩu,12,Active,Enemy,1,15,eighthbook_control_magical
856,Thái Cực Thần Công,12,Active,PeacePlayer,1,15,guigu_taijishengong
900,Nhã Tụng Chi Âm,13,Active,Enemy,1,15,taohua_yasongzhiyin
901,Bát Liệt Chi Vũ,13,Active,Enemy,10,15,taohua_baliezhiwu
90101,Ám Thương,-1,Auto,Enemy,1,0,taohua_anshang
90102,Giảm Thương,-1,Auto,Self,1,0,taohua_jianshang
902,Trịnh Vĩ Chi Khúc,13,Active,PeacePlayer,1,15,taohua_zhengweizhiqu
903,Nhân Chi Khả Tru,13,Active,Enemy,45,15,taohua_renzhikezhu
904,Lạc Mã Quy Yên,13,Active,Self,10,0,taohua_lemaguian
90401,Lạc Mã Quy Yên - Tê liệt,-1,Auto,Enemy,1,0,taohua_lemaguian_child
905,Khứ Trí Khứ Cổ,13,Active,Enemy,30,15,taohua_quzhiqugu
906,Liễm Cơ Khứ Cổ,13,Active,Self,40,0,taohua_lianqiyuyi
90601,Liễm Cơ Khứ Cổ - Tê liệt,-1,Auto,Enemy,1,0,taohua_lianqiyuyi_child
907,Mưu Động Can Qua,13,Active,Self,20,0,taohua_moudonggange
90701,Mưu Động Can Qua - Tê liệt,-1,Auto,Enemy,1,0,taohua_moudonggange_child
908,Tần Hoàng Đông Khán,13,Active,Self,30,15,taohua_qinhuangdongqian
90801,Tần Hoàng Đông Khán - Hỗ trợ,-1,Auto,Self,1,0,taohua_qinhuangdongqian_child
909,Cao Đường Vân Tán,13,Active,Enemy,40,0,taohua_gaotangyunsan
90901,Cao Đường Vân Tán - Hư nhược,-1,Auto,Enemy,1,0,taohua_gaotangyunsan_child
910,Cơ Mệnh Duy Tân,13,Passive,Self,1,0,taohua_qimingweixin
911,Nhật Nguyệt Chi Minh,13,Active,Enemy,1,15,taohua_riyuezhiming
91101,Nhật Nguyệt Chi Minh - Cương ngạnh,-1,Auto,Enemy,1,0,taohua_riyuezhiming_child
912,Nhân Dĩ Thủ Bản,13,Active,Self,30,0,taohua_renyishouben
913,Tiêu Hồi Trú Chuyển,13,Active,Self,50,0,taohua_xiaohuizhouzhuan
914,Hình Phạt Hữu Lý,13,Passive,Self,1,0,taohua_xingfayouli
915,Tội Nhân Bất Oán,13,Active,Enemy,1,15,taohua_zuirenbuyuan
91501,Tội Nhân Bất Oán - Tê liệt,-1,Auto,Enemy,1,0,taohua_zuirenbuyuan_child
916,Chiến Khả Đắc Uy,13,Active,Self,30,0,taohua_zhankedewei
91601,Chiến Khả Đắc Uy - Hội tâm,-1,Auto,Self,1,0,taohua_zhankedewei_child
917,Dĩ Chiến Chỉ Chiến,13,Active,Self,50,0,taohua_yizhanzhizhan
918,Lục Hợp Đồng Phong,13,Active,Enemy,10,15,taohua_luhedongfeng
919,Giải Ngã Tâm Ưu,13,Active,Self,30,0,taohua_jiewoxinyou
920,Trác Ca Trung Lưu,13,Active,Enemy,60,15,taohua_zhegezhongliu
92001,Trác Ca Trung Lưu - Hư nhược,-1,Auto,Enemy,1,0,taohua_zhegezhongliu_child
921,Khổ Trú Đoạn,13,Active,Self,45,0,taohua_kuzhouduan
92101,Khổ Trú Đoạn - Phục hồi,-1,Auto,Self,1,0,taohua_kuzhouduan_child
922,Khuyến Quân Tửu,13,Active,Enemy,65,15,taohua_quanjunjiu
92201,Khuyến Quân Tửu - Cương ngạnh,-1,Auto,Enemy,1,0,taohua_quanjunjiu_child_1
92202,Khuyến Quân Tửu - Tản công,-1,Auto,Enemy,1,0,taohua_quanjunjiu_child_2
923,Bách Xuyên Nhập Hải,13,Active,Self,80,0,taohua_baichuanruhai
92301,Bách Xuyên Nhập Hải - Phục hồi,-1,Auto,Self,1,0,taohua_baichuanruhai_child
924,Lương Dạ Du,13,Active,Enemy,1,15,eighthbook_damage_physical
925,Hồ Sinh Vân Diệt,13,Active,Enemy,1,15,eighthbook_control_physical
926,Tiêu Kiếm Chi Âm,13,Active,Self,1,0,taohua_xiaojianzhiyin
927,Phi Hành Viễn Khứ,13,Active,Self,1,0,taohua_feixingyuanqu
92701,Phi Hành Viễn Khứ - Tê liệt,-1,Auto,Enemy,1,0,taohua_feixingyuanqu_child
930,Dư Âm Diệu Diệu,100,Active,Enemy,1,15,mantuo_yuyinniaoniao
931,Hàn Giang Tuyết,100,Active,Enemy,10,15,mantuo_hanjiangxue
93101,Hàn Giang Tuyết - Cương ngạnh,-1,Auto,Enemy,1,0,mantuo_hanjiangxue_child
932,Vọng Xuyên Thu Thủy,100,Active,PeacePlayer,1,15,mantuo_wangchuanqiushui
933,Kiệt Thạch Điệu,100,Active,Enemy,45,15,mantuo_jieshidiao
934,Liệt Tử Ngự Phong,100,Active,Self,20,15,mantuo_lieziyufeng
935,Túy Hoa - Phương Phỉ Thì,100,Active,Enemy,30,15,mantuo_zuihuafangfeishi
93501,Túy Hoa - Phương Phỉ Thì - Tê liệt,-1,Auto,Enemy,1,0,mantuo_zuihuafangfeishi_child
936,Thiên Phong Hoàn Phối,100,Active,SelfAndAlly,40,0,mantuo_tianfenghuanpei
937,Niêm Hoa - Nhãn Nhi Mị,100,Active,Enemy,20,15,mantuo_nianhuayanermei
93701,Niêm Hoa - Nhãn Nhi Mị - Sơ hở,-1,Auto,Enemy,1,0,mantuo_nianhuayanermei_child
938,Táng Hoa - Mộ Xuân Ngâm,100,Active,Enemy,30,15,mantuo_zanghuamuchunyin
939,Lương Phong Hữu Tín,100,Active,Enemy,40,15,mantuo_liangfengyouxin
93901,Lương Phong Hữu Tín - Phục hồi,-1,Auto,Self,1,0,mantuo_liangfengyouxin_child
940,Tâm Vô Bàng Vụ,100,Passive,Self,1,0,mantuo_xinwupangwu
941,Trường Tương Tư,100,Active,Enemy,1,15,mantuo_changxiangsi
94101,Trường Tương Tư - Suy yếu,-1,Auto,Enemy,1,0,mantuo_changxiangsi_child
942,Bão Hương Chi Đầu,100,Active,Self,30,0,mantuo_baoxiangzhitou
94201,Bão Hương Chi Đầu - Phục hồi,-1,Auto,Self,1,0,mantuo_baoxiangzhitou_child
943,Thập Hoa - Lạc Hồng Hữu Tình,100,Active,Self,50,0,mantuo_shihualuohongyouqing
944,Trác Cầm Pháp Thức,100,Passive,Self,1,0,mantuo_zhuoqinfashi
945,Như Mộng Lệnh,100,Active,Enemy,1,15,mantuo_rumengling
94501,Như Mộng Lệnh - Thất minh,-1,Auto,Enemy,1,0,mantuo_rumengling_child
946,Nhất Khúc Xuân Hiểu,100,Active,Self,30,0,mantuo_yiquchunxiao
94601,Mạn Đà La Hoa,-1,Auto,Self,1,0,mantuo_yiquchunxiao_child
947,Tẩm Viên Xuân,100,Active,Self,50,0,mantuo_qinyuanchun
948,Tịnh Đế Sinh,100,Active,Self,10,0,mantuo_bingdisheng
949,Phong Nhập Tùng,100,Active,Self,30,0,mantuo_fengrusong
950,Quảng Lăng Tán,100,Active,Enemy,60,15,mantuo_guanglingsan
95001,Quảng Lăng Tán - Phát kích,-1,Auto,Enemy,1,0,mantuo_guanglingsan_child
951,Vấn Hoa - Vô Kế Lưu Xuân,100,Active,Enemy,45,15,mantuo_wenhuawujiliuchun
95101,Vấn Hoa - Vô Kế Lưu Xuân - Hư nhược,-1,Auto,Enemy,1,0,mantuo_wenhuawujiliuchun_child
952,Huyền Lộng Hoa Ảnh,100,Active,Enemy,65,15,mantuo_xiannonghuaying
95201,Hoa Ảnh,-1,Auto,Self,1,0,mantuo_xiannonghuaying_child
953,Phi Hoa - Loạn Hồng Thâm Xứ,100,Active,Self,80,0,mantuo_feihualuanhongshenchu
95301,Phi Hoa - Loạn Hồng Thâm Xứ - Hấp huyết,-1,Auto,Enemy,1,0,mantuo_feihualuanhongshenchu_child
95302,Phi Hoa - Loạn Hồng Thâm Xứ - Làm chậm,-1,Auto,Enemy,1,0,mantuo_feihualuanhongshenchu_child_2
95303,Phi Hoa - Loạn Hồng Thâm Xứ - Tê liệt,-1,Auto,Enemy,1,0,mantuo_feihualuanhongshenchu_child_3
