ID,Name,Type,Style,FactionID,BookID,RequireLevel,RequireWeapon,IsDamageSkill,TargetType,CastRange,AttackRadius,ProgressTime,CooldownGroup,Property,Tag
133,Thanh Dã Chi Hồn (Cấp 3),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_flute_lv3,NO_RESET
134,Thanh Dã Chi Hồn (Cấp 4),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_flute_lv4,NO_RESET
135,Thanh Dã Chi Hồn (Cấp 5),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_flute_lv5,NO_RESET
136,Cầm Sắt Chi Hồn (Cấp 1),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_zither_lv1,NO_RESET
137,Cầm Sắt Chi Hồn (Cấp 2),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_zither_lv2,NO_RESET
138,Cầm Sắt Chi Hồn (Cấp 3),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_zither_lv3,NO_RESET
139,Cầm Sắt Chi Hồn (Cấp 4),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_zither_lv4,NO_RESET
140,Cầm Sắt Chi Hồn (Cấp 5),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_zither_lv5,NO_RESET
166,Để Nhận Chi Hồn (Cấp 1),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_blade_lv1,NO_RESET
167,Để Nhận Chi Hồn (Cấp 2),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_blade_lv2,NO_RESET
168,Để Nhận Chi Hồn (Cấp 3),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_blade_lv3,NO_RESET
169,Để Nhận Chi Hồn (Cấp 4),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_blade_lv4,NO_RESET
170,Để Nhận Chi Hồn (Cấp 5),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_blade_lv5,NO_RESET
246,Bất Cơ Chi Hồn (Cấp 1),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_sickle_lv1,NO_RESET
247,Bất Cơ Chi Hồn (Cấp 2),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_sickle_lv2,NO_RESET
248,Bất Cơ Chi Hồn (Cấp 3),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_sickle_lv3,NO_RESET
249,Bất Cơ Chi Hồn (Cấp 4),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_sickle_lv4,NO_RESET
250,Bất Cơ Chi Hồn (Cấp 5),Passive,None,-4,-1,30,false,false,Self,0,0,0,4,soul_first_skill_weapon_sickle_lv5,NO_RESET
141,Ngưng Lực Chi Hồn (Cấp 1),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_strength_lv1,NO_RESET
142,Ngưng Lực Chi Hồn (Cấp 2),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_strength_lv2,NO_RESET
143,Ngưng Lực Chi Hồn (Cấp 3),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_strength_lv3,NO_RESET
144,Ngưng Lực Chi Hồn (Cấp 4),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_strength_lv4,NO_RESET
145,Ngưng Lực Chi Hồn (Cấp 5),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_strength_lv5,NO_RESET
146,Tụ Linh Chi Hồn (Cấp 1),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_energy_lv1,NO_RESET
147,Tụ Linh Chi Hồn (Cấp 2),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_energy_lv2,NO_RESET
148,Tụ Linh Chi Hồn (Cấp 3),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_energy_lv3,NO_RESET
149,Tụ Linh Chi Hồn (Cấp 4),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_energy_lv4,NO_RESET
150,Tụ Linh Chi Hồn (Cấp 5),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_energy_lv5,NO_RESET
151,Cường Thể Chi Hồn (Cấp 1),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_stamina_lv1,NO_RESET
152,Cường Thể Chi Hồn (Cấp 2),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_stamina_lv2,NO_RESET
153,Cường Thể Chi Hồn (Cấp 3),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_stamina_lv3,NO_RESET
154,Cường Thể Chi Hồn (Cấp 4),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_stamina_lv4,NO_RESET
155,Cường Thể Chi Hồn (Cấp 5),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_stamina_lv5,NO_RESET
156,Cố Định Chi Hồn (Cấp 1),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_intelligence_lv1,NO_RESET
157,Cố Định Chi Hồn (Cấp 2),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_intelligence_lv2,NO_RESET
158,Cố Định Chi Hồn (Cấp 3),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_intelligence_lv3,NO_RESET
159,Cố Định Chi Hồn (Cấp 4),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_intelligence_lv4,NO_RESET
160,Cố Định Chi Hồn (Cấp 5),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_intelligence_lv5,NO_RESET
161,Du Thân Chi Hồn (Cấp 1),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_dexterity_lv1,NO_RESET
162,Du Thân Chi Hồn (Cấp 2),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_dexterity_lv2,NO_RESET
163,Du Thân Chi Hồn (Cấp 3),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_dexterity_lv3,NO_RESET
164,Du Thân Chi Hồn (Cấp 4),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_dexterity_lv4,NO_RESET
165,Du Thân Chi Hồn (Cấp 5),Active,SingleTargetBuff,-5,-1,60,false,false,Self,0,0,0,5,soul_second_skill_dexterity_lv5,NO_RESET
171,Cương Mãnh Trọng Kích (Cấp 1),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_physical_lv1,NO_RESET
172,Cương Mãnh Trọng Kích (Cấp 2),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_physical_lv2,NO_RESET
173,Cương Mãnh Trọng Kích (Cấp 3),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_physical_lv3,NO_RESET
174,Cương Mãnh Trọng Kích (Cấp 4),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_physical_lv4,NO_RESET
175,Cương Mãnh Trọng Kích (Cấp 5),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_physical_lv5,NO_RESET
176,Nhu Xà Đột Tập (Cấp 1),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_magic_lv1,NO_RESET
177,Nhu Xà Đột Tập (Cấp 2),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_magic_lv2,NO_RESET
178,Nhu Xà Đột Tập (Cấp 3),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_magic_lv3,NO_RESET
179,Nhu Xà Đột Tập (Cấp 4),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_magic_lv4,NO_RESET
180,Nhu Xà Đột Tập (Cấp 5),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_magic_lv5,NO_RESET
181,Hàn Băng Xuyên Thích (Cấp 1),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_ice_lv1,NO_RESET
182,Hàn Băng Xuyên Thích (Cấp 2),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_ice_lv2,NO_RESET
183,Hàn Băng Xuyên Thích (Cấp 3),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_ice_lv3,NO_RESET
184,Hàn Băng Xuyên Thích (Cấp 4),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_ice_lv4,NO_RESET
185,Hàn Băng Xuyên Thích (Cấp 5),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_ice_lv5,NO_RESET
186,Liệt Diệm Chước Thân (Cấp 1),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_fire_lv1,NO_RESET
187,Liệt Diệm Chước Thân (Cấp 2),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_fire_lv2,NO_RESET
188,Liệt Diệm Chước Thân (Cấp 3),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_fire_lv3,NO_RESET
189,Liệt Diệm Chước Thân (Cấp 4),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_fire_lv4,NO_RESET
190,Liệt Diệm Chước Thân (Cấp 5),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_fire_lv5,NO_RESET
191,Thiên Lôi Oanh Đỉnh (Cấp 1),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_light_lv1,NO_RESET
192,Thiên Lôi Oanh Đỉnh (Cấp 2),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_light_lv2,NO_RESET
193,Thiên Lôi Oanh Đỉnh (Cấp 3),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_light_lv3,NO_RESET
194,Thiên Lôi Oanh Đỉnh (Cấp 4),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_light_lv4,NO_RESET
195,Thiên Lôi Oanh Đỉnh (Cấp 5),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_light_lv5,NO_RESET
196,Vụ Hủ Thực Độc (Cấp 1),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_poison_lv1,NO_RESET
197,Vụ Hủ Thực Độc (Cấp 2),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_poison_lv2,NO_RESET
198,Vụ Hủ Thực Độc (Cấp 3),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_poison_lv3,NO_RESET
199,Vụ Hủ Thực Độc (Cấp 4),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_poison_lv4,NO_RESET
200,Vụ Hủ Thực Độc (Cấp 5),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_poison_lv5,NO_RESET
201,Lôi Đình Mãnh Kích (Cấp 1),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_direct_lv1,NO_RESET
202,Lôi Đình Mãnh Kích (Cấp 2),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_direct_lv2,NO_RESET
203,Lôi Đình Mãnh Kích (Cấp 3),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_direct_lv3,NO_RESET
204,Lôi Đình Mãnh Kích (Cấp 4),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_direct_lv4,NO_RESET
205,Lôi Đình Mãnh Kích (Cấp 5),Active,RangedSingleTarget,-6,-1,90,true,true,Enemy,20,0,0,6,soul_third_skill_direct_lv5,NO_RESET
211,Diệt Thế Bát Phương (Cấp 1),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_physical_lv1,NO_RESET
212,Diệt Thế Bát Phương (Cấp 2),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_physical_lv2,NO_RESET
213,Diệt Thế Bát Phương (Cấp 3),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_physical_lv3,NO_RESET
214,Diệt Thế Bát Phương (Cấp 4),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_physical_lv4,NO_RESET
215,Diệt Thế Bát Phương (Cấp 5),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_physical_lv5,NO_RESET
216,Tuyệt Cảnh Tàn Sát (Cấp 1),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_magic_lv1,NO_RESET
217,Tuyệt Cảnh Tàn Sát (Cấp 2),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_magic_lv2,NO_RESET
218,Tuyệt Cảnh Tàn Sát (Cấp 3),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_magic_lv3,NO_RESET
219,Tuyệt Cảnh Tàn Sát (Cấp 4),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_magic_lv4,NO_RESET
220,Tuyệt Cảnh Tàn Sát (Cấp 5),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_magic_lv5,NO_RESET
221,Băng Phong Vạn Lý (Cấp 1),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_ice_lv1,NO_RESET
222,Băng Phong Vạn Lý (Cấp 2),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_ice_lv2,NO_RESET
223,Băng Phong Vạn Lý (Cấp 3),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_ice_lv3,NO_RESET
224,Băng Phong Vạn Lý (Cấp 4),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_ice_lv4,NO_RESET
225,Băng Phong Vạn Lý (Cấp 5),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_ice_lv5,NO_RESET
226,Thiên Hỏa Liêu Nguyên (Cấp 1),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_fire_lv1,NO_RESET
227,Thiên Hỏa Liêu Nguyên (Cấp 2),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_fire_lv2,NO_RESET
228,Thiên Hỏa Liêu Nguyên (Cấp 3),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_fire_lv3,NO_RESET
229,Thiên Hỏa Liêu Nguyên (Cấp 4),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_fire_lv4,NO_RESET
230,Thiên Hỏa Liêu Nguyên (Cấp 5),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_fire_lv5,NO_RESET
231,Cuồng Lôi Thiên Giáng (Cấp 1),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_light_lv1,NO_RESET
232,Cuồng Lôi Thiên Giáng (Cấp 2),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_light_lv2,NO_RESET
233,Cuồng Lôi Thiên Giáng (Cấp 3),Active,MultipleTargetsAroundSelf,-6,-1,90,true,true,Enemy,0,7,0,6,soul_forth_skill_light_lv3,NO_RESET
