ID,CooldownGroup,Name,ShortDescription,Description,Icon,ActionID,PrecastActionID,FinishActionID,PrecastFx,CastFx,FlyFx,ExplodeFx,BuffFx,ChainingSourceFx,ChainingTargetFx,ChainingFx,Type,Style,FactionID,BookID,CanDirectlyStudy,RequireLevel,RequireWeapon,IsDamageSkill,CastRange,AttackRadius,AnimationDuration,TargetType,ProgressTime,MissileSpeed,MissileCount,FixedHitRate,FixedCritRate,ShowSkillNameWhenUse,Property,Tag,ProgressFluction
5002011,-1,Huyền Pháp Hóa Kinh - Hóa Kinh (Cấp 1),,Tăng công kích thuộc tính cho bản thân.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_xuanfahuajin_child_lv1,,20
5002012,-1,Huyền Pháp Hóa Kinh - Hóa Kinh (Cấp 2),,Tăng công kích thuộc tính cho bản thân.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_xuanfahuajin_child_lv2,,20
5002013,-1,Huyền Pháp Hóa Kinh - Hóa Kinh (Cấp 3),,Tăng công kích thuộc tính cho bản thân.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_xuanfahuajin_child_lv3,,20
5002014,-1,Huyền Pháp Hóa Kinh - Hóa Kinh (Cấp 4),,Tăng công kích thuộc tính cho bản thân.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_xuanfahuajin_child_lv4,,20
5002015,-1,Huyền Pháp Hóa Kinh - Hóa Kinh (Cấp 5),,Tăng công kích thuộc tính cho bản thân.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_xuanfahuajin_child_lv5,,20
5002016,-1,Huyền Pháp Hóa Kinh - Hóa Kinh (Cấp 6),,Tăng công kích thuộc tính cho bản thân.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_xuanfahuajin_child_lv6,,20
5002017,-1,Huyền Pháp Hóa Kinh - Hóa Kinh (Cấp 7),,Tăng công kích thuộc tính cho bản thân.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_xuanfahuajin_child_lv7,,20
5002018,-1,Huyền Pháp Hóa Kinh - Hóa Kinh (Cấp 8),,Tăng công kích thuộc tính cho bản thân.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_xuanfahuajin_child_lv8,,20
5002019,-1,Huyền Pháp Hóa Kinh - Hóa Kinh (Cấp 9),,Tăng công kích thuộc tính cho bản thân.,Buff16_13,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_xuanfahuajin_child_lv9,,20
50031,-1,Bách Độc Hóa Kinh (Cấp 1),Bị động,"Tấn công có xác suất kích hoạt Hóa kinh hệ Độc, tăng Độc công trong thời gian ngắn.",Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_baiduhuajin_lv1,,20
50032,-1,Bách Độc Hóa Kinh (Cấp 2),Bị động,"Tấn công có xác suất kích hoạt Hóa kinh hệ Độc, tăng Độc công trong thời gian ngắn.",Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_baiduhuajin_lv2,,20
50033,-1,Bách Độc Hóa Kinh (Cấp 3),Bị động,"Tấn công có xác suất kích hoạt Hóa kinh hệ Độc, tăng Độc công trong thời gian ngắn.",Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_baiduhuajin_lv3,,20
50034,-1,Bách Độc Hóa Kinh (Cấp 4),Bị động,"Tấn công có xác suất kích hoạt Hóa kinh hệ Độc, tăng Độc công trong thời gian ngắn.",Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_baiduhuajin_lv4,,20
50035,-1,Bách Độc Hóa Kinh (Cấp 5),Bị động,"Tấn công có xác suất kích hoạt Hóa kinh hệ Độc, tăng Độc công trong thời gian ngắn.",Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_baiduhuajin_lv5,,20
50036,-1,Bách Độc Hóa Kinh (Cấp 6),Bị động,"Tấn công có xác suất kích hoạt Hóa kinh hệ Độc, tăng Độc công trong thời gian ngắn.",Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_baiduhuajin_lv6,,20
50037,-1,Bách Độc Hóa Kinh (Cấp 7),Bị động,"Tấn công có xác suất kích hoạt Hóa kinh hệ Độc, tăng Độc công trong thời gian ngắn.",Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_baiduhuajin_lv7,,20
50038,-1,Bách Độc Hóa Kinh (Cấp 8),Bị động,"Tấn công có xác suất kích hoạt Hóa kinh hệ Độc, tăng Độc công trong thời gian ngắn.",Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_baiduhuajin_lv8,,20
50039,-1,Bách Độc Hóa Kinh (Cấp 9),Bị động,"Tấn công có xác suất kích hoạt Hóa kinh hệ Độc, tăng Độc công trong thời gian ngắn.",Buff16_14,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_baiduhuajin_lv9,,20
5003011,-1,Bách Độc Hóa Kinh - Hóa Kinh (Cấp 1),,Tăng công kích thuộc tính cho bản thân.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_baiduhuajin_child_lv1,,20
5003012,-1,Bách Độc Hóa Kinh - Hóa Kinh (Cấp 2),,Tăng công kích thuộc tính cho bản thân.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_baiduhuajin_child_lv2,,20
5003013,-1,Bách Độc Hóa Kinh - Hóa Kinh (Cấp 3),,Tăng công kích thuộc tính cho bản thân.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_baiduhuajin_child_lv3,,20
5003014,-1,Bách Độc Hóa Kinh - Hóa Kinh (Cấp 4),,Tăng công kích thuộc tính cho bản thân.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_baiduhuajin_child_lv4,,20
5003015,-1,Bách Độc Hóa Kinh - Hóa Kinh (Cấp 5),,Tăng công kích thuộc tính cho bản thân.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_baiduhuajin_child_lv5,,20
5003016,-1,Bách Độc Hóa Kinh - Hóa Kinh (Cấp 6),,Tăng công kích thuộc tính cho bản thân.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_baiduhuajin_child_lv6,,20
5003017,-1,Bách Độc Hóa Kinh - Hóa Kinh (Cấp 7),,Tăng công kích thuộc tính cho bản thân.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_baiduhuajin_child_lv7,,20
5003018,-1,Bách Độc Hóa Kinh - Hóa Kinh (Cấp 8),,Tăng công kích thuộc tính cho bản thân.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_baiduhuajin_child_lv8,,20
5003019,-1,Bách Độc Hóa Kinh - Hóa Kinh (Cấp 9),,Tăng công kích thuộc tính cho bản thân.,Buff16_14,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_baiduhuajin_child_lv9,,20
50041,-1,Liễm Thần Quan Quang (Cấp 1),Bị động,Tấn công có xác suất làm mục tiêu giảm Chính xác trong thời gian ngắn.,Buff16_3,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lianshenguanguang_lv1,,20
50042,-1,Liễm Thần Quan Quang (Cấp 2),Bị động,Tấn công có xác suất làm mục tiêu giảm Chính xác trong thời gian ngắn.,Buff16_3,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lianshenguanguang_lv2,,20
50043,-1,Liễm Thần Quan Quang (Cấp 3),Bị động,Tấn công có xác suất làm mục tiêu giảm Chính xác trong thời gian ngắn.,Buff16_3,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lianshenguanguang_lv3,,20
50044,-1,Liễm Thần Quan Quang (Cấp 4),Bị động,Tấn công có xác suất làm mục tiêu giảm Chính xác trong thời gian ngắn.,Buff16_3,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lianshenguanguang_lv4,,20
50045,-1,Liễm Thần Quan Quang (Cấp 5),Bị động,Tấn công có xác suất làm mục tiêu giảm Chính xác trong thời gian ngắn.,Buff16_3,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lianshenguanguang_lv5,,20
50046,-1,Liễm Thần Quan Quang (Cấp 6),Bị động,Tấn công có xác suất làm mục tiêu giảm Chính xác trong thời gian ngắn.,Buff16_3,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lianshenguanguang_lv6,,20
50047,-1,Liễm Thần Quan Quang (Cấp 7),Bị động,Tấn công có xác suất làm mục tiêu giảm Chính xác trong thời gian ngắn.,Buff16_3,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lianshenguanguang_lv7,,20
50048,-1,Liễm Thần Quan Quang (Cấp 8),Bị động,Tấn công có xác suất làm mục tiêu giảm Chính xác trong thời gian ngắn.,Buff16_3,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lianshenguanguang_lv8,,20
50049,-1,Liễm Thần Quan Quang (Cấp 9),Bị động,Tấn công có xác suất làm mục tiêu giảm Chính xác trong thời gian ngắn.,Buff16_3,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_lianshenguanguang_lv9,,20
5004011,-1,Liễm Thần Quan Quang - Suy Thần (Cấp 1),,Làm giảm Chính xác của mục tiêu.,Buff16_3,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,heroicorder_lianshenguanguang_child_lv1,,20
5004012,-1,Liễm Thần Quan Quang - Suy Thần (Cấp 2),,Làm giảm Chính xác của mục tiêu.,Buff16_3,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,heroicorder_lianshenguanguang_child_lv2,,20
5004013,-1,Liễm Thần Quan Quang - Suy Thần (Cấp 3),,Làm giảm Chính xác của mục tiêu.,Buff16_3,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,heroicorder_lianshenguanguang_child_lv3,,20
5004014,-1,Liễm Thần Quan Quang - Suy Thần (Cấp 4),,Làm giảm Chính xác của mục tiêu.,Buff16_3,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,heroicorder_lianshenguanguang_child_lv4,,20
5004015,-1,Liễm Thần Quan Quang - Suy Thần (Cấp 5),,Làm giảm Chính xác của mục tiêu.,Buff16_3,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,heroicorder_lianshenguanguang_child_lv5,,20
5004016,-1,Liễm Thần Quan Quang - Suy Thần (Cấp 6),,Làm giảm Chính xác của mục tiêu.,Buff16_3,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,heroicorder_lianshenguanguang_child_lv6,,20
5004017,-1,Liễm Thần Quan Quang - Suy Thần (Cấp 7),,Làm giảm Chính xác của mục tiêu.,Buff16_3,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,heroicorder_lianshenguanguang_child_lv7,,20
5004018,-1,Liễm Thần Quan Quang - Suy Thần (Cấp 8),,Làm giảm Chính xác của mục tiêu.,Buff16_3,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,heroicorder_lianshenguanguang_child_lv8,,20
5004019,-1,Liễm Thần Quan Quang - Suy Thần (Cấp 9),,Làm giảm Chính xác của mục tiêu.,Buff16_3,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,heroicorder_lianshenguanguang_child_lv9,,20
50051,-1,Bằng Hư Ngự Phong (Cấp 1),Bị động,Tấn công có xác suất giúp bản thân tăng Né tránh trong thời gian ngắn.,Buff16_4,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_pingxuyufeng_lv1,,20
50052,-1,Bằng Hư Ngự Phong (Cấp 2),Bị động,Tấn công có xác suất giúp bản thân tăng Né tránh trong thời gian ngắn.,Buff16_4,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_pingxuyufeng_lv2,,20
50053,-1,Bằng Hư Ngự Phong (Cấp 3),Bị động,Tấn công có xác suất giúp bản thân tăng Né tránh trong thời gian ngắn.,Buff16_4,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_pingxuyufeng_lv3,,20
50054,-1,Bằng Hư Ngự Phong (Cấp 4),Bị động,Tấn công có xác suất giúp bản thân tăng Né tránh trong thời gian ngắn.,Buff16_4,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_pingxuyufeng_lv4,,20
50055,-1,Bằng Hư Ngự Phong (Cấp 5),Bị động,Tấn công có xác suất giúp bản thân tăng Né tránh trong thời gian ngắn.,Buff16_4,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_pingxuyufeng_lv5,,20
50056,-1,Bằng Hư Ngự Phong (Cấp 6),Bị động,Tấn công có xác suất giúp bản thân tăng Né tránh trong thời gian ngắn.,Buff16_4,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_pingxuyufeng_lv6,,20
50057,-1,Bằng Hư Ngự Phong (Cấp 7),Bị động,Tấn công có xác suất giúp bản thân tăng Né tránh trong thời gian ngắn.,Buff16_4,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_pingxuyufeng_lv7,,20
50058,-1,Bằng Hư Ngự Phong (Cấp 8),Bị động,Tấn công có xác suất giúp bản thân tăng Né tránh trong thời gian ngắn.,Buff16_4,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_pingxuyufeng_lv8,,20
50059,-1,Bằng Hư Ngự Phong (Cấp 9),Bị động,Tấn công có xác suất giúp bản thân tăng Né tránh trong thời gian ngắn.,Buff16_4,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_pingxuyufeng_lv9,,20
5005011,-1,Bằng Hư Ngự Phong - Ngự Phong (Cấp 1),,Tăng Né tránh cho bản thân.,Buff16_4,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_pingxuyufeng_child_lv1,,20
5005012,-1,Bằng Hư Ngự Phong - Ngự Phong (Cấp 2),,Tăng Né tránh cho bản thân.,Buff16_4,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_pingxuyufeng_child_lv2,,20
5005013,-1,Bằng Hư Ngự Phong - Ngự Phong (Cấp 3),,Tăng Né tránh cho bản thân.,Buff16_4,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_pingxuyufeng_child_lv3,,20
5005014,-1,Bằng Hư Ngự Phong - Ngự Phong (Cấp 4),,Tăng Né tránh cho bản thân.,Buff16_4,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_pingxuyufeng_child_lv4,,20
5005015,-1,Bằng Hư Ngự Phong - Ngự Phong (Cấp 5),,Tăng Né tránh cho bản thân.,Buff16_4,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_pingxuyufeng_child_lv5,,20
5005016,-1,Bằng Hư Ngự Phong - Ngự Phong (Cấp 6),,Tăng Né tránh cho bản thân.,Buff16_4,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_pingxuyufeng_child_lv6,,20
5005017,-1,Bằng Hư Ngự Phong - Ngự Phong (Cấp 7),,Tăng Né tránh cho bản thân.,Buff16_4,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_pingxuyufeng_child_lv7,,20
5005018,-1,Bằng Hư Ngự Phong - Ngự Phong (Cấp 8),,Tăng Né tránh cho bản thân.,Buff16_4,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_pingxuyufeng_child_lv8,,20
5005019,-1,Bằng Hư Ngự Phong - Ngự Phong (Cấp 9),,Tăng Né tránh cho bản thân.,Buff16_4,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,heroicorder_pingxuyufeng_child_lv9,,20
50061,-1,Tứ Tượng Quy Nhất - Băng (Cấp 1),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Băng của Lệnh bài.,Buff16_11,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_bing_lv1,,20
50062,-1,Tứ Tượng Quy Nhất - Băng (Cấp 2),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Băng của Lệnh bài.,Buff16_11,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_bing_lv2,,20
50063,-1,Tứ Tượng Quy Nhất - Băng (Cấp 3),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Băng của Lệnh bài.,Buff16_11,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_bing_lv3,,20
50064,-1,Tứ Tượng Quy Nhất - Băng (Cấp 4),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Băng của Lệnh bài.,Buff16_11,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_bing_lv4,,20
50065,-1,Tứ Tượng Quy Nhất - Băng (Cấp 5),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Băng của Lệnh bài.,Buff16_11,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_bing_lv5,,20
50066,-1,Tứ Tượng Quy Nhất - Băng (Cấp 6),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Băng của Lệnh bài.,Buff16_11,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_bing_lv6,,20
50067,-1,Tứ Tượng Quy Nhất - Băng (Cấp 7),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Băng của Lệnh bài.,Buff16_11,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_bing_lv7,,20
50068,-1,Tứ Tượng Quy Nhất - Băng (Cấp 8),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Băng của Lệnh bài.,Buff16_11,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_bing_lv8,,20
50069,-1,Tứ Tượng Quy Nhất - Băng (Cấp 9),Bị động,Tấn công có xác suất kích hoạt trạng thái quy nhất Băng của Lệnh bài.,Buff16_11,-1,-1,-1,,,,,,,,,Passive,None,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,heroicorder_sixiangguiyi_bing_lv9,,20
