ID,CooldownGroup,Name,ShortDescription,Description,Icon,ActionID,PrecastActionID,FinishActionID,PrecastFx,CastFx,FlyFx,ExplodeFx,BuffFx,ChainingSourceFx,ChainingTargetFx,ChainingFx,Type,Style,FactionID,BookID,CanDirectlyStudy,RequireLevel,RequireWeapon,IsDamageSkill,CastRange,AttackRadius,AnimationDuration,TargetType,ProgressTime,MissileSpeed,MissileCount,FixedHitRate,FixedCritRate,ShowSkillNameWhenUse,Property,Tag,ProgressFluction
95201,-1,Hoa Ảnh,,Giảm số lượng Mạn Đà Hoa tiêu hao khi sử dụng các kỹ năng Lưu Phương Quyết,FightSkillMantuo1_7,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,mantuo_xiannonghuaying_child,,20
953,953,Phi Hoa - Loạn Hồng Thâm Xứ,Hỗ trợ bản thân,"<color=#00FF00>[Lưu Phương Quyết]</color><br>Tuyệt kỹ riêng của Mạn Đà Sơn Trang, mượn ý phi hoa để khống chế địch. Sử dụng Mạn Đà Hoa làm công cụ, hút máu và sát thương phạm vi xung quanh bản thân, đồng thời khiến kẻ địch bị làm chậm và tê liệt",FightSkillMantuo1_8,100797,-1,-1,,"0,Cast_PhiHoa",,,,,,,Active,SingleTargetBuff,100,111,false,80,false,false,0,0,1200,Self,0,300,1,-1,-1,true,mantuo_feihualuanhongshenchu,,20
95301,-1,Phi Hoa - Loạn Hồng Thâm Xứ - Hấp huyết,,Hút máu kẻ địch xung quanh,FightSkillMantuo1_8,-1,-1,-1,,,,,"0,Buff_PhiHoa",,,,Auto,MultipleTargetsAroundSelf,-1,-1,false,1,false,false,0,15,0,Enemy,0,300,1,100,-1,false,mantuo_feihualuanhongshenchu_child,,20
95302,-1,Phi Hoa - Loạn Hồng Thâm Xứ - Làm chậm,,"Gây trạng thái cương ngạnh, giảm tốc độ di chuyển",FightSkillMantuo1_8,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,mantuo_feihualuanhongshenchu_child_2,,20
95303,-1,Phi Hoa - Loạn Hồng Thâm Xứ - Tê liệt,,Gây trạng thái tê liệt,FightSkillMantuo1_8,-1,-1,-1,,,,"0,Buff_PhiHoa2",,,,,Auto,MultipleTargetsAroundSelf,-1,-1,false,1,false,false,0,15,0,Enemy,0,300,1,100,-1,false,mantuo_feihualuanhongshenchu_child_3,,20
954,954,Phi Hoa Diệu Du,Tấn công một mục tiêu,"Võ lâm tối cao tuyệt học, căn cứ đẳng cấp tâm pháp tạo thành thương tổn",FightSkillshipotianjing_2,-1,-1,-1,,,,,,,,,Active,RangedSingleTarget,100,112,false,1,true,true,15,0,800,Enemy,0,300,1,100,-1,true,eighthbook_damage_magical,,20
955,955,Tán Hoa Vấn Khúc,Khống chế một mục tiêu,"Võ lâm tối cao tuyệt học, căn cứ đẳng cấp tâm quy định thời gian khống chế mục tiêu",FightSkillkunxiansuo_2,-1,-1,-1,,,,,,,,,Active,RangedSingleTarget,100,112,false,1,true,false,15,0,800,Enemy,0,300,1,100,-1,true,eighthbook_control_magical,,20
956,956,Ngự Cầm Phiêu Hoa,Hỗ trợ đồng đội,Kỹ năng hỗ trợ của đệ tử phái Mạn Đà. Sau khi sử dụng có thể gia tăng công kích của bạn hữu,FightSkillMantuo1_9,100767,-1,-1,,"0,Cast_VongXuyenThuThuy",,,,,,,Active,SingleTargetBuff,100,111,false,1,false,false,0,0,800,Self,0,300,1,-1,-1,true,mantuo_yuqinpiaohua,,20
960,960,Nhận Kích Thiên Lý,Tấn công một mục tiêu liên tục,"Đệ tử Tuyệt Tình Cốc mới nhập môn, đao xuất như gió, liên hoàn chém địch, thế không thể cản. Sử dụng sẽ gây sát thương liên tục lên mục tiêu",FightSkillCongRen2_10,1416,-1,-1,,"0,Cast_NhatKichThienLy;0,Cast_NhatKichThienLy_Black","0,Fly_NhatKichThienLy","0,EXP_NhatKichThienLy",,,,,Active,RangedSingleTarget,14,113,true,1,true,true,15,0,800,Enemy,0,300,3,-1,-1,false,jueqing_nanjiqianli,,20
96001,-1,Đao Ý,,Phục hồi Đao Ý cho bản thân,Buff17_15,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,jueqing_daoyi,,20
96002,-1,Đao Ấn,,Đánh dấu ấn ký trên kẻ địch,Buff17_15,-1,-1,-1,,,,,"0,TeLiet",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,15,0,Enemy,0,300,1,100,-1,false,jueqing_daoyin,,20
96003,-1,Liên Khống,,Phục hồi Đao Ý khi khống chế kẻ địch,Buff16_5,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,jueqing_liankong,,20
961,961,Đãng Thiên Quân,Dịch chuyển nhanh đến vị trí chỉ định,"Tuyệt kỹ Tuyệt Tình Cốc, thân ảnh lướt nhanh, vung đao tạo vực, trong đao vực, địch nhân khó toàn mạng. Sử dụng gây sát thương trực tiếp lên nhiều kẻ địch trong phạm vi",FightSkillCongRen1_2,908,-1,-1,,"0,Cast_DangThienQuan;0,Cast_DangThienQuan_Black",,,"0,Buff_DangThienQuan;0,Buff_DangThienQuan_Black",,,,Active,Blink,14,113,true,10,false,false,15,0,300,Self,0,300,1,-1,-1,true,jueqing_dangqianjun,,20
96101,-1,Đãng Thiên Quân - Trận pháp,,Kích hoạt trận pháp,FightSkillCongRen1_2,-1,-1,-1,,"0,Buff_DangThienQuan;0,Buff_DangThienQuan_Black",,,,,,,Active,Mark,14,113,false,30,true,false,0,6,0,Enemy,0,300,1,-1,-1,true,jueqing_dangqianjun_child,,20
96102,-1,Đãng Thiên Quân - Trận pháp - Bản thân,,"Tăng chính xác, đồng thời giảm thời gian hồi các kỹ năng Tảo Thiên Cơ, Chế Lục Hợp",FightSkillCongRen1_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,jueqing_dangqianjun_child_3,,20
96103,-1,Đãng Thiên Quân - Trận pháp - Khống chế,,Giảm sức chiến đấu của kẻ địch xung quanh trận pháp,FightSkillCongRen1_2,-1,-1,-1,,,,,"0,TeLiet",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,jueqing_dangqianjun_child_2,,20
96104,-1,Đãng Thiên Quân - Công kích,,Công kích kẻ địch xung quanh,FightSkillCongRen1_2,-1,-1,-1,,,,,,,,,Auto,MultipleTargetsAroundSelf,-1,-1,false,1,false,true,0,6,0,Enemy,0,300,1,100,-1,false,jueqing_dangqianjun_child_4,,20
96105,-1,Đãng Thiên Quân - Tê liệt,,Gây tê liệt cho kẻ địch,FightSkillCongRen1_2,-1,-1,-1,,,,,"0,TeLiet",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,jueqing_dangqianjun_child_5,,20
962,962,Hồn Phi Mục Đoạn,Hỗ trợ đồng đội,"Chiêu thức lấy ba đao làm gốc, đao quang lẫm liệt, hàn khí rợn người, ý tại đoạn hồn. Sử dụng giúp tăng tỷ lệ chính xác cho hảo hữu",FightSkillCongRen1_14,1439,-1,-1,,"0,Cast_HonPhiMucDoan",,,,,,,Active,SingleTargetBuff,14,113,true,1,false,false,15,0,800,PeacePlayer,0,300,1,-1,-1,true,jueqing_hunfeimuduan,,20
963,963,Liệt Hỏa Liệu Tình,Tấn công một mục tiêu,"Tâm ý hợp nhất với đao pháp Tuyệt Tình Cốc, mỗi đao đều đánh thẳng vào tử huyệt. Sử dụng gây sát thương lớn thuộc tính hỏa lên mục tiêu",FightSkillCongRen2_15,1425,-1,-1,,"0,Cast_LietHoaLieuTinh;0,Cast_LietHoaLieuTinh_Black","0,Fly_LietHoaLieuTinh","0,EXP_NhatKichThienLy",,,,,Active,RangedSingleTarget,14,114,true,45,true,true,5,0,800,Enemy,0,500,1,-1,-1,true,jueqing_liehuoliaoqing,,20
964,964,Nhậm Vân Phi,Hỗ trợ bản thân,"Bên núi xanh, dưới trời biếc, thân pháp như mây trôi. Sử dụng giúp tăng tốc độ di chuyển bản thân",FightSkillCongRen2_11,1414,-1,-1,,"0,Cast_NhamVanPhi",,,"0,Buff_NhamVanPhi",,,,Active,SingleTargetBuff,14,114,true,20,false,false,0,0,800,Self,0,300,1,-1,-1,true,jueqing_renyunfei,,20
965,965,Huy Nhận Phong Hầu,Tấn công một mục tiêu,"Tuyệt học Tuyệt Tình Cốc, vung đao chí mạng khiến địch không thể nhúc nhích. Sử dụng khiến mục tiêu bị định thân hoặc tê liệt tùy theo trạng thái Đao Ấn trên mục tiêu",FightSkillCongRen1_13,1435,-1,-1,,"0,Cast_HuyNhanPhongHau;0,Cast_HuyNhanPhongHau_Black",,,,,,,Active,RangedSingleTarget,14,114,true,30,true,false,5,0,800,Enemy,0,300,1,-1,-1,true,jueqing_huirenfenghou,,20
96501,-1,Huy Nhận Phong Hầu - Định thân,,Gây trạng thái định thân,FightSkillCongRen1_13,-1,-1,-1,,,,,"0,TeLiet",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,jueqing_huirenfenghou_child,,20
96502,-1,Huy Nhận Phong Hầu - Tê liệt,,Gây trạng thái tê liệt,FightSkillCongRen1_13,-1,-1,-1,,,,,"0,TeLiet",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,jueqing_huirenfenghou_child_2,,20
966,966,Dẫn Hoa Nhiễu Lương,Hỗ trợ bản thân và đồng đội,"Cảm ngộ vẻ đẹp thiên nhiên, lĩnh hội đạo võ học, hộ thể kinh mạch. Sử dụng giúp đồng đội xung quanh giảm sát thương phải chịu trong thời gian ngắn",FightSkillCongRen1_5,1438,-1,-1,,"0,Cast_DanHoaNhieuLuong;0,Cast_DanHoaNhieuLuong_Black",,,,,,,Active,MultipleTargetsBuff,14,114,true,40,false,false,0,7,800,SelfAndAlly,0,300,1,-1,-1,true,jueqing_yinhuaraoliang,,20
967,967,Chỉ Tung Huyền Ấn,Tấn công một mục tiêu,"Quan sát chiêu thức đối phương, ghi nhớ rồi phản đòn. Sử dụng gây sát thương ngoại công kèm hiệu ứng ấn đao lên mục tiêu",FightSkillCongRen2_14,1414,-1,-1,,"0,Cast_ChiTungHuyenAn",,"0,EXP_ChiTungHuyenAn;0,EXP_ChiTungHuyenAn_Black",,,,,Active,RangedSingleTarget,14,115,true,30,true,true,15,0,600,Enemy,0,400,1,-1,-1,true,jueqing_zhizongxuanyin,,20
968,968,Tảo Thiên Cơ,Tấn công một mục tiêu,"Công pháp riêng của Tuyệt Tình Cốc, ra tay chớp nhoáng khi địch lơ là. Sử dụng lao tới mục tiêu gây sát thương và hiệu ứng tản công lên mục tiêu",FightSkillCongRen2_12,908,-1,-1,,"0,Cast_CheLucHop;0,Cast_CheLucHop_Black",,,,,,,Active,MeleeSingleTarget,14,115,true,30,true,true,5,0,300,Enemy,0,300,1,100,-1,true,jueqing_saoqianji,,20
96801,-1,Tảo Thiên Cơ - Tản công,,Gây trạng thái tản công,FightSkillCongRen2_12,-1,-1,-1,,,,,"0,TanCong",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,jueqing_saoqianji_child,,20
969,969,Chế Lục Hợp,Tấn công một mục tiêu,"Tuyệt học Tuyệt Tình Cốc, nhìn thấu kinh mạch toàn thân địch, ra tay bất ngờ chế thắng. Sử dụng lao tới mục tiêu gây sát thương và hiệu ứng định thân lên mục tiêu",FightSkillCongRen1_16,908,-1,-1,,"0,Cast_CheLucHop;0,Cast_CheLucHop_Black",,,,,,,Active,MeleeSingleTarget,14,115,true,40,true,true,5,0,300,Enemy,0,300,1,100,-1,true,jueqing_zhiliuhe,,20
96901,-1,Chế Lục Hợp - Định thân,,Gây trạng thái định thân,FightSkillCongRen1_16,-1,-1,-1,,,,,"0,DinhThan",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,jueqing_zhiliuhe_child,,20
970,-1,Sơn Chỉ Xuyên Hành,Bị động,"Cảm nhận vận hành của trời đất, dung hợp tinh túy núi sông vào võ học. Tăng mạnh phòng thủ ngoại công từ trang bị bản thân",FightSkillCongRen2_13,-1,-1,-1,,,,,,,,,Passive,None,14,116,true,1,false,false,0,0,0,Self,0,300,1,-1,0,false,jueqing_shanzhichuanxing,,20
971,-1,Hoà Quang Đồng Trần,Bị động,"Hòa mình cùng ánh đao, ẩn tàng sát ý, không tranh với đời. Sau khi dùng kỹ năng khống chế thành công, tăng lượng đao ý tích trữ",FightSkillCongRen1_9,-1,-1,-1,,,,,,,,,Passive,None,14,116,true,1,false,false,0,0,0,Self,0,300,1,-1,0,false,jueqing_heguangtongchen,,20
97101,-1,Hoà Quang Đồng Trần - Đao Ý,,Phục hồi Đao Ý cho bản thân,FightSkillCongRen1_9,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,jueqing_heguangtongchen_child,,20
97102,-1,Hoà Quang Đồng Trần - Phản,,Triệt tiêu Đao Ý của bản thân,FightSkillCongRen1_9,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,jueqing_heguangtongchen_child_2,,20
972,972,Định Thương Sinh,Tấn công một mục tiêu,"Tuyệt Tình Cốc rèn luyện tâm pháp, giữ vững bản tâm, hành động theo ý. Sử dụng gây hiệu ứng tê liệt lên mục tiêu",FightSkillCongRen1_3,1422,-1,-1,,"0,Cast_DinhThuongSinh;0,Cast_DinhThuongSinh_Black","0,Fly_DinhThuongSinh;0,Fly_DinhThuongSinh_Black","0,EXP_DinhThuongSinh;0,EXP_DinhThuongSinh_Black",,,,,Active,RangedSingleTarget,14,116,true,30,true,true,5,0,600,Enemy,0,500,1,-1,-1,true,jueqing_dingcangsheng,,20
97201,-1,Định Thương Sinh - Công kích,,Công kích kẻ địch xung quanh,FightSkillCongRen1_3,-1,-1,-1,,,,,,,,,Auto,MultipleTargetsAroundSelf,-1,-1,false,1,false,true,0,5,0,Enemy,0,300,1,100,-1,false,jueqing_dingcangsheng_child,,20
97202,-1,Định Thương Sinh - Tê liệt,,Gây trạng thái tê liệt,FightSkillCongRen1_3,-1,-1,-1,,,,,"0,TeLiet",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,jueqing_dingcangsheng_child_2,,20
97203,-1,Định Thương Sinh - Giải khống,,Xóa bỏ trạng thái Liên Khống của bản thân,FightSkillCongRen1_3,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,jueqing_dingcangsheng_child_3,,20
973,973,Tiếu Ân Thù,Hỗ trợ bản thân,"Trước áp lực địch nhân, giữ tâm bình thản, chỉ mỉm cười đối mặt. Sử dụng giúp bản thân bước vào trạng thái bá thể",FightSkillCongRen3_1,1436,-1,-1,,"0,Cast_TieuAnThu;0,Cast_TieuAnThu_Black",,,"0,Buff_TieuAnThu",,,,Active,SingleTargetBuff,14,116,true,50,false,false,0,0,800,Self,0,300,1,-1,-1,true,jueqing_xiaoenchou,,20
974,-1,Khuất Nhân Chi Binh,Bị động,"Kết hợp binh pháp và đạo võ học, không cần giao chiến đã khiến địch quy phục. Tăng mạnh sức tấn công ngoại công của nhận",FightSkillCongRen2_9,-1,-1,-1,,,,,,,,,Passive,None,14,117,true,1,false,false,0,0,0,Self,0,300,1,-1,0,false,jueqing_qurenzhibing,,20
975,975,Huy Xích Phương Tùy,Tấn công một mục tiêu,"Tuyệt Tình Cốc đệ tử, khí thế hào sảng, tung hoành ngang dọc, dung mạo uy vũ. Sử dụng gây sát thương thuộc tính hỏa lên mục tiêu",FightSkillCongRen1_10,1426,-1,-1,,"0,Cast_HuyXichPhuongTuy;0,Cast_HuyXichPhuongTuy_Black",,"0,EXP_ChiTungHuyenAn;0,EXP_ChiTungHuyenAn_Black",,,,,Active,RangedSingleTarget,14,117,true,50,true,true,5,0,1200,Enemy,0,300,1,-1,-1,true,jueqing_huichifangqiu,,20
97501,-1,Huy Xích Phương Tùy - Giải trừ,,Xóa bỏ thời gian phục hồi của kỹ năng Định Thương Sinh,FightSkillCongRen1_10,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,jueqing_huichifangqiu_child,,20
976,-1,Phi Thanh Bất Độ,Bị động,"Khi chiến đấu, tiếng gào than vang dội, tâm thần tập trung, đao ý hiển lộ. Kỹ năng khống chế được thi triển sẽ cho bản thân trạng thái Liên Khống",FightSkillCongRen1_6,-1,-1,-1,,,,,,,,,Passive,None,14,117,true,30,false,false,0,0,0,Self,0,300,1,-1,0,false,jueqing_feishengbudu,,20
977,977,Ninh Minh Bất Mặc,Tấn công mục tiêu và nhiều mục tiêu xung quanh,"Tuyệt học kinh thiên của Tuyệt Tình Cốc, dựa vào ý chí kiên cường, sống chết có nhau. Gây sát thương lớn lên mục tiêu xung quanh, tăng sát thương trong thời gian ngắn",FightSkillCongRen2_2,1409,-1,-1,,"0,Cast_NinhMinhBatMac;0,Cast_NinhMinhBatMac_Black",,,,,,,Active,MultipleTargetsAroundTarget,14,117,true,10,true,true,5,5,1200,Enemy,0,300,1,-1,-1,true,jueqing_ningmingbomo,,20
97701,-1,Ninh Minh Bất Mặc - Bạo kích,,Tất cả kỹ năng tỷ lệ hội tâm nhất kích là 100%,FightSkillCongRen2_2,-1,-1,-1,,,,,,,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,jueqing_ningmingbomo_child,,20
978,978,Tình Hoa Dẫn,Tấn công một mục tiêu,"Dẫn thuật tình hoa nhập thân, hóa thành lực lượng tu luyện của bản thân. Sử dụng gây sát thương trực tiếp lên mục tiêu hiện tại",FightSkillCongRen1_15,1432,-1,-1,,"0,Cast_TinhHoaDan;0,Cast_TinhHoaDan_Black","0,Fly_TinhHoaDan","0,EXP_TinhHoaDan;0,EXP_TinhHoaDan_Black",,,,,Active,RangedSingleTarget,14,118,true,10,true,true,5,0,1200,Enemy,0,300,1,-1,-1,true,jueqing_qinghuayin,,20
979,979,Tình Tận Doanh Huyết,Hỗ trợ bản thân,"Chém đứt tàn tích quá khứ, khai thông kinh mạch toàn thân, trầm khí đan điền, nhập trạng thái hộ thể. Sử dụng giúp hồi phục sinh lực",FightSkillCongRen3_3,1440,-1,-1,,"0,Cast_TinhTanDoanhHuyet;0,Cast_TinhTanDoanhHuyet_Black",,,"0,Buff_TinhTanDoanhHuyet;0,Buff_TinhTanDoanhHuyet_Black",,,,Active,SingleTargetBuff,14,118,true,30,false,false,0,0,800,Self,0,300,1,-1,-1,true,jueqing_qingjinyingxue,,20
97901,-1,Tình Tận Doanh Huyết - Phục hồi,,Phục hồi máu cho bản thân,FightSkillCongRen3_3,-1,-1,-1,,,,,"0,Buff_TinhTanDoanhHuyet;0,Buff_TinhTanDoanhHuyet_Black",,,,Auto,SingleTargetBuff,-1,-1,false,1,false,false,0,0,0,Self,0,300,1,100,-1,false,jueqing_qingjinyingxue_child,,20
980,980,Ngô Đạo Tức Chân,Hỗ trợ bản thân,"Đệ tử Tuyệt Tình Cốc, không câu nệ tiểu tiết, sống tùy tâm sở dục. Sử dụng lập tức phục hồi toàn bộ Đao Ý cho bản thân",FightSkillCongRen2_16,1414,-1,-1,,"0,Cast_NgoDaoTucChan",,,,,,,Active,SingleTargetBuff,14,118,true,60,false,false,0,0,800,Self,0,300,1,-1,-1,true,jueqing_wudaojizhen,,20
981,981,Quân Nhập Úng,Tấn công nhiều mục tiêu xung quanh,"Ngoài võ học, đệ tử Tuyệt Tình Cốc tôn sùng Nho học, lấy sách truyền đạo, kết hợp cùng võ công. Sử dụng kéo đối thủ đến vị trí bản thân",FightSkillCongRen2_1,1424,-1,-1,,"0,Cast_QuanNhapUng",,,,,,,Active,MultipleTargetsAroundSelf,14,119,false,45,true,false,0,10,1000,Enemy,0,300,1,100,-1,true,jueqing_junruweng,,20
982,-1,Bách Luyện Thối Nhận,Bị động,"Lấy tâm làm gốc, lấy đao làm đạo, luyện đao thành tinh. Sử dụng giúp tăng giới hạn điểm đao ý tối đa",FightSkillCongRen1_1,-1,-1,-1,,"0,Cast_BachLuyenThoiNhan",,,,,,,Passive,None,14,119,false,65,false,false,0,0,0,Self,0,300,1,-1,0,false,jueqing_bailiancuiren,,20
983,983,Dữ Hổ Mưu Bì,Tấn công một mục tiêu,"Điều tức vận khí, gom sức vào đan điền, thân pháp chuyển hóa như bóng với hình. Sử dụng dịch chuyển tức thời đến mục tiêu gây sát thương và gây phong huyệt cho mục tiêu nếu mục tiêu đang có Đao Ấn",FightSkillCongRen3_2,908,-1,-1,,"0,Cast_HonPhiMucDoan",,,,,,,Active,MeleeSingleTarget,14,119,false,80,true,true,15,0,300,Enemy,0,300,1,100,-1,true,jueqing_yuhumoupi,,20
98301,-1,Dữ Hổ Mưu Bì - Phong huyệt,,Gây trạng thái phong huyệt,FightSkillCongRen3_2,-1,-1,-1,,,,,"0,DinhThan",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,jueqing_yuhumoupi_child,,20
984,984,Dung Hải Xuyên,Tấn công một mục tiêu,"Võ lâm tối cao tuyệt học, căn cứ đẳng cấp tâm pháp tạo thành thương tổn",FightSkillshipotianjing_13,-1,-1,-1,,"0,Cast_DungHaiXuyen;0,Cast_DungHaiXuyen_Black",,,,,,,Active,RangedSingleTarget,14,120,false,1,true,true,15,0,800,Enemy,0,300,1,100,-1,true,eighthbook_damage_physical,,20
985,985,Ý Trường Lưu,Khống chế một mục tiêu,"Võ lâm tối cao tuyệt học, căn cứ đẳng cấp tâm quy định thời gian khống chế mục tiêu",FightSkillkunxiansuo_12,-1,-1,-1,,"0,Cast_YTruongLuu;0,Cast_YTruongLuu_Black",,,,,,,Active,RangedSingleTarget,14,120,false,1,true,false,15,0,800,Enemy,0,300,1,100,-1,true,eighthbook_control_physical,,20
