ID,Name,FactionID,Type,TargetType,RequireLevel,CastRange,Property
41,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_energy
42,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_stamina
43,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_intelligence
44,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_dexterity
45,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_hp_p
46,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_mp_p
47,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_physatk_p
48,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_magicatk_p
49,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_physdef_p
50,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_magicdef_p
51,Ám khí hộ thể,-3,Active,Self,90,0,dart_support_replenish
101,Ngự Thể Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_armor_defense_lv1
102,Ngự Thể Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_armor_defense_lv2
103,Ngự Thể Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_armor_defense_lv3
104,Ngự Thể Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_armor_defense_lv4
105,Ngự Thể Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_armor_defense_lv5
106,Võ Dũng Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_weapon_spear_lv1
107,Võ Dũng Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_weapon_spear_lv2
108,Võ Dũng Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_weapon_spear_lv3
109,Võ Dũng Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_weapon_spear_lv4
110,Võ Dũng Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_weapon_spear_lv5
111,Hàn Phong Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_weapon_sword_lv1
112,Hàn Phong Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_weapon_sword_lv2
113,Hàn Phong Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_weapon_sword_lv3
114,Hàn Phong Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_weapon_sword_lv4
115,Hàn Phong Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_weapon_sword_lv5
116,Thanh Dật Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_weapon_fan_circle_lv1
117,Thanh Dật Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_weapon_fan_circle_lv2
118,Thanh Dật Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_weapon_fan_circle_lv3
119,Thanh Dật Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_weapon_fan_circle_lv4
120,Thanh Dật Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_weapon_fan_circle_lv5
121,Ưng Chuẩn Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_weapon_crossbow_lv1
122,Ưng Chuẩn Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_weapon_crossbow_lv2
123,Ưng Chuẩn Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_weapon_crossbow_lv3
124,Ưng Chuẩn Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_weapon_crossbow_lv4
125,Ưng Chuẩn Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_weapon_crossbow_lv5
126,Ẩn Dật Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_weapon_staff_lv1
127,Ẩn Dật Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_weapon_staff_lv2
128,Ẩn Dật Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_weapon_staff_lv3
129,Ẩn Dật Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_weapon_staff_lv4
130,Ẩn Dật Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_weapon_staff_lv5
131,Thanh Dã Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_weapon_flute_lv1
132,Thanh Dã Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_weapon_flute_lv2
133,Thanh Dã Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_weapon_flute_lv3
134,Thanh Dã Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_weapon_flute_lv4
135,Thanh Dã Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_weapon_flute_lv5
136,Cầm Sắt Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_weapon_zither_lv1
137,Cầm Sắt Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_weapon_zither_lv2
138,Cầm Sắt Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_weapon_zither_lv3
139,Cầm Sắt Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_weapon_zither_lv4
140,Cầm Sắt Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_weapon_zither_lv5
166,Để Nhận Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_weapon_blade_lv1
167,Để Nhận Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_weapon_blade_lv2
168,Để Nhận Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_weapon_blade_lv3
169,Để Nhận Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_weapon_blade_lv4
170,Để Nhận Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_weapon_blade_lv5
246,Bất Cơ Chi Hồn (Cấp 1),-4,Passive,Self,30,0,soul_first_skill_weapon_sickle_lv1
247,Bất Cơ Chi Hồn (Cấp 2),-4,Passive,Self,30,0,soul_first_skill_weapon_sickle_lv2
248,Bất Cơ Chi Hồn (Cấp 3),-4,Passive,Self,30,0,soul_first_skill_weapon_sickle_lv3
249,Bất Cơ Chi Hồn (Cấp 4),-4,Passive,Self,30,0,soul_first_skill_weapon_sickle_lv4
250,Bất Cơ Chi Hồn (Cấp 5),-4,Passive,Self,30,0,soul_first_skill_weapon_sickle_lv5
141,Ngưng Lực Chi Hồn (Cấp 1),-5,Active,Self,60,0,soul_second_skill_strength_lv1
142,Ngưng Lực Chi Hồn (Cấp 2),-5,Active,Self,60,0,soul_second_skill_strength_lv2
143,Ngưng Lực Chi Hồn (Cấp 3),-5,Active,Self,60,0,soul_second_skill_strength_lv3
144,Ngưng Lực Chi Hồn (Cấp 4),-5,Active,Self,60,0,soul_second_skill_strength_lv4
145,Ngưng Lực Chi Hồn (Cấp 5),-5,Active,Self,60,0,soul_second_skill_strength_lv5
146,Tụ Linh Chi Hồn (Cấp 1),-5,Active,Self,60,0,soul_second_skill_energy_lv1
147,Tụ Linh Chi Hồn (Cấp 2),-5,Active,Self,60,0,soul_second_skill_energy_lv2
148,Tụ Linh Chi Hồn (Cấp 3),-5,Active,Self,60,0,soul_second_skill_energy_lv3
149,Tụ Linh Chi Hồn (Cấp 4),-5,Active,Self,60,0,soul_second_skill_energy_lv4
150,Tụ Linh Chi Hồn (Cấp 5),-5,Active,Self,60,0,soul_second_skill_energy_lv5
151,Cường Thể Chi Hồn (Cấp 1),-5,Active,Self,60,0,soul_second_skill_stamina_lv1
152,Cường Thể Chi Hồn (Cấp 2),-5,Active,Self,60,0,soul_second_skill_stamina_lv2
153,Cường Thể Chi Hồn (Cấp 3),-5,Active,Self,60,0,soul_second_skill_stamina_lv3
154,Cường Thể Chi Hồn (Cấp 4),-5,Active,Self,60,0,soul_second_skill_stamina_lv4
155,Cường Thể Chi Hồn (Cấp 5),-5,Active,Self,60,0,soul_second_skill_stamina_lv5
156,Cố Định Chi Hồn (Cấp 1),-5,Active,Self,60,0,soul_second_skill_intelligence_lv1
157,Cố Định Chi Hồn (Cấp 2),-5,Active,Self,60,0,soul_second_skill_intelligence_lv2
158,Cố Định Chi Hồn (Cấp 3),-5,Active,Self,60,0,soul_second_skill_intelligence_lv3
159,Cố Định Chi Hồn (Cấp 4),-5,Active,Self,60,0,soul_second_skill_intelligence_lv4
160,Cố Định Chi Hồn (Cấp 5),-5,Active,Self,60,0,soul_second_skill_intelligence_lv5
161,Du Thân Chi Hồn (Cấp 1),-5,Active,Self,60,0,soul_second_skill_dexterity_lv1
162,Du Thân Chi Hồn (Cấp 2),-5,Active,Self,60,0,soul_second_skill_dexterity_lv2
163,Du Thân Chi Hồn (Cấp 3),-5,Active,Self,60,0,soul_second_skill_dexterity_lv3
164,Du Thân Chi Hồn (Cấp 4),-5,Active,Self,60,0,soul_second_skill_dexterity_lv4
165,Du Thân Chi Hồn (Cấp 5),-5,Active,Self,60,0,soul_second_skill_dexterity_lv5
171,Cương Mãnh Trọng Kích (Cấp 1),-6,Active,Enemy,90,20,soul_third_skill_physical_lv1
172,Cương Mãnh Trọng Kích (Cấp 2),-6,Active,Enemy,90,20,soul_third_skill_physical_lv2
173,Cương Mãnh Trọng Kích (Cấp 3),-6,Active,Enemy,90,20,soul_third_skill_physical_lv3
174,Cương Mãnh Trọng Kích (Cấp 4),-6,Active,Enemy,90,20,soul_third_skill_physical_lv4
175,Cương Mãnh Trọng Kích (Cấp 5),-6,Active,Enemy,90,20,soul_third_skill_physical_lv5
176,Nhu Xà Đột Tập (Cấp 1),-6,Active,Enemy,90,20,soul_third_skill_magic_lv1
177,Nhu Xà Đột Tập (Cấp 2),-6,Active,Enemy,90,20,soul_third_skill_magic_lv2
178,Nhu Xà Đột Tập (Cấp 3),-6,Active,Enemy,90,20,soul_third_skill_magic_lv3
179,Nhu Xà Đột Tập (Cấp 4),-6,Active,Enemy,90,20,soul_third_skill_magic_lv4
180,Nhu Xà Đột Tập (Cấp 5),-6,Active,Enemy,90,20,soul_third_skill_magic_lv5
181,Hàn Băng Xuyên Thích (Cấp 1),-6,Active,Enemy,90,20,soul_third_skill_ice_lv1
182,Hàn Băng Xuyên Thích (Cấp 2),-6,Active,Enemy,90,20,soul_third_skill_ice_lv2
183,Hàn Băng Xuyên Thích (Cấp 3),-6,Active,Enemy,90,20,soul_third_skill_ice_lv3
184,Hàn Băng Xuyên Thích (Cấp 4),-6,Active,Enemy,90,20,soul_third_skill_ice_lv4
185,Hàn Băng Xuyên Thích (Cấp 5),-6,Active,Enemy,90,20,soul_third_skill_ice_lv5
186,Liệt Diệm Chước Thân (Cấp 1),-6,Active,Enemy,90,20,soul_third_skill_fire_lv1
187,Liệt Diệm Chước Thân (Cấp 2),-6,Active,Enemy,90,20,soul_third_skill_fire_lv2
188,Liệt Diệm Chước Thân (Cấp 3),-6,Active,Enemy,90,20,soul_third_skill_fire_lv3
189,Liệt Diệm Chước Thân (Cấp 4),-6,Active,Enemy,90,20,soul_third_skill_fire_lv4
190,Liệt Diệm Chước Thân (Cấp 5),-6,Active,Enemy,90,20,soul_third_skill_fire_lv5
191,Thiên Lôi Oanh Đỉnh (Cấp 1),-6,Active,Enemy,90,20,soul_third_skill_light_lv1
192,Thiên Lôi Oanh Đỉnh (Cấp 2),-6,Active,Enemy,90,20,soul_third_skill_light_lv2
193,Thiên Lôi Oanh Đỉnh (Cấp 3),-6,Active,Enemy,90,20,soul_third_skill_light_lv3
194,Thiên Lôi Oanh Đỉnh (Cấp 4),-6,Active,Enemy,90,20,soul_third_skill_light_lv4
195,Thiên Lôi Oanh Đỉnh (Cấp 5),-6,Active,Enemy,90,20,soul_third_skill_light_lv5
196,Vụ Hủ Thực Độc (Cấp 1),-6,Active,Enemy,90,20,soul_third_skill_poison_lv1
197,Vụ Hủ Thực Độc (Cấp 2),-6,Active,Enemy,90,20,soul_third_skill_poison_lv2
198,Vụ Hủ Thực Độc (Cấp 3),-6,Active,Enemy,90,20,soul_third_skill_poison_lv3
199,Vụ Hủ Thực Độc (Cấp 4),-6,Active,Enemy,90,20,soul_third_skill_poison_lv4
200,Vụ Hủ Thực Độc (Cấp 5),-6,Active,Enemy,90,20,soul_third_skill_poison_lv5
201,Lôi Đình Mãnh Kích (Cấp 1),-6,Active,Enemy,90,20,soul_third_skill_direct_lv1
202,Lôi Đình Mãnh Kích (Cấp 2),-6,Active,Enemy,90,20,soul_third_skill_direct_lv2
203,Lôi Đình Mãnh Kích (Cấp 3),-6,Active,Enemy,90,20,soul_third_skill_direct_lv3
204,Lôi Đình Mãnh Kích (Cấp 4),-6,Active,Enemy,90,20,soul_third_skill_direct_lv4
205,Lôi Đình Mãnh Kích (Cấp 5),-6,Active,Enemy,90,20,soul_third_skill_direct_lv5
211,Diệt Thế Bát Phương (Cấp 1),-6,Active,Enemy,90,0,soul_forth_skill_physical_lv1
212,Diệt Thế Bát Phương (Cấp 2),-6,Active,Enemy,90,0,soul_forth_skill_physical_lv2
213,Diệt Thế Bát Phương (Cấp 3),-6,Active,Enemy,90,0,soul_forth_skill_physical_lv3
214,Diệt Thế Bát Phương (Cấp 4),-6,Active,Enemy,90,0,soul_forth_skill_physical_lv4
215,Diệt Thế Bát Phương (Cấp 5),-6,Active,Enemy,90,0,soul_forth_skill_physical_lv5
216,Tuyệt Cảnh Tàn Sát (Cấp 1),-6,Active,Enemy,90,0,soul_forth_skill_magic_lv1
217,Tuyệt Cảnh Tàn Sát (Cấp 2),-6,Active,Enemy,90,0,soul_forth_skill_magic_lv2
218,Tuyệt Cảnh Tàn Sát (Cấp 3),-6,Active,Enemy,90,0,soul_forth_skill_magic_lv3
219,Tuyệt Cảnh Tàn Sát (Cấp 4),-6,Active,Enemy,90,0,soul_forth_skill_magic_lv4
220,Tuyệt Cảnh Tàn Sát (Cấp 5),-6,Active,Enemy,90,0,soul_forth_skill_magic_lv5
221,Băng Phong Vạn Lý (Cấp 1),-6,Active,Enemy,90,0,soul_forth_skill_ice_lv1
222,Băng Phong Vạn Lý (Cấp 2),-6,Active,Enemy,90,0,soul_forth_skill_ice_lv2
223,Băng Phong Vạn Lý (Cấp 3),-6,Active,Enemy,90,0,soul_forth_skill_ice_lv3
224,Băng Phong Vạn Lý (Cấp 4),-6,Active,Enemy,90,0,soul_forth_skill_ice_lv4
225,Băng Phong Vạn Lý (Cấp 5),-6,Active,Enemy,90,0,soul_forth_skill_ice_lv5
226,Thiên Hỏa Liêu Nguyên (Cấp 1),-6,Active,Enemy,90,0,soul_forth_skill_fire_lv1
227,Thiên Hỏa Liêu Nguyên (Cấp 2),-6,Active,Enemy,90,0,soul_forth_skill_fire_lv2
228,Thiên Hỏa Liêu Nguyên (Cấp 3),-6,Active,Enemy,90,0,soul_forth_skill_fire_lv3
229,Thiên Hỏa Liêu Nguyên (Cấp 4),-6,Active,Enemy,90,0,soul_forth_skill_fire_lv4
230,Thiên Hỏa Liêu Nguyên (Cấp 5),-6,Active,Enemy,90,0,soul_forth_skill_fire_lv5
231,Cuồng Lôi Thiên Giáng (Cấp 1),-6,Active,Enemy,90,0,soul_forth_skill_light_lv1
232,Cuồng Lôi Thiên Giáng (Cấp 2),-6,Active,Enemy,90,0,soul_forth_skill_light_lv2
233,Cuồng Lôi Thiên Giáng (Cấp 3),-6,Active,Enemy,90,0,soul_forth_skill_light_lv3
234,Cuồng Lôi Thiên Giáng (Cấp 4),-6,Active,Enemy,90,0,soul_forth_skill_light_lv4
235,Cuồng Lôi Thiên Giáng (Cấp 5),-6,Active,Enemy,90,0,soul_forth_skill_light_lv5
236,Kịch Độc Ôn Dịch (Cấp 1),-6,Active,Enemy,90,0,soul_forth_skill_poison_lv1
237,Kịch Độc Ôn Dịch (Cấp 2),-6,Active,Enemy,90,0,soul_forth_skill_poison_lv2
238,Kịch Độc Ôn Dịch (Cấp 3),-6,Active,Enemy,90,0,soul_forth_skill_poison_lv3
239,Kịch Độc Ôn Dịch (Cấp 4),-6,Active,Enemy,90,0,soul_forth_skill_poison_lv4
240,Kịch Độc Ôn Dịch (Cấp 5),-6,Active,Enemy,90,0,soul_forth_skill_poison_lv5
241,Nộ Đào Liên Kích (Cấp 1),-6,Active,Enemy,90,0,soul_forth_skill_direct_lv1
242,Nộ Đào Liên Kích (Cấp 2),-6,Active,Enemy,90,0,soul_forth_skill_direct_lv2
243,Nộ Đào Liên Kích (Cấp 3),-6,Active,Enemy,90,0,soul_forth_skill_direct_lv3
244,Nộ Đào Liên Kích (Cấp 4),-6,Active,Enemy,90,0,soul_forth_skill_direct_lv4
245,Nộ Đào Liên Kích (Cấp 5),-6,Active,Enemy,90,0,soul_forth_skill_direct_lv5
257,Đồng Khí Liên Chi,-1,Active,PeacePlayer,1,15,fuqi_tongqilianzhi
258,Thiên Trường Địa Cửu,-1,Active,PeacePlayer,1,3,fuqi_tianchangdijiu
259,Tâm Đầu Ý Hợp,-1,Active,PeacePlayer,1,15,fuqi_xintouyihe
260,Ngoại Công Hộ Thể,-1,Active,Self,1,0,xinshou_shaolin_waigonghuti
261,Ngoại Kình Công Kích,-1,Active,Enemy,1,3,xinshou_mingjiao_waijinggongji
262,Công Kích Yếu Điểm,-1,Active,Enemy,1,3,xinshou_gaibang_yaohaigongji
263,Nội Kình Công Kích,-1,Active,Enemy,1,20,xinshou_wudang_neijinggongji
264,Trị Liệu Sơ Cấp,-1,Active,Self,1,0,xinshou_emei_chujizhiliao
265,Nội Công Hộ Thể,-1,Active,Self,1,0,xinshou_xingxiu_neigonghuti
266,Công Kích Sơ Hở,-1,Active,Enemy,1,20,xinshou_tianlong_pozhangongji
267,Ẩn Độn Sơ Cấp,-1,Active,Self,1,0,xinshou_tianshan_chujiyindun
268,Cạm Bẫy Sơ Cấp,-1,Active,Enemy,1,0,xinshou_xiaoyao_ranshaoxianjing
269,Tinh Tuyền Phản Kích,-1,Active,Self,1,0,xinshou_murong_xingxuanfanji
270,Thương Ưng Kỳ Tập,-1,Active,Self,1,0,xinshou_tangmen_cangyingqixi
271,Khí Huyết Tương Sinh,-1,Active,Self,1,0,xinshou_guigu_qixuexiangsheng
272,Nhất Dương Chi Thủy,-1,Active,Self,1,0,xinshou_taohua_yiyangzhishui
274,Mệnh Hồn Hộ Thể,-1,Active,Self,1,0,xinshou_mantuo_minghunhuti
275,Thân Dư Tương Hợp,-1,Active,Self,1,0,xinshou_jueqing_shenyuxianghe
276,Đoạn Cốt Cường Thể,-1,Active,Self,1,0,xinshou_erengu_duanguqiangti
273,Gặp cướp - Định thân,-1,Active,Enemy,1,0,caoyun_jiangjie
27300,Gặp cướp - Cương ngạnh,-1,Active,Enemy,1,0,caoyun_jiangjie_child
281,Phục Hổ Quyền,0,Active,Enemy,1,3,shaolin_fuhuquan
282,Kim Cang Phục Ma Khuyên,0,Active,Enemy,10,0,shaolin_jingangfumoquan
28201,Kim Cang Phục Ma Khuyên - Định thân,-1,Auto,Enemy,1,0,shaolin_jingangfumoquan_child
283,Đại Lực Kim Cương Chưởng,0,Active,Enemy,45,3,shaolin_dalijingangzhang
284,Nhất Vĩ Độ Giang,0,Active,Self,20,0,shaolin_yiweidujiang
285,Niêm Hoa Chỉ,0,Active,Enemy,30,3,shaolin_nianhuazhi
286,La Hán Trận,0,Active,SelfAndAlly,40,0,shaolin_luohanzhen
287,Sư Tử Hống,0,Active,Self,20,0,shaolin_sizihou
28701,Sư Tử Hống - Cương ngạnh,-1,Auto,Enemy,1,0,shaolin_sizihou_child
288,Cà Sa Phục Ma Công,0,Active,PeacePlayer,30,15,shaolin_jiashafumogong
289,Lễ Kính Như Lai,0,Active,Self,40,0,shaolin_lijingrulai
290,Kim Chung Tráo,0,Passive,Self,1,0,shaolin_jinzhongzhao
291,Ma Kha Vô Lượng,0,Active,Enemy,1,3,shaolin_mohewuliang
29101,Ma Kha Vô Lượng - Hư nhược,-1,Auto,Enemy,1,0,shaolin_mohewuliang_child
292,Thiết Bố Sam,0,Active,Self,30,0,shaolin_tiebushan
293,Bách Vô Cấm Kỵ,0,Active,Self,50,0,shaolin_baiwujinji
294,Phá Nạp Công,0,Passive,Self,1,0,shaolin_ponagong
295,Nhất Phách Lưỡng Tản,0,Active,Enemy,1,3,shaolin_yipailiangzan
29501,Nhất Phách Lưỡng Tản - Cương ngạnh,-1,Auto,Enemy,1,0,shaolin_yipailiangzan_child
296,Vi Đà Chử,0,Active,Self,30,0,shaolin_weituozhu
297,Khí Quán Trường Hồng,0,Active,Self,50,0,shaolin_qiguanchanghong
298,Như Lai Thần Chưởng,0,Active,Enemy,10,3,shaolin_rulaishenzhang
299,Minh Kính Đài,0,Active,Self,30,0,shaolin_mingjingtai
300,Kim Cang Bất Hoại Thể,0,Active,Self,60,0,shaolin_jingangbuhuaiti
301,Dịch Cân Đoạn Cốt,0,Active,Self,65,0,shaolin_yijinduangu
30101,Dịch Cân Đoạn Cốt - Phục hồi,-1,Auto,Self,1,0,shaolin_yijinduangu_child
302,Di Lặc Hộ Thân,0,Active,PeacePlayer,1,15,shaolin_milehushen
303,Đảo Chuyển Càn Khôn,0,Active,PeacePlayer,1,15,shaolin_daozhuanqiankun
304,Diệt Thử Triều Thực,0,Active,Self,1,0,shaolin_mieshuchaoshi
305,Điệu Hổ Ly Sơn,0,Active,Self,45,0,shaolin_diaohulishan
306,Từ Hàng Phổ Độ,0,Active,PeacePlayer,80,15,shaolin_cihangpudu
30601,Từ Hàng Phổ Độ - Khống chế,-1,Auto,Enemy,1,0,shaolin_cihangpudu_child
30602,Từ Hàng Phổ Độ - Tản công,-1,Auto,Enemy,1,0,shaolin_cihangpudu_child_2
307,Huyền Ấn Ngộ Phật,0,Active,Enemy,1,3,eighthbook_damage_physical
308,Từ Tâm Bi Mẫn,0,Active,Enemy,1,3,eighthbook_control_physical
311,Thôi Tâm Chưởng,1,Active,Enemy,1,3,mingjiao_tuixinzhang
312,Huyết Trận Bát Phương,1,Active,Enemy,10,0,mingjiao_xuezhenbafang
313,Viêm Long Vô Song,1,Active,Enemy,45,3,mingjiao_yanlongwushuang
314,Quỳ Hoa Trục Nhật,1,Active,Self,20,0,mingjiao_kuihuazhuri
315,Quỳ Hoa Điểm Huyệt Thủ,1,Active,Enemy,30,3,mingjiao_kuihuadianxueshou
316,Quỳ Hoa Hướng Dương,1,Active,SelfAndAlly,40,0,mingjiao_kuihuaxiangyang
317,Nộ Phát Xung Quan,1,Active,Self,20,0,mingjiao_nufazhongguan
318,Lý Đại Đào Cương,1,Active,Self,30,15,mingjiao_lidataogang
319,Đấu Chiến Tinh Di,1,Active,Enemy,40,3,mingjiao_douzhanjingyi
320,Kích Lưu Giáp,1,Passive,Self,1,0,mingjiao_jiliujia
321,Thủy Yêm Thất Quân,1,Active,Enemy,1,3,mingjiao_shuiyanshijun
32101,Thủy Yêm Thất Quân - Hư nhược,-1,Auto,Enemy,1,0,mingjiao_shuiyanshijun_child
322,Thủy Thần Hạ Phàm,1,Active,Self,30,0,mingjiao_shuishenxiafan
32201,Thủy Thần Hạ Phàm - Hư nhược,-1,Auto,Enemy,1,0,mingjiao_shuishenxiafan_child
323,Trường Sinh Thủy,1,Active,PeacePlayer,50,15,mingjiao_changshengshui
324,Liệt Diệm Đao,1,Passive,Self,1,0,mingjiao_lieyandao
325,Hỏa Thiêu Xích Bích,1,Active,Enemy,1,3,mingjiao_huoqiaochibi
32501,Hỏa Thiêu Xích Bích - Thiêu đốt,-1,Auto,Enemy,1,0,mingjiao_huoqiaochibi_child
326,Hỏa Thần Hạ Phàm,1,Active,Self,30,0,mingjiao_huoshenxiafan
327,Địa Ngục Hoả,1,Active,Enemy,50,0,mingjiao_diyuhuo
328,Hỏa Diệm Liên Hoàn Trảm,1,Active,Enemy,10,3,mingjiao_huoyanlianhuanzhan
329,Toạ Địa Cầu Toàn,1,Active,Self,30,0,mingjiao_zuodigouquan
330,Vô Trung Sinh Hữu,1,Active,Self,60,0,mingjiao_wuzhongshengyou
331,Thuần Dương Vô Cực,1,Active,Self,65,0,mingjiao_chunyangwuji
332,Quỳ Hoa Thần Lực,1,Active,PeacePlayer,1,15,mingjiao_kuihuashenli
333,Cự Hoả Thiêu Thiên,1,Active,PeacePlayer,1,15,mingjiao_juhuoqiaotian
334,Phong Hỏa Liên Thành,1,Active,EnemyPlayer,45,15,mingjiao_fenghuoliancheng
335,Nộ Hoả Liên Trảm,1,Active,Self,1,0,mingjiao_nuhuolianzhan
33501,Nộ Hỏa Liên Trảm - Cuồng bạo,-1,Auto,Self,80,0,mingjiao_nuhuolianzhan_child
336,Thiên Hỏa Nhiên Khung,1,Active,Enemy,1,3,eighthbook_damage_physical
337,Phần Diễm Nhiễu Thân,1,Active,Enemy,1,3,eighthbook_control_physical
341,Bàn Long Kích,2,Active,Enemy,1,3,gaibang_banlongji
34101,Bàn Long Kích - Liên kích,-1,Auto,Self,1,0,gaibang_fuhuolianjidian
342,Thiên Lý Hoành Hành,2,Active,Enemy,10,0,gaibang_tianlihengxing
343,Xung Trận Trảm Tướng,2,Active,Enemy,45,3,gaibang_zhongzhenzhanxiang
344,Bát Bộ Hãn Thiềm,2,Active,Self,20,0,gaibang_babugantian
345,Tuyết Nê Hồng Trảo,2,Active,Enemy,30,3,gaibang_xuenihongzhao
346,Niêm Y Thập Bát Điệt,2,Active,SelfAndAlly,40,0,gaibang_nianyishibadie
