RowIndex,Tag,ID,Name,Text,ChildrenJSON
11,Sculpture,13,Hỏa Công,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""1"",""Value"":""10""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""2"",""Value"":""30""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""3"",""Value"":""50""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""4"",""Value"":""70""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""5"",""Value"":""90""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""6"",""Value"":""110""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""7"",""Value"":""130""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""8"",""Value"":""150""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""9"",""Value"":""170""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireatk"",""Level"":""10"",""Value"":""190""}}]"
12,Sculpture,14,Huyền Công,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""1"",""Value"":""10""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""2"",""Value"":""30""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""3"",""Value"":""50""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""4"",""Value"":""70""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""5"",""Value"":""90""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""6"",""Value"":""110""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""7"",""Value"":""130""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""8"",""Value"":""150""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""9"",""Value"":""170""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightatk"",""Level"":""10"",""Value"":""190""}}]"
13,Sculpture,15,Độc Công,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""1"",""Value"":""10""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""2"",""Value"":""30""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""3"",""Value"":""50""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""4"",""Value"":""70""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""5"",""Value"":""90""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""6"",""Value"":""110""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""7"",""Value"":""130""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""8"",""Value"":""150""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""9"",""Value"":""170""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Level"":""10"",""Value"":""190""}}]"
14,Sculpture,16,Chính Xác,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""1"",""Value"":""200""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""2"",""Value"":""500""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""3"",""Value"":""800""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""4"",""Value"":""1100""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""5"",""Value"":""1400""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""6"",""Value"":""1700""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""7"",""Value"":""2000""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""8"",""Value"":""2300""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""9"",""Value"":""2600""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_hit"",""Level"":""10"",""Value"":""2900""}}]"
15,Sculpture,17,Hội Công,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""1"",""Value"":""1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""2"",""Value"":""3""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""3"",""Value"":""5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""4"",""Value"":""7""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""5"",""Value"":""9""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""6"",""Value"":""11""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""7"",""Value"":""13""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""8"",""Value"":""15""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""9"",""Value"":""17""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critatk"",""Level"":""10"",""Value"":""19""}}]"
16,Sculpture,20,Ngoại Thủ,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""1"",""Value"":""200""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""2"",""Value"":""500""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""3"",""Value"":""800""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""4"",""Value"":""1100""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""5"",""Value"":""1400""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""6"",""Value"":""1700""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""7"",""Value"":""2000""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""8"",""Value"":""2300""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""9"",""Value"":""2600""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physdef"",""Level"":""10"",""Value"":""2900""}}]"
17,Sculpture,21,Nội Thủ,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""1"",""Value"":""200""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""2"",""Value"":""500""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""3"",""Value"":""800""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""4"",""Value"":""1100""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""5"",""Value"":""1400""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""6"",""Value"":""1700""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""7"",""Value"":""2000""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""8"",""Value"":""2300""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""9"",""Value"":""2600""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicdef"",""Level"":""10"",""Value"":""2900""}}]"
18,Sculpture,22,Kháng Băng,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""1"",""Value"":""5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""2"",""Value"":""15""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""3"",""Value"":""25""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""4"",""Value"":""35""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""5"",""Value"":""45""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""6"",""Value"":""55""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""7"",""Value"":""65""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""8"",""Value"":""75""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""9"",""Value"":""85""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_iceres"",""Level"":""10"",""Value"":""95""}}]"
19,Sculpture,23,Kháng Hỏa,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""1"",""Value"":""5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""2"",""Value"":""15""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""3"",""Value"":""25""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""4"",""Value"":""35""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""5"",""Value"":""45""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""6"",""Value"":""55""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""7"",""Value"":""65""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""8"",""Value"":""75""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""9"",""Value"":""85""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_fireres"",""Level"":""10"",""Value"":""95""}}]"
20,Sculpture,24,Kháng Huyền,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""1"",""Value"":""5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""2"",""Value"":""15""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""3"",""Value"":""25""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""4"",""Value"":""35""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""5"",""Value"":""45""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""6"",""Value"":""55""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""7"",""Value"":""65""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""8"",""Value"":""75""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""9"",""Value"":""85""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_lightres"",""Level"":""10"",""Value"":""95""}}]"
21,Sculpture,25,Kháng Độc,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""1"",""Value"":""5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""2"",""Value"":""15""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""3"",""Value"":""25""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""4"",""Value"":""35""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""5"",""Value"":""45""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""6"",""Value"":""55""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""7"",""Value"":""65""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""8"",""Value"":""75""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""9"",""Value"":""85""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_poisonres"",""Level"":""10"",""Value"":""95""}}]"
22,Sculpture,26,Né Tránh,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""1"",""Value"":""40""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""2"",""Value"":""100""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""3"",""Value"":""160""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""4"",""Value"":""220""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""5"",""Value"":""280""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""6"",""Value"":""340""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""7"",""Value"":""400""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""8"",""Value"":""460""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""9"",""Value"":""520""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_dodge"",""Level"":""10"",""Value"":""580""}}]"
23,Sculpture,27,Hội Thủ,,"[{""Tag"":""Icon"",""Attributes"":{""Level"":""1"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""2"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""3"",""Icon"":""Tattoo2_2""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""4"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""5"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""6"",""Icon"":""Tattoo2_3""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""7"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""8"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""9"",""Icon"":""Tattoo2_4""}},{""Tag"":""Icon"",""Attributes"":{""Level"":""10"",""Icon"":""Tattoo2_5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""1"",""Value"":""1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""2"",""Value"":""3""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""3"",""Value"":""5""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""4"",""Value"":""7""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""5"",""Value"":""9""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""6"",""Value"":""11""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""7"",""Value"":""13""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""8"",""Value"":""15""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""9"",""Value"":""17""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_critdef"",""Level"":""10"",""Value"":""19""}}]"
